Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
221329,Dodd Group (Midlands) Ltd,51550958,R2023,Property Services Mechanical (LM),634.41,13/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51550965,R2023,Property Services Mechanical (LM),699.99,13/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51559378,R2023,Property Services Mechanical (LM),"1,133.34",17/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552156,R2023,Property Services Mechanical (LM),845.16,20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51557924,R2023,Property Services Mechanical (LM),"4,095.97",20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552149,R2024,Property Services Electrical (LE),"1,014.14",20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552133,R2023,Property Services Mechanical (LM),674.10,20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552168,R2023,Property Services Mechanical (LM),622.80,20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552161,R2023,Property Services Mechanical (LM),692.37,20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51554131,C1030,"New Construction, Conversion & Renovation","42,177.47",20/09/2019,Capital,
221329,Dodd Group (Midlands) Ltd,51554133,C1030,"New Construction, Conversion & Renovation","24,582.42",20/09/2019,Capital,
221329,Dodd Group (Midlands) Ltd,51552126,R2023,Property Services Mechanical (LM),"1,030.84",20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552190,R2024,Property Services Electrical (LE),593.13,20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552150,R2023,Property Services Mechanical (LM),"1,402.20",20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552165,R2024,Property Services Electrical (LE),"1,693.01",20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51556359,R2024,Property Services Electrical (LE),"2,513.78",20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552634,R2024,Property Services Electrical (LE),"2,117.75",20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51552118,R2024,Property Services Electrical (LE),"1,610.69",20/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51561053,R2024,Property Services Electrical (LE),"1,328.70",24/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553165,R2023,Property Services Mechanical (LM),"1,381.75",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51561507,R2023,Property Services Mechanical (LM),"1,177.90",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553145,R2023,Property Services Mechanical (LM),682.45,26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553116,R2023,Property Services Mechanical (LM),"1,241.43",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553148,R2024,Property Services Electrical (LE),"1,049.93",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51561500,R2023,Property Services Mechanical (LM),715.45,26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553121,R2023,Property Services Mechanical (LM),"1,253.95",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553107,R2023,Property Services Mechanical (LM),988.04,26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51561498,R2024,Property Services Electrical (LE),"1,488.76",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553130,R2024,Property Services Electrical (LE),674.38,26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51556446,R2024,Property Services Electrical (LE),"1,061.86",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553199,R2024,Property Services Electrical (LE),675.99,26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553144,R2023,Property Services Mechanical (LM),"1,114.49",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553141,R2023,Property Services Mechanical (LM),516.15,26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553200,R2024,Property Services Electrical (LE),570.99,26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51553109,R2024,Property Services Electrical (LE),536.90,26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51558790,R2024,Property Services Electrical (LE),"1,913.37",26/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51561746,C1030,"New Construction, Conversion & Renovation","19,569.72",27/09/2019,Capital,
221329,Dodd Group (Midlands) Ltd,51561581,C1030,"New Construction, Conversion & Renovation","29,416.26",27/09/2019,Capital,
221329,Dodd Group (Midlands) Ltd,51561743,C1030,"New Construction, Conversion & Renovation","4,172.97",27/09/2019,Capital,
221329,Dodd Group (Midlands) Ltd,51554194,R2024,Property Services Electrical (LE),654.82,27/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51554200,R2023,Property Services Mechanical (LM),529.29,27/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51554199,R2024,Property Services Electrical (LE),"1,349.40",27/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51554198,R2024,Property Services Electrical (LE),816.75,27/09/2019,Resources,
221329,Dodd Group (Midlands) Ltd,51561747,C1030,"New Construction, Conversion & Renovation","11,918.62",30/09/2019,Capital,
218071,Dordon Primary School (Community Academies Trust),51559708,R6107,SEN Statements Funding,"1,736.00",20/09/2019,Communities,
201834,Draeger Safety UK Ltd,51551765,R1601,Training,"5,310.00",19/09/2019,Fire and Rescue,
201834,Draeger Safety UK Ltd,51552362,R1601,Training,"1,440.00",20/09/2019,Fire and Rescue,
201834,Draeger Safety UK Ltd,51553029,R4015,Equipment Repair & Maintenance,545.47,20/09/2019,Fire and Rescue,
227628,Dragonfly Children's Services Ltd t/a Chrysalis Assessment & Support Centre,51554296,R5801,Carer Allowance Payments,"5,394.62",26/09/2019,People Group,
235411,Drakon Heritage and Conservation LLP,51552532,R4409,Consultancy,"1,934.00",18/09/2019,Communities,
201849,Ducklings Day Nursery,51557358,R6106,Early Years Funding (PVIs and LA),"26,047.23",12/09/2019,Communities,
201849,Ducklings Day Nursery,51558102,R6106,Early Years Funding (PVIs and LA),"12,908.66",16/09/2019,Communities,
201851,Dudley Lodge,51554838,R5806,Residential Care,"10,395.71",05/09/2019,People Group,
201860,Dunchurch Nursery,51557271,R6106,Early Years Funding (PVIs and LA),"37,837.80",12/09/2019,Communities,
220106,Dunchurch Surgery,51561688,R5702,Payments to External Contractors,560.00,30/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51554821,R2102,Energy Costs,564.00,05/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51554823,R2102,Energy Costs,"4,624.00",05/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51551958,R2102,Energy Costs,564.00,09/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51549700,R4015,Equipment Repair & Maintenance,"1,421.00",09/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51551755,R2102,Energy Costs,818.00,09/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51551757,R2102,Energy Costs,933.00,09/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51551953,R2102,Energy Costs,715.75,09/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51552624,R2102,Energy Costs,666.75,11/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51552620,R2102,Energy Costs,896.00,11/09/2019,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51555564,R2102,Energy Costs,"1,227.00",12/09/2019,Communities,
201930,Eastern Shires Purchasing Organisation,51553369,R2704,"Cleaning, Domestic & Caretaking Services / Supplies",960.38,05/09/2019,Resources,
201930,Eastern Shires Purchasing Organisation,51554778,R4313,Stationery & Paper,534.00,16/09/2019,Communities,
201930,Eastern Shires Purchasing Organisation,51558638,R4313,Stationery & Paper,537.38,18/09/2019,Resources,
201930,Eastern Shires Purchasing Organisation,51556058,R4030,Materials,"1,128.36",19/09/2019,Schools,
201930,Eastern Shires Purchasing Organisation,51556056,R4030,Materials,"1,493.46",19/09/2019,Schools,
224507,ECM Education Consultants Ltd,51551742,R4441,Professional Fees,650.00,06/09/2019,Schools,
233123,Edge of the Web Ltd,51550429,R4301,"Advertising, Publicity & Promotion",720.00,05/09/2019,Communities,
234615,Educaterers Ltd,51555992,R4102,Catering Services & Supplies,"7,166.00",09/09/2019,Resources,
234615,Educaterers Ltd,51557572,R4102,Catering Services & Supplies,673.20,13/09/2019,Schools,
234615,Educaterers Ltd,51557572,R4102,Catering Services & Supplies,"1,251.00",13/09/2019,Schools,
234615,Educaterers Ltd,51557573,R4102,Catering Services & Supplies,877.50,13/09/2019,Schools,
234615,Educaterers Ltd,51557572,R4102,Catering Services & Supplies,649.00,13/09/2019,Schools,
234615,Educaterers Ltd,51557573,R4102,Catering Services & Supplies,926.20,13/09/2019,Schools,
227749,Edward Capewell (11 KBW Ltd),51541827,R4441,Professional Fees,"3,220.00",09/09/2019,Resources,
,Edward Knight Lettings,11931,,,850.00,10/09/2019,People Group,
204614,EE Ltd (Airtime ****1263),51552099,R4513,Telephones & Broadband,"1,722.89",02/09/2019,Fire and Rescue,
204614,EE Ltd (Airtime ****1263),51549205,R4513,Telephones & Broadband,-595.00,02/09/2019,Resources,
233845,Elysian Field Ltd,51549971,R4607,Client Expenses,"3,792.36",04/09/2019,People Group,
233845,Elysian Field Ltd,51550785,R4607,Client Expenses,"7,248.66",11/09/2019,People Group,
233845,Elysian Field Ltd,51553258,R5459,Leaving Care Accommodation,"1,940.00",20/09/2019,People Group,
202022,Emergency One UK Ltd,51552716,R3004,Repair & Maintenance Of Vehicles,"10,678.00",20/09/2019,Fire and Rescue,
202022,Emergency One UK Ltd,51552716,R4607,Client Expenses,896.53,20/09/2019,Fire and Rescue,
202032,Emscote House School and Nursery,51557353,R6106,Early Years Funding (PVIs and LA),"35,992.48",12/09/2019,Communities,
202032,Emscote House School and Nursery,51558047,R6106,Early Years Funding (PVIs and LA),777.63,16/09/2019,Communities,
202034,Emscote Preschool,51557175,R6106,Early Years Funding (PVIs and LA),"24,274.40",12/09/2019,Communities,
220152,Encore Personnel Services Ltd,51555040,R1101,Agency Staff Pay,579.60,24/09/2019,Communities,
224492,Endeavour Schools Trust t/a The Vaynor First School,51550145,R6107,SEN Statements Funding,"1,438.00",12/09/2019,Communities,
224736,Entrust Care Partnership C.I.C (****6347),51555371,R5702,Payments to External Contractors,642.33,10/09/2019,People Group,
224736,Entrust Care Partnership C.I.C (****6347),51555372,R5702,Payments to External Contractors,549.89,27/09/2019,People Group,
235211,Equality and Inclusion Partnership (EQuIP),51548350,R5702,Payments to External Contractors,"11,281.25",02/09/2019,Communities,
235211,Equality and Inclusion Partnership (EQuIP),51554858,R5702,Payments to External Contractors,"1,000.00",20/09/2019,Communities,
202062,Equine Learning CIC,51558485,R6107,SEN Statements Funding,"1,800.00",20/09/2019,Communities,
202062,Equine Learning CIC,51558497,R5702,Payments to External Contractors,"1,800.00",20/09/2019,Communities,
202062,Equine Learning CIC,51558489,R5702,Payments to External Contractors,"2,000.00",24/09/2019,Communities,
202062,Equine Learning CIC,51559383,R5702,Payments to External Contractors,"1,111.20",27/09/2019,Communities,
208677,Esh Works Ltd,51556134,R5702,Payments to External Contractors,"2,200.00",10/09/2019,Communities,
208677,Esh Works Ltd,51556152,R5702,Payments to External Contractors,"1,100.00",12/09/2019,Communities,
202076,ESP Systex Ltd,51555190,R4310,"Printing, Photocopying and Reprographics","6,920.77",30/09/2019,Communities,
202076,ESP Systex Ltd,51555192,R4505,ICT Supplies / Consumables,"2,087.94",30/09/2019,Communities,
,Espo,49699,,,576.01,04/09/2019,Communities,
215263,ESPO Energy,51555316,R2102,Energy Costs,598.80,06/09/2019,Resources,
215263,ESPO Energy,51555353,R2102,Energy Costs,-576.88,13/09/2019,Resources,
202088,Ettington Preschool,51557176,R6106,Early Years Funding (PVIs and LA),"14,630.62",12/09/2019,Communities,
202088,Ettington Preschool,51558090,R6106,Early Years Funding (PVIs and LA),777.63,16/09/2019,Communities,
238413,Europa Way JV LLP,51560780,R4030,Materials,"5,320.00",24/09/2019,Other Services,
,Eversheds Sutherland,,R9202,,"1,000.00",16/09/2019,Resources,
217716,Ex Cathedra Ltd,51557056,R4030,Materials,"1,850.00",11/09/2019,Schools,
209832,Executive Cars,51555364,R3204,Home To School / College Transport,599.94,06/09/2019,Communities,
,Facebk *vhg6snwep2,49790,,,548.08,30/09/2019,Resources,
,Farmers Tyre Ltd,3192,,,890.80,23/09/2019,Communities,
238738,Faun Zoeller (UK) Ltd,51535834,R4409,Consultancy,"6,000.00",23/09/2019,Communities,
206633,FCC Recycling (UK) Ltd,51551962,R5702,Payments to External Contractors,"61,604.17",13/09/2019,Communities,
206633,FCC Recycling (UK) Ltd,51550816,R5702,Payments to External Contractors,"81,676.13",13/09/2019,Communities,
206633,FCC Recycling (UK) Ltd,51554283,R5702,Payments to External Contractors,"27,620.42",19/09/2019,Communities,
206633,FCC Recycling (UK) Ltd,51554283,R5841,Landfill Tax Payments,"121,890.14",19/09/2019,Communities,
206633,FCC Recycling (UK) Ltd,51554373,R5702,Payments to External Contractors,"61,604.17",30/09/2019,Communities,
202171,Fillongley Pre-School,51557279,R6106,Early Years Funding (PVIs and LA),"4,851.00",12/09/2019,Communities,
202171,Fillongley Pre-School,51558073,R6106,Early Years Funding (PVIs and LA),777.63,16/09/2019,Communities,
220314,Fine Cut Group Ltd,51548657,R4015,Equipment Repair & Maintenance,530.00,06/09/2019,Communities,
232896,Finn Wilding Ltd,51548836,R5702,Payments to External Contractors,"1,810.00",05/09/2019,Communities,
236588,FireServiceRota B.V.,51554145,R4512,Software,"2,376.50",27/09/2019,Fire and Rescue,
202195,First Steps Kindergarten,51557325,R6106,Early Years Funding (PVIs and LA),"7,218.29",12/09/2019,Communities,
202203,Fitzgerald Contractors Ltd,51553549,C1030,"New Construction, Conversion & Renovation","131,962.66",03/09/2019,Capital,
202203,Fitzgerald Contractors Ltd,51559266,C1030,"New Construction, Conversion & Renovation","13,898.67",17/09/2019,Capital,
202203,Fitzgerald Contractors Ltd,51559426,C1030,"New Construction, Conversion & Renovation","79,706.42",27/09/2019,Capital,
202203,Fitzgerald Contractors Ltd,51557389,C1030,"New Construction, Conversion & Renovation","43,726.15",27/09/2019,Capital,
202207,Fledglings Day Nursery,51557280,R6106,Early Years Funding (PVIs and LA),"9,313.92",12/09/2019,Communities,
239673,Flourishplus Ltd,51559607,R6104,Social Care - Section 17 Payments,"1,850.00",18/09/2019,People Group,
239206,Flowbird Smart City UK Ltd,51551834,R4506,IT Support & Maintenance,"22,834.75",19/09/2019,Communities,
202223,Footsteps Day Nursery,51557340,R6106,Early Years Funding (PVIs and LA),"41,243.59",12/09/2019,Communities,
202223,Footsteps Day Nursery,51557991,R6106,Early Years Funding (PVIs and LA),"6,998.67",16/09/2019,Communities,
208722,Forensics Ltd t/a Alere Forensics,51550699,R4615,Coroner/Mortuary/Pathology Fees,"2,380.00",13/09/2019,Other Services,
236802,Fortem Solutions Ltd,51554122,C1030,"New Construction, Conversion & Renovation","4,136.92",11/09/2019,Capital,
202268,Freshfields Nursery School Ltd,51557281,R6106,Early Years Funding (PVIs and LA),"24,981.10",13/09/2019,Communities,
202268,Freshfields Nursery School Ltd,51558021,R6106,Early Years Funding (PVIs and LA),"4,406.57",16/09/2019,Communities,
230177,Freshstart in Education Ltd,51550759,R5702,Payments to External Contractors,"2,160.00",02/09/2019,Communities,
235661,Future Horizons Support Ltd,51560726,R5459,Leaving Care Accommodation,"4,800.04",23/09/2019,People Group,
202303,G. Mcveigh & Co. Ltd,51559230,C1030,"New Construction, Conversion & Renovation","79,092.52",20/09/2019,Capital,
221659,Gage-Tupper & Associates Ltd,51554745,R4441,Professional Fees,"4,723.08",30/09/2019,Resources,
202326,Galley Common Nursery,51551364,R6106,Early Years Funding (PVIs and LA),640.00,03/09/2019,Communities,
202326,Galley Common Nursery,51551378,R6106,Early Years Funding (PVIs and LA),800.00,03/09/2019,Communities,
202326,Galley Common Nursery,51557164,R6106,Early Years Funding (PVIs and LA),"18,239.76",13/09/2019,Communities,
231445,Galliford Try Infrastructure Ltd - Highways Capital Projects,51554312,C1030,"New Construction, Conversion & Renovation","102,957.02",04/09/2019,Capital,
231445,Galliford Try Infrastructure Ltd - Highways Capital Projects,51559766,C1030,"New Construction, Conversion & Renovation","339,174.52",19/09/2019,Capital,
231445,Galliford Try Infrastructure Ltd - Highways Capital Projects,51560792,C1030,"New Construction, Conversion & Renovation","56,921.14",24/09/2019,Capital,
206449,Gamma Business Communications Ltd,51549201,R4513,Telephones & Broadband,"20,613.28",09/09/2019,Resources,
206449,Gamma Business Communications Ltd,51556556,R4513,Telephones & Broadband,"19,381.52",24/09/2019,Resources,
212445,Gemco Service Ltd,51554719,R4030,Materials,"1,610.00",05/09/2019,Communities,
202363,George Eliot Hospital NHS Foundation Trust,51555949,R4615,Coroner/Mortuary/Pathology Fees,"5,213.75",09/09/2019,Other Services,
231446,George Law Ltd,51549351,C1030,"New Construction, Conversion & Renovation","111,398.14",02/09/2019,Capital,
239530,Geraghty Developments Ltd,51554093,R5702,Payments to External Contractors,"2,000.00",02/09/2019,Communities,
238886,Getech Ltd,51552647,R4503,Hardware,"5,060.00",20/09/2019,Resources,
238886,Getech Ltd,51552655,R4503,Hardware,"2,720.00",20/09/2019,Resources,
238886,Getech Ltd,51554035,R4503,Hardware,"4,250.00",27/09/2019,Resources,
202385,Gingham Pre School,51557357,R6106,Early Years Funding (PVIs and LA),"7,916.83",12/09/2019,Communities,
202385,Gingham Pre School,51557339,R6106,Early Years Funding (PVIs and LA),"25,530.23",12/09/2019,Communities,
202385,Gingham Pre School,51557250,R6106,Early Years Funding (PVIs and LA),"20,276.02",13/09/2019,Communities,
202385,Gingham Pre School,51557150,R6106,Early Years Funding (PVIs and LA),"25,545.37",13/09/2019,Communities,
,Go-Banana.Com,211,,,"1,205.87",03/09/2019,Communities,
238688,Godiva Care Services Ltd t/a SureCare Coventry & South Warwickshire,51549312,R5702,Payments to External Contractors,"2,400.00",05/09/2019,People Group,
238688,Godiva Care Services Ltd t/a SureCare Coventry & South Warwickshire,51556497,R5702,Payments to External Contractors,760.00,11/09/2019,People Group,
238688,Godiva Care Services Ltd t/a SureCare Coventry & South Warwickshire,51557401,R5702,Payments to External Contractors,800.00,27/09/2019,People Group,
238688,Godiva Care Services Ltd t/a SureCare Coventry & South Warwickshire,51557402,R5702,Payments to External Contractors,"2,020.00",27/09/2019,People Group,
202412,Goldcrest Cleaning Ltd,51554598,R2704,"Cleaning, Domestic & Caretaking Services / Supplies","2,239.75",19/09/2019,Schools,
210453,Gowling WLG (UK) LLP,51556981,R4441,Professional Fees,"2,384.50",16/09/2019,Resources,
209257,Great Green Systems Ltd,51547727,R4030,Materials,"1,254.77",04/09/2019,Communities,
209257,Great Green Systems Ltd,51557380,R4030,Materials,594.89,30/09/2019,Communities,
224479,Green Park Interims & Executive Ltd,51549168,R1101,Agency Staff Pay,"16,560.00",09/09/2019,Resources,
224479,Green Park Interims & Executive Ltd,51554243,R1101,Agency Staff Pay,"15,120.00",30/09/2019,Resources,
202443,Greenfields Nursery School,51557226,R6106,Early Years Funding (PVIs and LA),"21,718.51",13/09/2019,Communities,
202443,Greenfields Nursery School,51558088,R6106,Early Years Funding (PVIs and LA),"2,281.05",16/09/2019,Communities,
208976,Gryphon House Ltd (The Gryphon School),51555224,R6107,SEN Statements Funding,"24,472.00",06/09/2019,Communities,
221492,GTT Communications t/a  Interoute Networks Ltd,51551903,R4513,Telephones & Broadband,"4,077.00",19/09/2019,Resources,
202464,Guest Motors Ltd,51549981,R3004,Repair & Maintenance Of Vehicles,"1,045.09",12/09/2019,Fire and Rescue,
231261,H & K Childminding,51556369,R6106,Early Years Funding (PVIs and LA),518.42,10/09/2019,Communities,
231261,H & K Childminding,51556588,R6106,Early Years Funding (PVIs and LA),"1,940.40",11/09/2019,Communities,
202510,Hampton Magna Pre-School,51551379,R6106,Early Years Funding (PVIs and LA),"1,500.00",03/09/2019,Communities,
202510,Hampton Magna Pre-School,51557238,R6106,Early Years Funding (PVIs and LA),"4,559.94",13/09/2019,Communities,
202510,Hampton Magna Pre-School,51558036,R6106,Early Years Funding (PVIs and LA),"1,088.68",16/09/2019,Communities,
236074,Hampton's Resourcing Ltd,51548678,R1101,Agency Staff Pay,"3,463.85",03/09/2019,People Group,
236074,Hampton's Resourcing Ltd,51550298,R1101,Agency Staff Pay,"3,463.85",10/09/2019,People Group,
236074,Hampton's Resourcing Ltd,51552085,R1101,Agency Staff Pay,"3,463.85",17/09/2019,People Group,
236074,Hampton's Resourcing Ltd,51553558,R1101,Agency Staff Pay,"3,463.85",24/09/2019,People Group,
202518,Happy Faces Pre-School,51557149,R6106,Early Years Funding (PVIs and LA),"9,042.26",13/09/2019,Communities,
202518,Happy Faces Pre-School,51558058,R6106,Early Years Funding (PVIs and LA),"2,332.89",16/09/2019,Communities,
202519,Happy Futures Day Nursery t/a Monkey Puzzle Day Nursery,51551416,R6106,Early Years Funding (PVIs and LA),"1,500.00",03/09/2019,Communities,
202519,Happy Futures Day Nursery t/a Monkey Puzzle Day Nursery,51557207,R6106,Early Years Funding (PVIs and LA),"16,027.70",13/09/2019,Communities,
202519,Happy Futures Day Nursery t/a Monkey Puzzle Day Nursery,51558069,R6106,Early Years Funding (PVIs and LA),"4,924.99",16/09/2019,Communities,
202520,Happy Tykes Pre-School,51551372,R6106,Early Years Funding (PVIs and LA),"1,500.00",03/09/2019,Communities,
202520,Happy Tykes Pre-School,51557183,R6106,Early Years Funding (PVIs and LA),"21,538.44",13/09/2019,Communities,
202520,Happy Tykes Pre-School,51558103,R6106,Early Years Funding (PVIs and LA),"6,221.04",16/09/2019,Communities,
202525,Harbury Pre-School,51557227,R6106,Early Years Funding (PVIs and LA),"5,394.31",13/09/2019,Communities,
,Harlech Foodservice Lt,33638,,,661.94,16/09/2019,Communities,
,Harlech Foodservice Lt,19613,,,624.18,27/09/2019,Communities,
223683,Harris Church of England Academy,51556941,R4441,Professional Fees,"7,388.00",11/09/2019,Schools,
223683,Harris Church of England Academy,51559637,R6107,SEN Statements Funding,"8,797.00",20/09/2019,Communities,
239286,Harris Fowler Ltd,51554259,R4928,Other Insurance Claims,"6,108.00",03/09/2019,Other Services,
238026,Harris Sign Group Ltd,51555081,R4310,"Printing, Photocopying and Reprographics",715.00,26/09/2019,Resources,
217973,Hartshill School (Academy),51559639,R6107,SEN Statements Funding,"5,787.00",20/09/2019,Communities,
237680,HAS Technology Ltd t/a CM,51556092,R4409,Consultancy,"2,190.00",11/09/2019,People Group,
211171,Hastings House Medical Centre,51555343,R5702,Payments to External Contractors,"8,000.00",06/09/2019,Communities,
238558,Haven Power,51556700,R2102,Energy Costs,700.06,13/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51556098,R1101,Agency Staff Pay,509.97,10/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51556085,R1101,Agency Staff Pay,509.97,10/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51557864,R1101,Agency Staff Pay,"1,098.50",13/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51557863,R1101,Agency Staff Pay,"1,098.50",13/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51557872,R1101,Agency Staff Pay,"1,098.50",13/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51557879,R1101,Agency Staff Pay,878.80,13/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51557877,R1101,Agency Staff Pay,"1,098.50",13/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51557876,R1101,Agency Staff Pay,"1,098.50",13/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51557870,R1101,Agency Staff Pay,"1,098.50",13/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51559256,R1101,Agency Staff Pay,"1,865.04",17/09/2019,Schools,
207695,Hays Specialist Recruitment Ltd,51559255,R1101,Agency Staff Pay,"1,865.04",17/09/2019,Schools,
220392,Healthwatch Warwickshire Ltd,51551149,R5702,Payments to External Contractors,"54,250.00",13/09/2019,Communities,
100035,Heart Of England Mencap - STRATFORD (****8427),51559227,R5807,Social Care Block Contracts,"1,360.06",25/09/2019,People Group,
100035,Heart Of England Mencap - STRATFORD (****8427),51556893,R5807,Social Care Block Contracts,"49,437.31",25/09/2019,People Group,
202580,Heart of England Training Ltd,51558266,R5702,Payments to External Contractors,"5,225.00",13/09/2019,Communities,
202580,Heart of England Training Ltd,51557912,R5702,Payments to External Contractors,"2,800.00",16/09/2019,Communities,
222607,Heartwood MAT (Warton Nethersole's C of E Academy),51557243,R6106,Early Years Funding (PVIs and LA),"12,224.52",13/09/2019,Communities,
235001,Heathcote Primary School (Academy),51555277,R6109,Funding payment to Academies and Non WCC Schools,"43,817.00",06/09/2019,Communities,
235001,Heathcote Primary School (Academy),51559676,R6107,SEN Statements Funding,"2,539.00",20/09/2019,Communities,
202586,Hedgerow Nursery Ltd,51557249,R6106,Early Years Funding (PVIs and LA),"14,195.58",13/09/2019,Communities,
202586,Hedgerow Nursery Ltd,51558105,R6106,Early Years Funding (PVIs and LA),"1,814.47",16/09/2019,Communities,
222602,Henley Primary School - Academy,51557208,R6106,Early Years Funding (PVIs and LA),"2,328.48",13/09/2019,Communities,
222602,Henley Primary School - Academy,51559667,R6107,SEN Statements Funding,"2,075.00",20/09/2019,Communities,
223680,Henry Hinde Junior School - Academy,51559703,R6107,SEN Statements Funding,"1,353.00",20/09/2019,Communities,
236372,Henry's Day Nursery Ltd,51557141,R6106,Early Years Funding (PVIs and LA),"17,325.06",13/09/2019,Communities,
236372,Henry's Day Nursery Ltd,51558006,R6106,Early Years Funding (PVIs and LA),"6,221.04",16/09/2019,Communities,
236613,Hexagon Care Services Ltd,51551996,R5806,Residential Care,"-17,000.00",04/09/2019,People Group,
236613,Hexagon Care Services Ltd,51554479,R5806,Residential Care,"10,504.57",20/09/2019,People Group,
,Hickleys,14182,,,595.00,04/09/2019,Communities,
213430,Higham Lane School Academy,51559702,R6107,SEN Statements Funding,"12,868.00",20/09/2019,Communities,
202650,Hi-Lite Electrical Ltd,51550676,R4301,"Advertising, Publicity & Promotion",500.00,13/09/2019,Communities,
202658,Hillmorton Childrens Centre,51557341,R6106,Early Years Funding (PVIs and LA),"17,929.30",13/09/2019,Communities,
202661,Hillwood Auto Engineering Ltd,51554641,R3004,Repair & Maintenance Of Vehicles,"2,647.17",13/09/2019,Communities,
233310,Hire This Ltd,51554069,R4008,Equipment - Access To Work,580.00,27/09/2019,Communities,
239518,Holt Solutions Ltd t/a Just Inspire,51555903,R4441,Professional Fees,"16,721.00",09/09/2019,Resources,
239518,Holt Solutions Ltd t/a Just Inspire,51555904,R4441,Professional Fees,"16,490.85",09/09/2019,Resources,
239518,Holt Solutions Ltd t/a Just Inspire,51555902,R4008,Equipment - Access To Work,"2,346.41",09/09/2019,Resources,
239518,Holt Solutions Ltd t/a Just Inspire,51558758,R4008,Equipment - Access To Work,780.00,23/09/2019,Resources,
239518,Holt Solutions Ltd t/a Just Inspire,51561413,R4441,Professional Fees,"48,000.00",26/09/2019,Resources,
233578,Home Office,51555548,R4512,Software,"16,943.77",13/09/2019,Fire and Rescue,
237812,Home on the Range Ltd,51556036,R5702,Payments to External Contractors,"1,890.00",24/09/2019,Communities,
100003,Homefield College Ltd,51519018,R5702,Payments to External Contractors,"-17,494.00",19/09/2019,Communities,
202698,Hopes and Dreams Day Nursery Ltd,51557155,R6106,Early Years Funding (PVIs and LA),"10,943.86",13/09/2019,Communities,
