Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486513,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486377,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486385,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486512,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486431,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486432,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486434,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486436,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486468,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486470,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486475,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486478,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486509,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486933,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486953,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486387,R5702,Payments to External Contractors,"£1,984.68",06/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486980,R5702,Payments to External Contractors,"-£1,984.68",07/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51487083,R5702,Payments to External Contractors,"£1,984.68",07/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486972,R5702,Payments to External Contractors,"-£1,984.68",07/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486786,R5702,Payments to External Contractors,"£1,984.68",07/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51486784,R5702,Payments to External Contractors,"£1,984.68",07/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51490005,R5702,Payments to External Contractors,"£4,329.88",14/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51491799,R5702,Payments to External Contractors,"£1,984.68",15/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497436,R5702,Payments to External Contractors,"£1,210.00",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497484,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51496725,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497381,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497380,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497409,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51496709,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51496712,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497387,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51496733,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
