Supplier,Transno,Amount,Directorate,Pay Date
Fr Jones And Son,2169,164.96,Communities,28/07/2021
Franklins Sandwich,6335,68.12,Fire and Rescue,05/07/2021
Franklins Sandwich,6382,29.95,Fire and Rescue,09/07/2021
Franklins Sandwich,7363,81.75,Fire and Rescue,22/07/2021
Franklins Sandwich,4632,170.10,Fire and Rescue,29/07/2021
Freemans,28674,-26.00,People,05/07/2021
Galleon Sup,7762,95.00,Communities,06/07/2021
Galleon Sup,2183,66.60,Communities,08/07/2021
Galleon Sup,123,83.25,Communities,13/07/2021
Galleon Sup,6213,145.00,Communities,15/07/2021
Gen Register Office,10950,11.00,People,09/07/2021
Gen Register Office,10545,14.00,People,09/07/2021
Gen Register Office,9048,38.00,People,16/07/2021
Gen Register Office,11136,22.00,Resources,20/07/2021
Gen Register Office,11144,33.00,Resources,20/07/2021
Gen Register Office,13470,14.00,People,22/07/2021
Gen Register Office,14138,14.00,People,29/07/2021
Gibson Garden Machiner,21629,86.89,Communities,27/07/2021
Go Ape,7517,330.00,People,22/07/2021
Go Ape,7561,357.50,People,22/07/2021
Good One Express,4610,2.44,People,29/07/2021
Google *ads2789853021,33989,500.33,Resources,22/07/2021
Google *cloud_015ba7-B,32608,71.06,Resources,02/07/2021
Greggs,20785,1.75,People,29/07/2021
Group For Ed In Museum,767,1.00,Resources,13/07/2021
H&bbc Internet,11418,93.00,People,15/07/2021
Halfords 0425,20903,11.67,Communities,08/07/2021
Halfords 0574,14128,18.00,Fire and Rescue,23/07/2021
Halfords On Line,16140,166.67,People,06/07/2021
Hayley Group Plc,10343,232.44,Fire and Rescue,27/07/2021
Hc Stratford-Upon-Avon,4013,161.08,Communities,24/07/2021
Hc Stratford-Upon-Avon,4016,10.00,Communities,24/07/2021
Hillfields Halal Meat,34246,24.00,People,21/07/2021
Hinckley Club For Youn,8900,60.00,People,19/07/2021
Hm Passport Office,25318,85.00,People,07/07/2021
Hm Passport Office,12962,49.00,People,22/07/2021
Hm Passport Office,9287,75.50,People,27/07/2021
Hm Passport Office,11077,75.50,People,29/07/2021
Hm.Com,7149,-24.15,Communities,10/07/2021
Hmcourts-Service.G,27239,75.00,People,19/07/2021
Hmcourts-Service.G,2831,75.00,People,30/07/2021
Hobbycraft Trading Lim,16854,94.45,People,15/07/2021
Hobbycraft Trading Lim,14628,123.33,People,21/07/2021
Hobbycraft Trading Lim,8024,159.71,People,23/07/2021
Home Bargains,7793,1.23,Fire and Rescue,02/07/2021
Home Bargains Online,10000,44.12,People,12/07/2021
Homemade Buffet Compa,4196,90.75,Communities,26/07/2021
Hotel At Booking.Com,38083,79.90,People,08/07/2021
Hotel At Booking.Com,35478,67.55,People,20/07/2021
Hotel At Booking.Com,35616,75.20,People,20/07/2021
Hotelscom9193776773271,31197,80.10,People,12/07/2021
Hr Cafe,24578,157.00,Communities,01/07/2021
Http://Evpeurope.Com,26903,24.26,Communities,12/07/2021
Hygiene Depot,6753,70.01,Communities,04/07/2021
Ibis Styles Crewe,22683,8.29,People,13/07/2021
Ibis Styles Crewe - H9,15900,49.17,People,05/07/2021
Ikea Ltd Shop Online,17193,457.50,People,09/07/2021
Ikea Ltd Shop Online,17949,181.67,People,21/07/2021
Incchoice,19264,10.36,People,09/07/2021
Informa UK Ecom Gb,19694,258.00,Communities,23/07/2021
Jax First Aid,839,339.00,Fire and Rescue,06/07/2021
Jd Sports Internet,28176,10.00,People,22/07/2021
Jd Sports Internet,25090,37.50,People,29/07/2021
Karpet Kingdom,3724,816.51,People,08/07/2021
Karpet Kingdom,560,174.87,People,30/07/2021
Kfc Rugby Drive Thru,21211,3.58,People,13/07/2021
Landmarkinf,11530,8.32,Communities,23/07/2021
Lcc Record Office,16515,7.92,Communities,08/07/2021
Leanneslaterstudios,8403,250.00,People,15/07/2021
Legoland Windsor,2877,117.00,People,30/07/2021
Leic City Council,11646,63.00,People,01/07/2021
Leic City Council,12486,12.00,Resources,01/07/2021
Leic City Council,8238,-11.00,Resources,15/07/2021
Lidl Gb Leamington,13784,21.76,People,12/07/2021
Lidl Gb Leamington,20291,1.65,People,22/07/2021
Linkedin Ireland,35350,91.72,Resources,20/07/2021
Linkedin Ireland,29314,85.99,Resources,23/07/2021
Linkedin Ireland,19760,85.55,Resources,30/07/2021
Linkedin-665*9188063,33243,90.65,Resources,27/07/2021
Liverpool City Council,26381,394.54,People,09/07/2021
M6 Toll,22437,7.00,People,16/07/2021
Machine Mart Ltd,10690,65.27,Communities,31/07/2021
Maia Gelato,1128,5.45,People,27/07/2021
Mailchimp,34139,659.11,Resources,17/07/2021
Mary Ann Evans Hospice,13110,70.83,People,01/07/2021
Mary Ann Evans Hospice,13453,283.00,People,30/07/2021
McDonalds,28205,5.04,People,05/07/2021
McDonalds,34115,5.36,People,15/07/2021
McDonalds,33403,10.99,People,15/07/2021
McDonalds,32494,7.88,People,22/07/2021
McDonalds,29143,11.19,People,29/07/2021
McDonalds,437,3.69,People,30/07/2021
McDonalds 1565,29472,5.67,People,27/07/2021
McDonalds 1574,35762,4.89,People,08/07/2021
McDonalds 1574,33112,6.43,People,21/07/2021
McDonalds 1620 / Warwi,36266,6.89,People,14/07/2021
McDonalds 1620 / Warwi,28785,18.77,People,16/07/2021
McDonalds 1620 / Warwi,33144,9.01,People,21/07/2021
McDonalds 1620 / Warwi,33148,5.83,People,21/07/2021
McDonalds 521,33453,5.97,People,06/07/2021
McDonalds 521,33449,12.25,People,06/07/2021
McDonalds 521,32704,6.28,People,13/07/2021
McDonalds 521,25081,7.77,People,26/07/2021
McDonalds 521,29211,5.83,People,29/07/2021
Mdc Exports Ltd,160,202.00,Fire and Rescue,21/07/2021
Medisave,20110,49.98,Communities,21/07/2021
Mes Systems Ltd,14555,95.00,Communities,28/07/2021
Metcalf Timber And Bui,8718,250.00,Communities,16/07/2021
Metcalf Timber And Bui,8722,171.40,Communities,16/07/2021
Mike B?s Security Lock,29583,-7.00,People,22/07/2021
Montague Storage,3038,75.00,Resources,16/07/2021
Morris Burden Mica Har,33777,8.74,Communities,08/07/2021
Mpb,19402,42.46,Communities,07/07/2021
Museums Asctn,29319,100.00,Communities,14/07/2021
My Gcse Science,626,49.90,Communities,21/07/2021
New Look Internet,2715,-72.45,Communities,03/07/2021
North Warwickshire Bor,10860,58.33,Communities,15/07/2021
Nuneaton & Bedworth Bc,24109,328.00,People,15/07/2021
Nuneaton & Bedworth Bc,22287,23.00,People,22/07/2021
Nuneaton Carpet Centre,4959,291.67,People,06/07/2021
Nuneaton Furniture Flo,2597,375.00,People,19/07/2021
Nuneaton Furniture Flo,2601,375.00,People,19/07/2021
O2 UK Mbb,23990,20.83,Communities,02/07/2021
Odeon Cinemas,4726,27.00,People,31/07/2021
Optimal Workshop,34218,144.64,Resources,17/07/2021
Paintstore Limited,22918,10.35,Communities,13/07/2021
Parcel2go.Com Ltd,22389,6.49,Communities,08/07/2021
Parcel2go.Com Ltd,20130,26.50,Communities,13/07/2021
Parcel2go.Com Ltd,22706,6.70,Communities,14/07/2021
Pasthorizon,8741,195.00,Communities,21/07/2021
Pay Weekly Carpets And,15107,250.00,Resources,28/07/2021
Paypal *als,8685,63.75,Communities,09/07/2021
Paypal *barclays Onbuy,9386,27.49,People,20/07/2021
Paypal *bigduglimit,6068,1145.00,Communities,26/07/2021
Paypal *cadinternat,38590,55.00,Communities,22/07/2021
Paypal *chemassist,6862,149.00,Communities,02/07/2021
Paypal *givingfnduk,4550,50.00,Communities,25/07/2021
Paypal *jcwarwick,3950,123.20,People,19/07/2021
Paypal *jcwarwick,6426,123.20,People,19/07/2021
Paypal *midfrdforum Mi,5784,65.00,Communities,15/07/2021
Paypal *midfrdforum Mi,5414,65.00,Communities,16/07/2021
Paypal *pugin Soc,7815,175.00,Communities,16/07/2021
Paypal *ukesupps Onbuy,3529,8.75,Communities,02/07/2021
Perdix Wildlife,274,11.90,Communities,22/07/2021
Pgl Travel Limited,26640,535.20,People,23/07/2021
Photo Me International,29482,6.00,People,12/07/2021
Planters Garden Centre,9158,24.99,Communities,31/07/2021
Planters Garden Centre,9158,76.17,Communities,31/07/2021
Plumbsave,15018,55.54,Resources,20/07/2021
Post Office Counter,6813,3.20,People,02/07/2021
Post Office Counter,8129,11.15,Communities,07/07/2021
Post Office Counter,8535,7.65,Communities,08/07/2021
Post Office Counter,5976,16.00,People,12/07/2021
Post Office Counter,5979,85.00,People,12/07/2021
Post Office Counter,8029,0.96,People,13/07/2021
Post Office Counter,2234,3.23,Communities,14/07/2021
Post Office Counter,9109,6.57,Communities,15/07/2021
Post Office Counter,5441,9.20,People,19/07/2021
Post Office Counter,4704,2.69,Communities,23/07/2021
Post Office Counter,4518,3.23,People,25/07/2021
Post Office Counter,1621,3.52,People,28/07/2021
Poundland Ltd 1251,21124,11.20,People,26/07/2021
Powertool World,16992,123.29,People,27/07/2021
Ppoint_*atwal News Ltd,19893,1.19,People,06/07/2021
Premier Farnell,2635,12.22,Fire and Rescue,08/07/2021
Premier Farnell,5748,132.45,People,15/07/2021
Premier Inn 44033690,2874,82.86,Fire and Rescue,09/07/2021
Premier Inn 44033690,14332,-80.95,Fire and Rescue,15/07/2021
Premier Inn 44033690,14335,-7.62,Fire and Rescue,15/07/2021
Premier Inn 44536635,13332,254.96,Fire and Rescue,27/07/2021
Premier Inn 44536635,13335,254.96,Fire and Rescue,27/07/2021
Premier Inn44014350,4727,168.54,Fire and Rescue,03/07/2021
Premier Inn44014350,15684,-23.99,Fire and Rescue,06/07/2021
Premier Inn44014350,16779,-71.97,Fire and Rescue,07/07/2021
Premier Inn44016155,12141,33.33,People,26/07/2021
Premier Inn44521695,14381,-8.56,People,04/07/2021
Premier Inn44521695,14384,-8.56,People,04/07/2021
Premier Inn44521815,14619,73.33,People,08/07/2021
Prestige Bouncy Ca,10275,665.83,People,28/07/2021
Prezzee/Gbfd6f8bc7,3071,10.00,People,21/07/2021
Primark - Coventry,92,10.50,People,14/07/2021
Puregym Limited,10423,30.99,People,01/07/2021
Puregym Limited,1693,191.88,People,23/07/2021
Rajapack.Co.Uk,24712,222.00,Communities,29/07/2021
Reach Publishing Servi,16257,61.88,Resources,28/07/2021
Reach Publishing Servi,16261,30.94,Resources,28/07/2021
Robert Dyas Holdng Ltd,19896,9.57,Resources,05/07/2021
Robert Dyas Holdng Ltd,18485,16.66,Communities,16/07/2021
Robins And Day Parts W,6419,109.49,Communities,13/07/2021
Royal Mail,9849,333.50,Communities,13/07/2021
Royal Mail,9750,112.00,Communities,16/07/2021
Royal Mail,9754,302.00,Communities,16/07/2021
Royal Mail Fees,14962,321.00,Communities,29/07/2021
Royal Mail Group,19754,101.97,People,08/07/2021
Royal Mail Group Ltd,12987,3.68,People,07/07/2021
Royal Mail Group Ltd,10485,5.67,People,08/07/2021
Royal Mail Group Ltd,7961,3.95,Communities,27/07/2021
Rs Components,7698,50.37,Resources,12/07/2021
Sainsburys Nuneato,26761,29.00,People,29/07/2021
Sainsburys S/mkt,31149,3.15,People,01/07/2021
Sainsburys S/mkt,29395,3.60,People,15/07/2021
Sainsburys S/mkt,29375,3.05,People,15/07/2021
Sainsburys S/mkt,25006,3.20,People,20/07/2021
Sainsburys S/mkt,22372,3.75,People,29/07/2021
Sainsburys S/mkt,23813,40.00,People,29/07/2021
Sainsburys S/mkts,5343,16.14,Communities,30/07/2021
Sainsburys S/mkts,10249,1.50,Communities,31/07/2021
Saunders Club,16827,30.00,Fire and Rescue,14/07/2021
Sccs,27161,145.00,Communities,13/07/2021
Schoolhire* B594861,15408,-16.75,People,19/07/2021
Screwfix Dir Ltd,27191,70.82,People,29/07/2021
Screwfix Direct,36208,30.82,Communities,01/07/2021
Screwfix Direct,27126,27.49,Communities,02/07/2021
Screwfix Direct,22197,24.99,People,09/07/2021
Screwfix Direct,22197,22.49,People,09/07/2021
Screwfix Direct,22357,49.99,Communities,09/07/2021
Screwfix Direct,29188,20.00,Communities,13/07/2021
Screwfix Direct,35126,24.98,Fire and Rescue,15/07/2021
Screwfix Direct,28337,18.32,People,27/07/2021
Seaton Hire Ltd,19642,60.50,Communities,29/07/2021
Seaton Hire Ltd,8529,24.96,Communities,30/07/2021
Seton,8056,33.99,People,16/07/2021
Seton,6245,31.68,Communities,26/07/2021
Signs Express Coventry,23119,86.50,Communities,05/07/2021
Silver Line Wheels & T,18542,25.00,Communities,27/07/2021
Smythstoys.Com,16266,37.49,People,20/07/2021
Snap Inc Snap Snap Ads,7976,5.21,Resources,01/07/2021
Snap Inc Snap Snap Ads,581,4.86,Resources,02/07/2021
Snap Inc Snap Snap Ads,395,4.94,Resources,03/07/2021
Snap Inc Snap Snap Ads,2856,5.72,Resources,04/07/2021
Snap Inc Snap Snap Ads,4084,4.70,Resources,05/07/2021
Snap Inc Snap Snap Ads,3149,3.77,Resources,06/07/2021
Snap Inc Snap Snap Ads,12,20.81,Resources,15/07/2021
Snap Inc Snap Snap Ads,5964,29.60,Resources,16/07/2021
Snap Inc Snap Snap Ads,2502,30.26,Resources,17/07/2021
Snap Inc Snap Snap Ads,1927,32.30,Resources,18/07/2021
Snap Inc Snap Snap Ads,31,30.24,Resources,19/07/2021
Snap Inc Snap Snap Ads,7647,26.64,Resources,20/07/2021
Snap Inc Snap Snap Ads,3275,26.08,Resources,21/07/2021
Snap Inc Snap Snap Ads,5028,4.08,Resources,22/07/2021
Solihull Station T/o,6379,6.60,People,24/07/2021
Sp * Anker Uk,4981,133.32,Communities,21/07/2021
Sp * Dandys Topsoil,2958,337.22,Communities,25/07/2021
Sp * Dhammatekuk,1395,249.17,People,26/07/2021
Sp * Direct 4 Baby,562,24.99,People,09/07/2021
Sp * Down Syndrome Edu,1014,200.00,People,19/07/2021
Sp * Dustarrest,5521,2975.00,People,23/07/2021
Sp * Dustarrest,234,4500.00,People,26/07/2021
Sp * R3 Sar Gear,1070,65.53,Fire and Rescue,22/07/2021
Sportsdirect.Com,1543,62.98,People,01/07/2021
Sportsdirect.Com,2053,32.48,People,15/07/2021
Sq *a Bit Of A Do Ltd,18788,120.00,Communities,12/07/2021
Sq *a Bit Of A Do Ltd,18792,72.00,Communities,12/07/2021
Sq *forrest,25555,6.00,People,22/07/2021
Sq *sapphire,21835,37.50,People,13/07/2021
Sq *strive To Succeed,19572,120.00,People,29/07/2021
Sq *strive To Succeed,19576,120.00,People,29/07/2021
Sq *strive To Succeed,19580,120.00,People,29/07/2021
Sq *viabl Ltd T/A Able,30213,127.00,People,09/07/2021
St John Ambulance,26012,230.00,Communities,02/07/2021
St John Ambulance,31570,230.00,Communities,13/07/2021
Staffordshire County C,14003,85.30,Communities,20/07/2021
Stagecoach Service,11642,66.80,People,02/07/2021
Stagecoach Service,12794,52.80,People,02/07/2021
Stagecoach Service,12798,23.50,People,02/07/2021
Stagecoach Service,14026,23.50,People,09/07/2021
Stagecoach Service,14030,52.80,People,09/07/2021
Stagecoach Service,10742,55.67,People,16/07/2021
Stagecoach Service,12690,46.50,People,16/07/2021
Stagecoach Service,10319,93.00,People,27/07/2021
Stagecoach Service,10323,66.80,People,27/07/2021
Starbucks,17907,7.10,People,20/07/2021
Starbucks,15028,7.58,People,29/07/2021
Starbucks Budbrooke,35152,8.00,People,07/07/2021
Starbucks Budbrooke,36248,8.35,People,08/07/2021
Starbucks Budbrooke,3243,7.60,People,22/07/2021
Stitch-Tech Limited,10382,91.45,People,30/07/2021
Stratrode S Stn,36511,1.99,People,15/07/2021
Subway,13649,7.80,People,26/07/2021
Subway 61955 Bermuda P,15818,4.97,Communities,02/07/2021
Summerfield Books,1507,44.68,Communities,30/07/2021
Sumup *neils Car,21501,29.17,People,21/07/2021
Sumup *the Cake & Chee,21903,31.00,Communities,06/07/2021
Sumup *the Cake & Chee,21915,38.00,Communities,06/07/2021
Sumup *the Cake & Chee,21919,38.00,Communities,06/07/2021
Sumup *unicorn Screen,25153,166.50,Communities,01/07/2021
Tahims Ltd,4849,345.13,Resources,01/07/2021
Teamviewer Gmbh,31274,331.67,Resources,12/07/2021
Tesco Gift Card,14302,16.67,People,14/07/2021
Tesco Gift Card,13904,30.00,People,15/07/2021
Tesco Gift Card,8712,-30.00,People,15/07/2021
Tesco Gift Card,10786,35.00,People,19/07/2021
Tesco Gift Card,8801,35.00,People,26/07/2021
Tesco Gift Card,10502,20.00,People,30/07/2021
Tesco Pay At Pump 4003,19122,8.33,Communities,01/07/2021
Tesco Pay At Pump 4003,19122,8.33,Communities,01/07/2021
Tesco Store 2813,11257,4.50,People,19/07/2021
Tesco Store 3370,15209,35.00,Communities,14/07/2021
Tesco Stores 2328,9140,16.66,People,16/07/2021
Tesco Stores 2328,10464,24.50,People,29/07/2021
Tesco-Stores 6473,7930,2.14,People,02/07/2021
The Arboricultural Ass,10296,155.95,Communities,29/07/2021
The Garden Shed Cafe,23797,7.40,People,05/07/2021
The Garden Shed Cafe,28985,6.60,People,21/07/2021
The Makaton Charit,20157,145.83,People,19/07/2021
Theory Test Pro,5455,9.00,Fire and Rescue,23/07/2021
Thetrainline.Com,5015,17.34,People,02/07/2021
Thetrainline.Com,3948,-261.80,People,05/07/2021
Thetrainline.Com,14329,71.95,People,06/07/2021
Thetrainline.Com,147,-67.00,People,07/07/2021
Thetrainline.Com,467,11.59,People,12/07/2021
Thetrainline.Com,6968,120.67,People,12/07/2021
Thetrainline.Com,3251,11.59,People,19/07/2021
Thetrainline.Com,3673,8.54,People,20/07/2021
Thetrainline.Com,13458,-4.60,People,21/07/2021
Thetrainline.Com,13501,11.59,People,21/07/2021
Thetrainline.Com,5081,12.81,People,23/07/2021
Thetrainline.Com,6843,7.93,People,23/07/2021
Thetrainline.Com,660,38.75,People,27/07/2021
Thetrainline.Com,667,50.14,People,27/07/2021
Thetrainline.Com,2337,18.92,People,28/07/2021
Thetrainline.Com,486,62.24,People,28/07/2021
Timpson Ltd,21979,14.17,Communities,06/07/2021
Timpson Ltd,19793,1.62,People,16/07/2021
Timpson Ltd,19917,11.67,Fire and Rescue,20/07/2021
Tk Maxx,13792,3.32,People,26/07/2021
Toolstation Ltd,28043,129.98,Communities,14/07/2021
Toolstation Ltd,25122,9.64,Communities,21/07/2021
Toolstation Uk,17727,54.15,Fire and Rescue,02/07/2021
Toolstation Uk,20082,67.45,Communities,13/07/2021
Trainline,7155,57.07,People,02/07/2021
Trainline,7135,11.59,People,02/07/2021
Trainline,7088,11.59,People,05/07/2021
Trainline,9079,11.59,People,07/07/2021
Trainline,6416,74.29,People,12/07/2021
Trainline,12187,11.59,People,14/07/2021
Trainline,8932,20.34,People,15/07/2021
Trainline,7385,12.81,People,16/07/2021
Trainline,8471,72.84,People,21/07/2021
Trainline,8483,14.70,People,21/07/2021
Trainline,5964,11.59,People,26/07/2021
Trainline,8508,11.59,People,28/07/2021
Trainline.Com,6363,8.54,People,05/07/2021
Trainline.Com,7815,79.79,People,06/07/2021
Trainline.Com,8479,7.93,People,13/07/2021
Trainline.Com,8483,8.54,People,13/07/2021
Trainline.Com,7175,-4.60,People,14/07/2021
Trainline.Com,8312,95.75,People,21/07/2021
Trainline.Com,6785,8.54,People,27/07/2021
Trainline.Com,7083,11.27,People,29/07/2021
Trainline.Com,7059,12.20,People,29/07/2021
Travelodge Gb0000,26496,463.76,People,12/07/2021
Travelodge Gb0000,26496,8.11,People,12/07/2021
Travelodge Gb0000,23165,35.20,People,22/07/2021
Travelodge Gb0000,18035,228.44,People,30/07/2021
Tudor Environmental,15484,71.48,Communities,07/07/2021
Tudor Environmental,12908,896.89,Communities,19/07/2021
Tuffshop.Co.Uk,23133,46.65,People,27/07/2021
Tvlicensing.Co.Uk,5136,159.00,People,09/07/2021
Tvlicensing.Co.Uk,8323,159.00,Communities,19/07/2021
Tvlicensing.Co.Uk,7657,159.00,Fire and Rescue,20/07/2021
Uber *trip,16129,6.00,People,16/07/2021
Uber *trip Help.Uber.C,13063,74.88,People,02/07/2021
Ukata,3565,257.25,Resources,26/07/2021
Vehicle Lining Service,8144,108.00,Fire and Rescue,29/07/2021
Verivide Ltd,12665,60.00,Fire and Rescue,21/07/2021
Viking Uk,22326,287.94,Communities,04/07/2021
Viking Uk,22370,124.27,Communities,05/07/2021
Viking Uk,16040,7.08,Communities,26/07/2021
Viking Uk,19085,23.87,Communities,29/07/2021
Virtualinout.Com,12487,13.81,Communities,12/07/2021
Volvo Warwick Sales,12608,236.77,Communities,28/07/2021
W M Briers & Son (Tamw,7641,207.00,Communities,26/07/2021
W M Morrison Store,29446,14.70,People,22/07/2021
Waitrose 474,19638,10.67,Communities,23/07/2021
Waldos,11123,7.58,Communities,30/07/2021
Warwick District Counc,11096,491.22,People,01/07/2021
Warwick District Counc,8332,200.00,People,05/07/2021
Warwick District Counc,9586,290.45,People,06/07/2021
Warwick District Counc,14120,324.52,Communities,08/07/2021
Warwick District Counc,10782,353.42,People,12/07/2021
Warwick District Counc,8706,451.50,People,12/07/2021
Warwick District Counc,5117,75.64,People,23/07/2021
Web Wiz Ltd,35860,35.94,Communities,15/07/2021
Wenman Healthcare Ltd,3021,39.91,Communities,26/07/2021
West Midland Card,31488,4.00,People,09/07/2021
Wh Smith,16708,125.00,Fire and Rescue,02/07/2021
White Animal Feeds,5981,136.90,Communities,01/07/2021
Wickes Nuneaton,27311,13.33,People,07/07/2021
Wiggle Limited,4004,49.37,Fire and Rescue,29/07/2021
Wildcare Ltd,15009,71.87,Communities,20/07/2021
Wilko Retail Limited,17018,12.08,Fire and Rescue,15/07/2021
Wilko Retail Limited,15753,6.67,People,21/07/2021
Wilko.Com,13290,130.00,People,22/07/2021
Wilko.Com,11927,47.50,People,28/07/2021
Wm Morrisons Store,29627,6.00,People,22/07/2021
Wm Morrisons Store,29631,4.68,People,22/07/2021
Worcestershire Cou,24711,104.00,Communities,01/07/2021
Wp-Warwickshire Co,14690,11.00,People,01/07/2021
Wp-Warwickshire Co,14694,11.00,People,01/07/2021
Wp-Warwickshire Co,13064,11.00,People,08/07/2021
Wp-Warwickshire Co,11030,11.00,People,12/07/2021
Wp-Warwickshire Co,11034,11.00,People,12/07/2021
Wp-Warwickshire Co,13661,11.00,People,15/07/2021
Wp-Warwickshire Co,13665,11.00,People,15/07/2021
Wp-Warwickshire Co,12397,11.00,People,16/07/2021
Wp-Warwickshire Co,12732,11.00,Resources,20/07/2021
Wp-Warwickshire Co,12736,11.00,Resources,20/07/2021
Wp-Warwickshire Co,12734,11.00,Resources,22/07/2021
Wp-Warwickshire Co,12726,11.00,People,22/07/2021
Wp-Warwickshire Co,12730,11.00,People,22/07/2021
Wp-Warwickshire Co,12277,22.00,Resources,23/07/2021
Wp-Warwickshire Co,13807,11.00,People,30/07/2021
Wp-Warwickshire Co,13735,22.00,Resources,30/07/2021
Wp-Warwickshire Co,13536,11.00,Resources,30/07/2021
Www.Aat-Org.Uk,15300,167.00,Resources,20/07/2021
Www.Aat-Org.Uk,15303,167.00,Resources,20/07/2021
Www.Asos.Com,28593,62.33,Communities,13/07/2021
Www.Barrettsteel.Com,25111,388.56,Communities,14/07/2021
Www.Britishgas.Co.,6126,81.73,People,30/07/2021
Www.Britishgas.Co.,6186,14.34,People,30/07/2021
Www.Cardfactory.Co.Uk,13194,19.26,People,06/07/2021
Www.Cipfa.Org.Uk,8562,110.00,Resources,30/07/2021
Www.Cips.Org,25482,206.00,Resources,13/07/2021
Www.Cips.Org,25486,206.00,Resources,13/07/2021
Www.Connevans.Com,6780,570.00,Communities,30/07/2021
Www.Costco.Co.Uk,6801,191.66,Communities,28/07/2021
Www.Coventry.Gov.Uk,23037,134.00,People,05/07/2021
Www.Coventry.Gov.Uk,27630,281.40,People,07/07/2021
Www.Coventry.Gov.Uk,28605,11.00,People,08/07/2021
Www.Coventry.Gov.Uk,25421,150.63,People,13/07/2021
Www.Coventry.Gov.Uk,25427,287.68,People,13/07/2021
Www.Coventry.Gov.Uk,25994,90.00,People,14/07/2021
Www.Coventry.Gov.Uk,25498,11.00,Resources,15/07/2021
Www.Coventry.Gov.Uk,25501,11.00,Resources,15/07/2021
Www.Coventry.Gov.Uk,20717,938.00,People,19/07/2021
Www.Coventry.Gov.Uk,24574,1217.89,People,21/07/2021
Www.Coventry.Gov.Uk,23684,11.00,Resources,22/07/2021
Www.Coventry.Gov.Uk,20645,11.00,People,28/07/2021
Www.Coventryhome.Co.Uk,10988,375.00,People,01/07/2021
Www.Coventryhome.Co.Uk,7226,525.00,People,12/07/2021
Www.Discountdisplays.C,14992,302.95,Communities,05/07/2021
Www.Fta.Co.Uk,14994,154.50,Communities,21/07/2021
Www.Goape.Co.Uk,5005,440.00,People,27/07/2021
Www.Gompels.Co.Uk,14668,67.76,Resources,22/07/2021
Www.Gov.Uk,26141,1.50,Resources,05/07/2021
Www.Gov.Uk,33995,1.50,Resources,14/07/2021
Www.Gov.Uk,27344,1.50,Resources,15/07/2021
Www.Gov.Uk,24906,1.50,Resources,26/07/2021
Www.Gov.Uk,24458,1.50,Resources,28/07/2021
Www.Hyva.Co.Uk,25116,537.03,Communities,20/07/2021
Www.Johnlewis.Com,28124,52.49,People,20/07/2021
Www.Mad4tools.Com,12285,21.48,People,27/07/2021
Www.Nuneatonandbedwort,12105,306.00,People,01/07/2021
Www.Nuneatonandbedwort,12109,339.00,People,01/07/2021
Www.Nuneatonandbedwort,11935,749.34,People,07/07/2021
Www.Nuneatonandbedwort,8462,424.79,People,16/07/2021
Www.Nuneatonandbedwort,8466,400.00,People,16/07/2021
Www.Online4baby.Com,10645,312.67,People,09/07/2021
Www.Online4baby.Com,10346,107.46,People,23/07/2021
Www.Peymans.Uk,18902,870.00,People,01/07/2021
Www.Peymans.Uk,15338,375.00,People,09/07/2021
Www.Peymans.Uk,13820,500.00,People,12/07/2021
Www.Peymans.Uk,17189,945.00,People,15/07/2021
Www.Peymans.Uk,15936,1850.00,People,21/07/2021
Www.Physioroom.Com,9923,62.98,People,07/07/2021
Www.Preservationequipm,26758,13.45,Communities,08/07/2021
Www.Primrose.Co.Uk,13008,406.64,People,28/07/2021
Www.Qualsafe.Com,13263,299.80,Fire and Rescue,26/07/2021
Www.Redcandy.Co.Uk,264,60.79,People,09/07/2021
Www.Shop4group.Co.Uk,17275,43.49,Communities,06/07/2021
Www.Squab.Co.Uk,14682,51.60,People,13/07/2021
Www.Squab.Co.Uk,12126,-5.96,People,27/07/2021
Www.Studio.Co.Uk,26259,22.48,People,09/07/2021
Www.Thebeautyacademy.O,11440,125.00,People,20/07/2021
Www.Theglowcompany.Co.,15577,17.48,People,07/07/2021
Www.Thelawsociety.Org,10718,39.00,Resources,16/07/2021
Www.Thelawsociety.Org,10275,39.00,Resources,27/07/2021
Www.Thorne.Co.Uk,25612,150.00,Communities,28/07/2021
Www.Tts-Groups.Co.Uk,13574,71.90,Communities,27/07/2021
Www.Tudorenvironmental,14242,328.33,Communities,06/07/2021
Www.Unistorelondon.Co.,9090,45.74,Fire and Rescue,26/07/2021
Www.Wolverhampton.Gov.,16030,155.65,People,07/07/2021
Wwwreinforcedbedscouk,21963,-1374.17,People,22/07/2021
Yell Limited,23632,391.75,Communities,21/07/2021
Zoom.Us 888-799-9666,12572,359.70,Communities,03/07/2021
,1822105577,1.54,Resources,01/07/2021
,1862105429,0.43,Communities,05/07/2021
,1882113299,0.40,Resources,07/07/2021
,1932107081,0.38,Communities,12/07/2021
,2002106240,3.98,Resources,19/07/2021
,2102106057,0.24,Resources,29/07/2021
,2102105090,2.37,Resources,29/07/2021
,2112105077,1.97,Resources,30/07/2021
