Transaction Number,Supplier,Net Amount,Directorate,Date
20875,Diamond Logistics Limi,£16.83,Communities,14/03/2022
18040,Disclosure And Barring,£23.00,Resources,31/03/2022
26997,Displaysense Ltd,£83.50,Communities,02/03/2022
15386,Dlvr.It,£15.15,Resources,06/03/2022
25190,Dobbies,£9.69,People,15/03/2022
31009,Domino S Pizza,£27.98,People,18/03/2022
42559,Domino S Pizza,£44.98,People,22/03/2022
4388,Dough & Brew,£70.00,Communities,03/03/2022
177,Dough & Brew,£56.00,Communities,31/03/2022
23888,Dunelm,-£130.00,People,03/03/2022
23932,Dunelm,£108.33,People,03/03/2022
27160,Dunelm,£40.79,Communities,23/03/2022
26837,Dunelm,£40.79,Communities,28/03/2022
25870,Dunelm,£36.62,Resources,30/03/2022
28782,Dunelm (Soft Furnishin,£4.17,People,16/03/2022
28786,Dunelm (Soft Furnishin,£28.54,People,16/03/2022
33889,Duotool Direct Ltd,£48.17,Communities,17/03/2022
24252,Dvla Driver Online,£28.33,People,11/03/2022
34772,Dvla Driver Online,£34.00,People,16/03/2022
32389,Dvla Driver Online,£34.00,People,23/03/2022
32385,Dvla Driving License,£34.00,People,23/03/2022
35103,Dvla Vehicle Tax,£32.50,Communities,10/03/2022
32140,Dvla Vehicle Tax,£167.50,Communities,10/03/2022
32176,Dvla Vehicle Tax,£167.50,Communities,10/03/2022
32092,Dvla Vehicle Tax,£277.50,Communities,10/03/2022
32096,Dvla Vehicle Tax,£277.50,Communities,10/03/2022
32184,Dvla Vehicle Tax,£277.50,Communities,10/03/2022
32192,Dvla Vehicle Tax,£277.50,Communities,10/03/2022
32216,Dvla Vehicle Tax,£277.50,Communities,10/03/2022
35091,Dvla Vehicle Tax,£277.50,Communities,10/03/2022
32248,Dvla Vehicle Tax,£282.50,Communities,10/03/2022
32292,Dvla Vehicle Tax,£282.50,Communities,10/03/2022
35087,Dvla Vehicle Tax,£282.50,Communities,10/03/2022
35107,Dvla Vehicle Tax,£282.50,Communities,10/03/2022
35115,Dvla Vehicle Tax,£282.50,Communities,10/03/2022
35127,Dvla Vehicle Tax,£282.50,Communities,10/03/2022
24244,Dvla Vehicle Tax,£277.50,Communities,11/03/2022
34732,Dvla Vehicle Tax,£167.50,Communities,16/03/2022
34744,Dvla Vehicle Tax,£167.50,Communities,16/03/2022
34784,Dvla Vehicle Tax,£167.50,Communities,16/03/2022
34748,Dvla Vehicle Tax,£172.50,Communities,16/03/2022
34752,Dvla Vehicle Tax,£277.50,Communities,16/03/2022
34796,Dvla Vehicle Tax,£277.50,Communities,16/03/2022
34856,Dvla Vehicle Tax,£277.50,Communities,16/03/2022
34760,Dvla Vehicle Tax,£282.50,Communities,16/03/2022
34780,Dvla Vehicle Tax,£282.50,Communities,16/03/2022
34788,Dvla Vehicle Tax,£282.50,Communities,16/03/2022
23829,Dvla Vehicle Tax,£277.50,Communities,21/03/2022
23845,Dvla Vehicle Tax,£277.50,Communities,21/03/2022
33054,Dvla Vehicle Tax,£32.50,Communities,31/03/2022
33154,Dvla Vehicle Tax,£277.50,Communities,31/03/2022
33182,Dvla Vehicle Tax,£277.50,Communities,31/03/2022
38647,Dvsa,£155.00,Fire and Rescue,16/03/2022
44974,Easyjet 000k3854zp,£57.98,People,22/03/2022
50381,Eb *2022 C20 West Midl,£15.00,Communities,29/03/2022
53042,Eb *meaningful Lgbt In,-£120.00,People,15/03/2022
37910,Eb *nfcc Members Sprin,£345.00,Fire and Rescue,18/03/2022
41937,Eb *nfcc-Fia Extreme W,£396.00,Fire and Rescue,04/03/2022
10218,Ebay Commerce UK Ltd,£50.99,Communities,01/03/2022
4607,Ebay Commerce UK Ltd,£9.96,Communities,04/03/2022
3142,Ebay O*18-08436-37342,£69.99,People,28/03/2022
8273,Ebay O*23-08360-85514,£213.95,Communities,10/03/2022
3979,Ebay O*24-08408-74764,£19.83,Resources,18/03/2022
19842,Efes Bistro,£1.25,People,25/03/2022
2405,Elnor Guest House,£48.89,People,08/03/2022
2405,Elnor Guest House,£48.89,People,08/03/2022
17384,Endrick Trading Ltd,£380.97,Communities,23/03/2022
23451,Engelbert Strauss Ltd,£99.00,Communities,21/03/2022
25221,Engelbert Strauss Ltd,£7.20,Communities,30/03/2022
12696,Enterprise Rent,£43.75,People,21/03/2022
24258,Enterprise Rent A Car,-£40.44,People,03/03/2022
14207,Enterprise Rent A Car,£40.44,People,03/03/2022
13177,Enterprise Rent A Car,-£12.00,People,14/03/2022
13174,Enterprise Rent A Car,£12.00,People,14/03/2022
13171,Enterprise Rent A Car,£30.22,People,14/03/2022
13180,Enterprise Rent A Car,£49.34,People,14/03/2022
14834,Enterprise Rent A Car,£0.43,People,15/03/2022
14831,Enterprise Rent A Car,£30.22,People,15/03/2022
14837,Enterprise Rent A Car,£40.44,People,15/03/2022
15007,Enterprise Rent A Car,£19.67,People,16/03/2022
14004,Enterprise Rent A Car,£20.22,People,16/03/2022
14007,Enterprise Rent A Car,£20.22,People,16/03/2022
14039,Enterprise Rent A Car,£54.84,People,17/03/2022
4340,Enterprise Rent A Car,£18.92,People,18/03/2022
21662,Enterprise Rent A Car,£22.42,People,18/03/2022
14448,Enterprise Rent A Car,£50.44,People,22/03/2022
15199,Enterprise Rent A Car,£24.68,People,23/03/2022
26854,Enviroment Agency,£780.50,Communities,01/03/2022
51579,Etsy,£36.21,Communities,02/03/2022
9394,Eventdecorgroup.Co.Uk,£69.12,Resources,04/03/2022
25381,Express & Star,£50.00,Communities,18/03/2022
10681,Facebk *e8l3ycbep2,£450.00,Resources,12/03/2022
12876,Facebk *f8dpnc3ep2,£450.00,Resources,27/03/2022
51385,Facebk *mpfksc7ep2,£333.51,Resources,01/03/2022
42226,Facebk *ru3l4etep2,£450.00,Resources,07/03/2022
43803,Facebk *s9dusefep2,£84.75,Resources,31/03/2022
17231,Farmhouse,£39.10,People,10/03/2022
19469,Farnell,£48.92,Communities,02/03/2022
29767,Fast Key Services Limi,£1.13,Communities,30/03/2022
29767,Fast Key Services Limi,£7.66,Communities,30/03/2022
8716,Finerfilters Limited,£249.96,Communities,30/03/2022
23079,Firefighter Protection,£390.48,Fire and Rescue,04/03/2022
21900,Firstaid4less.Co.Uk,£44.65,People,17/03/2022
6300,Fischer Panda UK Ltd,£715.70,Communities,30/03/2022
5909,Flglobaltra,£199.98,Fire and Rescue,21/03/2022
55640,Flickr Pro Monthly,£6.99,Resources,08/03/2022
45431,Floors 4 Less,£416.67,Resources,08/03/2022
3580,Footasylum Order,£82.47,People,14/03/2022
25884,Footasylum Order,-£3.99,People,15/03/2022
60310,"Formstack, Llc",£79.63,Resources,01/03/2022
55664,"Formstack, Llc",£81.09,Resources,29/03/2022
12124,Franklins Sandwich,£86.25,Fire and Rescue,08/03/2022
10298,Franklins Sandwich,£250.00,Fire and Rescue,17/03/2022
50087,Freepik & Flaticon,£75.76,Resources,09/03/2022
50242,Freepik & Flaticon,£75.92,Resources,10/03/2022
41549,Freepik & Flaticon,-£75.23,Resources,11/03/2022
25635,Furniture Instore,£599.99,People,07/03/2022
29166,G E M Integrated S,£9.72,Communities,15/03/2022
8471,Galleon Supplies Ltd,£84.00,Communities,04/03/2022
8728,Galleon Supplies Ltd,£110.00,Communities,14/03/2022
9794,Galleon Supplies Ltd,£73.00,Communities,24/03/2022
8899,Galleon Supplies Ltd,£55.50,Communities,29/03/2022
18467,Gen Register Office,£38.00,People,07/03/2022
19411,Gen Register Office,£11.00,People,08/03/2022
15549,Gen Register Office,-£7.50,People,15/03/2022
19458,Gen Register Office,£14.00,People,15/03/2022
17370,Gen Register Office,£14.00,People,16/03/2022
15270,Gen Register Office,£11.00,Resources,17/03/2022
15266,Gen Register Office,£11.00,Resources,21/03/2022
15270,Gen Register Office,£11.00,Resources,21/03/2022
15258,Gen Register Office,£22.00,Resources,21/03/2022
18168,Gen Register Office,£11.00,Resources,22/03/2022
19477,Gen Register Office,£25.00,People,23/03/2022
17161,Gen Register Office,£14.00,People,30/03/2022
50139,Geouniversity,£109.70,Resources,08/03/2022
10547,Giffgaff,£29.17,People,14/03/2022
22044,Gloucestershire.Gov.Uk,£11.00,People,08/03/2022
22047,Gloucestershire.Gov.Uk,£11.00,People,08/03/2022
5093,Goodtobee,£393.75,Communities,03/03/2022
51577,Google Ads2789853021,£500.00,Resources,09/03/2022
53460,Google Ads2789853021,£500.00,Resources,23/03/2022
53531,Google Cloud Emea Limi,£80.49,Resources,03/03/2022
9038,Government Events,£396.00,Resources,02/03/2022
6803,Grazeful.Net,£264.00,Communities,17/03/2022
35861,Grazeful.Net,£65.50,Communities,30/03/2022
26124,Greggs New Market,£4.75,People,25/03/2022
27382,Greggs Plc,£4.00,People,11/03/2022
3209,Hachette UK Distributi,£48.27,People,17/03/2022
26079,Halfords On Line,£17.49,Fire and Rescue,01/03/2022
22976,Halfords On Line,£195.00,People,31/03/2022
34700,Hampton By Hilton,£76.00,People,28/03/2022
28230,Hartshill Local Store,£2.60,Communities,16/03/2022
44493,Haunchwood Sstn,£4.54,People,03/03/2022
29295,Highstreetvouchers,£20.00,People,07/03/2022
2171,Hilltop Garden Centre,£6.66,Fire and Rescue,21/03/2022
2869,Hilltop Garden Centre,£12.50,Fire and Rescue,29/03/2022
49610,Hilton Hotels,£224.00,Fire and Rescue,16/03/2022
19116,Hm Passport Office,£49.00,Resources,01/03/2022
19120,Hm Passport Office,£49.00,Resources,01/03/2022
19124,Hm Passport Office,£49.00,Resources,01/03/2022
18477,Hm Passport Office,£75.50,Resources,03/03/2022
14584,Hm Passport Office,£54.00,People,04/03/2022
11633,Hm Passport Office,£254.00,People,04/03/2022
11637,Hm Passport Office,£254.00,People,04/03/2022
18846,Hm Passport Office,£75.50,People,10/03/2022
15020,Hm Passport Office,£54.00,People,18/03/2022
11641,Hm Passport Office,£127.00,People,18/03/2022
18173,Hm Passport Office,£49.00,Resources,24/03/2022
19031,Hm Passport Office,£75.50,People,24/03/2022
13558,Hm Passport Office,£75.50,People,25/03/2022
16212,Hm Passport Office,£49.00,People,31/03/2022
14311,Hm Passport Office,£122.00,People,31/03/2022
32982,Hmcts Birminghamconf11,£81.00,People,30/03/2022
22491,Hobbycraft,£88.60,People,01/03/2022
8302,Hobbycraft,£175.00,Communities,07/03/2022
38659,Hollywood Bowl,£32.36,People,16/03/2022
7043,Home Bargains,£9.10,Fire and Rescue,12/03/2022
7264,Home Bargains Venture,£53.27,Communities,26/03/2022
7268,Home Bargains Venture,£53.27,Communities,26/03/2022
31657,Homebase.Co.Uk,£55.00,People,02/03/2022
35427,Horizon Iceland Hinckl,£1.00,People,15/03/2022
5819,Hotel At Booking.Com,£285.00,People,04/03/2022
11644,Hotel At Booking.Com,£37.29,People,22/03/2022
11641,Hotel At Booking.Com,£72.31,People,22/03/2022
51347,Hotel On Booking.Com,£80.00,People,08/03/2022
29552,Https://Butcombe.Com/T,£75.75,People,16/03/2022
23803,Hyndburn Borough Counc,£189.30,People,22/03/2022
25101,Iceland,£17.87,People,22/03/2022
38464,Iet Publication,£74.25,Resources,25/03/2022
38469,Iet Publication,£222.75,Resources,25/03/2022
8111,Ikea Ltd Shop Online,£262.50,People,09/03/2022
17719,Ikea Ltd Shop Online,£75.00,People,15/03/2022
6446,Ikea Ltd Shop Online,£182.00,People,17/03/2022
13479,Ima Trading Ltd,£101.15,Communities,01/03/2022
9587,Inarastays.Co.Uk,£980.00,People,03/03/2022
8593,Inarastays.Co.Uk,£730.00,People,15/03/2022
3198,Inarastays.Co.Uk,£490.00,People,22/03/2022
18786,Inst Of Cert Book-Keep,£125.00,Resources,01/03/2022
34526,Internet Photo Service,£6.55,People,03/03/2022
23700,Iss Mediclean Ltd,£1.33,People,15/03/2022
25368,Iss Mediclean Ltd,£2.36,People,23/03/2022
11281,Iz *saints Cafe,£3.91,People,23/03/2022
11128,Iz *skyblue Mobile,£66.67,Communities,31/03/2022
12261,Iz *the Old Barn C,£235.00,Communities,29/03/2022
12204,Iz *the Old Barn C,£384.00,Communities,29/03/2022
12261,Iz *the Old Barn C,"£1,125.33",Communities,29/03/2022
11222,Iz *the Old Barn C,£272.00,Fire and Rescue,31/03/2022
33434,J & F Export Svs,£108.50,Communities,08/03/2022
37580,Jacksons Of Old Arley,£38.09,Fire and Rescue,29/03/2022
38819,Jacksonsart.Com L Draw,£36.50,Communities,08/03/2022
5807,Jax First Aid,£339.00,Fire and Rescue,11/03/2022
24337,Jd Sports Internet,£58.33,People,25/03/2022
22427,John Lyne Home Improve,£9.98,People,18/03/2022
7031,Johnsons Skoda Bir,£95.00,Fire and Rescue,03/03/2022
22885,Js Online Grocery,-£0.60,Communities,25/03/2022
15074,Karcher Uk,£64.11,Communities,09/03/2022
111,Karpet Kingdom,£363.84,Resources,02/03/2022
3343,Karpet Kingdom,£333.33,Resources,25/03/2022
43399,Kata Removals Ltd,£37.50,People,24/03/2022
39053,Kfc,£6.38,People,24/03/2022
28821,Kfc - Hinckley,£13.75,People,28/03/2022
41140,Kfc Nuneaton North Dt,£6.98,People,01/03/2022
24939,Khera Supermarkets,£5.64,People,18/03/2022
11692,Kirwin Maclean Associa,£975.00,Resources,09/03/2022
11688,Kirwin Maclean Associa,"£1,025.00",Resources,09/03/2022
12153,Kirwin Maclean Associa,"£2,320.00",Resources,10/03/2022
21661,Kunis Coffee,£4.85,People,23/03/2022
20365,L & S Engineers Ltd,-£10.85,Communities,01/03/2022
20353,L & S Engineers Ltd,£39.63,Communities,01/03/2022
15736,L & S Engineers Ltd,£13.80,Communities,02/03/2022
15517,L & S Engineers Ltd,£32.74,Communities,11/03/2022
48882,Lego System A/S,£137.47,Resources,17/03/2022
47991,Lego System A/S,£333.25,Resources,17/03/2022
16685,Leic City Council,£12.00,People,10/03/2022
16494,Leic City Council,-£11.00,People,21/03/2022
23683,Lidl Gb Leamington,£73.10,People,08/03/2022
28593,Lidl Gb Nuneaton,£14.58,People,01/03/2022
26328,Lidl Gb Nuneaton,£13.20,People,29/03/2022
26690,Lidl Gb Nuneaton,£9.18,People,30/03/2022
53316,Linkedin-737*6071283,£36.33,Resources,01/03/2022
41773,Linkedin-741*5752183,£58.71,Resources,11/03/2022
51973,Linkedin-742*8040283,£94.76,Resources,15/03/2022
10932,Linkedin-746*6185953,£35.91,Resources,26/03/2022
51084,Linkedin-747*4653033,£84.02,Resources,29/03/2022
46449,Linkedin-748*1588443,£77.75,Resources,31/03/2022
16184,Linkedin-764*9258444,£96.53,Resources,13/03/2022
15800,London Borough Of Harr,£357.37,People,21/03/2022
40236,Loughborough,£18.06,People,14/03/2022
45492,Lyreco UK Limited,£40.00,Communities,24/03/2022
34223,Lyreco UK Ltd,"£4,095.00",Communities,31/03/2022
29954,M6 Toll,£5.92,People,04/03/2022
29958,M6 Toll,£5.92,People,04/03/2022
29970,M6 Toll,£7.10,People,04/03/2022
28715,M6 Toll,£5.92,Communities,11/03/2022
32586,M6 Toll,£5.92,Communities,15/03/2022
35413,M6 Toll,£5.92,Communities,16/03/2022
31283,M6 Toll,£5.92,Communities,29/03/2022
53514,Mailchimp,£650.66,Resources,17/03/2022
38018,Makro Self Service Lei,£61.76,People,07/03/2022
43163,Manchester Cc Inte,£11.00,Resources,30/03/2022
23548,Marks&spencer Plc,£2.35,People,08/03/2022
22452,Marks&spencer Plc,£35.00,People,17/03/2022
35814,Marshall Fleet,£272.27,Communities,22/03/2022
17957,Mary Ann Evans Hospice,£137.50,People,15/03/2022
23116,Mattressman Ltd,£950.00,Communities,07/03/2022
26158,Mattressman Ltd,£40.00,Communities,08/03/2022
28050,Max Spielmann Ltd,£8.00,People,22/03/2022
39521,McDonalds,£6.18,People,07/03/2022
47691,McDonalds,£11.27,People,08/03/2022
47874,McDonalds,£4.86,People,09/03/2022
47870,McDonalds,£10.65,People,09/03/2022
47494,McDonalds,£3.28,People,10/03/2022
41972,McDonalds,£3.89,People,14/03/2022
44503,McDonalds,£11.25,People,17/03/2022
34184,McDonalds,£7.91,People,18/03/2022
48230,McDonalds,£1.89,People,22/03/2022
48234,McDonalds,£4.88,People,22/03/2022
48426,McDonalds,£5.00,People,22/03/2022
49557,McDonalds,£4.51,People,23/03/2022
47189,McDonalds,£4.39,People,24/03/2022
47245,McDonalds,£9.78,People,24/03/2022
34150,McDonalds,£6.06,People,25/03/2022
49054,McDonalds,£2.29,People,30/03/2022
49710,McDonalds 1565,£5.09,People,23/03/2022
39581,McDonalds 1574,£4.89,People,07/03/2022
48088,McDonalds 1574,£9.68,People,09/03/2022
38832,McDonalds 178,£7.58,People,04/03/2022
49266,McDonalds 521,£6.69,People,16/03/2022
48714,McDonalds 521,£12.28,People,30/03/2022
11673,McDonalds 521,£2.80,People,31/03/2022
47944,McDonalds 8156 / Warwi,£1.06,People,01/03/2022
47944,McDonalds 8156 / Warwi,£1.19,People,01/03/2022
47193,McDonalds 8156 / Warwi,£2.68,People,02/03/2022
47185,McDonalds 8156 / Warwi,£7.33,People,02/03/2022
49430,McDonalds 8156 / Warwi,£3.45,People,16/03/2022
40064,McDonalds 8156 / Warwi,£2.10,People,21/03/2022
47341,McDonalds 8156 / Warwi,£2.20,People,24/03/2022
15140,Metcalf Timber And Bui,£130.00,Communities,11/03/2022
15413,Metcalf Timber And Bui,£25.23,Communities,16/03/2022
18048,Metcalf Timber And Bui,£60.93,Communities,23/03/2022
15937,Metcalf Timber And Bui,£230.40,Communities,29/03/2022
16131,Midpac,£17.50,People,18/03/2022
30126,Milk And More,£3.92,Communities,15/03/2022
30797,Milk And More (Recur,£2.94,Communities,03/03/2022
30829,Milk And More (Recur,£8.82,Communities,03/03/2022
32230,Milk And More (Recur,£1.96,Communities,17/03/2022
27194,Milk And More (Recur,£8.82,Communities,17/03/2022
33975,Milk And More (Recur,£2.94,Communities,24/03/2022
33614,Milk And More (Recur,£8.82,Communities,24/03/2022
37826,Milk And More (Recur,£2.94,Communities,31/03/2022
37790,Milk And More (Recur,£8.82,Communities,31/03/2022
22483,Mortons Media Group Lt,£160.00,Communities,22/03/2022
6221,Moss Bros,£16.62,People,17/03/2022
6859,Msft * E0400hx5ua,£28.50,Resources,21/03/2022
31839,Museums Asctn,£40.00,Communities,30/03/2022
2814,National Express Limit,£12.42,Communities,18/03/2022
38939,Nbbmatting.Co.Uk,£335.00,Communities,16/03/2022
38879,Nbbmatting.Co.Uk,£402.00,Communities,16/03/2022
38975,Nbbmatting.Co.Uk,£402.00,Communities,16/03/2022
31719,Nbbmatting.Co.Uk,"£1,060.00",Communities,29/03/2022
9831,Ncf Furnishings Limite,£199.00,People,29/03/2022
9835,Ncf Furnishings Limite,£438.00,People,29/03/2022
21539,Ncp Manchester Chorlto,£20.12,People,04/03/2022
9464,Ncp Manchester G-Mex (,£12.04,Communities,13/03/2022
10642,Ncs Trust,£10.00,People,28/03/2022
1427,Neves Bees,£280.06,Communities,04/03/2022
2394,Newitts.Com,£62.42,People,21/03/2022
12830,Nextdaycatering.Co.Uk,£98.85,Communities,22/03/2022
15410,Nhsbsa Ppc Online Pmt,£30.25,People,02/03/2022
17253,Nisa Local,£5.93,People,14/03/2022
5254,Nncdop,£10.00,Communities,10/03/2022
5260,Nncdop,£10.00,Communities,10/03/2022
5257,Nncdop,£60.00,Communities,10/03/2022
14975,North Warwickshire Bor,£56.35,People,21/03/2022
16142,North Warwickshire Bor,£90.63,People,21/03/2022
33850,Nuneaton & Bedworth Bc,£391.74,People,04/03/2022
40391,Nuneaton & Bedworth Bc,"£1,051.07",People,08/03/2022
39847,Nuneaton Bowl,£49.35,People,04/03/2022
12847,Nuneaton Signs Ltd,£204.00,Communities,01/03/2022
1839,Nuneaton Vehicles Rent,£58.33,People,09/03/2022
16776,Nuneaton&bedworth Bc,£129.52,People,29/03/2022
17904,Odeon Cinemas,£15.11,Resources,21/03/2022
25965,Odeon Upt,£28.33,People,16/03/2022
20899,One4all,£50.00,People,17/03/2022
141,Onedirect Uk,£46.72,People,28/03/2022
8117,Ontopup.Com,£23.78,People,12/03/2022
60090,Optimal Workshop,£152.81,Resources,17/03/2022
7205,Palmer Sons,£192.00,People,21/03/2022
37823,Parcel2go.Com Ltd,-£6.95,Communities,02/03/2022
21894,Parcel2go.Com Ltd,£11.64,Resources,24/03/2022
37063,Parcel2go.Com Ltd,-£11.64,Resources,30/03/2022
22246,Pass Portable Applian,£303.00,Communities,02/03/2022
9712,Paypal *als,£61.30,Communities,16/03/2022
6671,Paypal *amseduc,£24.50,People,11/03/2022
11952,Paypal *badairy,£10.00,Communities,02/03/2022
49745,Paypal *bedifolgmbh,£6.16,Communities,01/03/2022
2797,Paypal *emageenncee,£25.00,Communities,01/03/2022
494,Paypal *justinhanco,£93.00,People,24/03/2022
13511,Paypal *leamangling,£40.00,People,01/03/2022
52230,Paypal *li Qin,£28.78,Communities,31/03/2022
7269,Paypal *penheaven,£93.33,People,11/03/2022
4141,Paypal *tacpac,£55.00,People,15/03/2022
5792,Paypal *tacpac,£55.00,People,15/03/2022
42195,Pdsa Solihull,£2.97,Resources,31/03/2022
354,People Express Tax,£60.00,People,03/03/2022
22282,Phonak,"£2,351.89",People,02/03/2022
22273,Phonak,"£5,461.01",People,02/03/2022
23570,Phs Group,£188.00,Fire and Rescue,10/03/2022
12374,Plantool Hire Centres,£814.40,Communities,04/03/2022
24565,Plum Tree Farm,£10.44,People,09/03/2022
6755,Post Office Counter,£2.25,People,04/03/2022
11621,Post Office Counter,£9.02,People,09/03/2022
10479,Post Office Counter,£0.85,People,10/03/2022
8843,Post Office Counter,£6.85,People,17/03/2022
10844,Post Office Counter,£20.10,Communities,29/03/2022
9364,Post Office Counter,£6.85,People,30/03/2022
7382,Poundland,£9.20,People,05/03/2022
37130,Poundland Ltd 1282,£3.33,Communities,31/03/2022
30925,Poundland Ltd 1553,£10.17,People,03/03/2022
4584,Poundstretcher 369,£8.32,People,12/03/2022
21742,Poundstretcher 369,£6.24,People,16/03/2022
10021,Pp*familylinks,£116.40,People,16/03/2022
23189,Premier Inn 44531705,-£113.32,Communities,22/03/2022
23192,Premier Inn 44531705,-£113.32,Communities,22/03/2022
20352,Premier Inn 44534335,£73.78,People,28/03/2022
21534,Premier Inn40012815,£58.33,People,22/03/2022
22275,Premier Inn44029490,£115.00,People,08/03/2022
20578,Premier Inn44511275,£93.33,People,09/03/2022
20578,Premier Inn44511275,£93.33,People,09/03/2022
21953,Premier Inn44531610,£79.52,Fire and Rescue,08/03/2022
21452,Premier Inn44531610,£74.22,Fire and Rescue,23/03/2022
21455,Premier Inn44531610,£222.67,Fire and Rescue,23/03/2022
18577,Premier Inn44531970,£63.50,People,03/03/2022
7215,Premier Inn44531970,£58.67,People,04/03/2022
21810,Premier Inn44531970,£58.50,People,07/03/2022
21947,Premier Inn44531970,£71.56,People,08/03/2022
20743,Premier Inn44531970,£117.78,People,09/03/2022
6674,Premier Inn44537355,£129.78,People,18/03/2022
6677,Premier Inn44537355,£154.67,People,18/03/2022
22980,Prezzee/Gb7d9eea65,£10.00,People,04/03/2022
5545,Primark - Coventry,£32.50,People,17/03/2022
43808,Profitrip Gmbh,£70.00,Communities,31/03/2022
22288,Protrainings,£250.00,Fire and Rescue,02/03/2022
34534,Pts,£130.35,People,11/03/2022
22,Puregym Limited,£49.99,People,04/03/2022
2009,Puregym Limited,£164.99,People,14/03/2022
6376,Puregym Limited,£78.32,People,18/03/2022
25669,Pwm Sales Limited,"£2,226.00",Communities,28/03/2022
11849,Quasartronics Ltd,£180.00,Communities,10/03/2022
25519,Reach Publishing Servi,-£33.15,Resources,16/03/2022
35123,Redworth Hall,£190.40,People,15/03/2022
43932,Ripencccom,£570.07,Resources,29/03/2022
18750,Royal Mail Group Ltd,£3.35,Communities,09/03/2022
15645,Royal Mail Group Ltd,£44.35,Communities,24/03/2022
14888,Royal Mail Group Ltd,£7.55,Communities,30/03/2022
25322,Royal Mail Online Shop,£376.00,Resources,01/03/2022
16678,Rugby Bareboards Trust,£85.00,People,22/03/2022
12589,Rugby Bc Internet,£486.22,People,02/03/2022
18305,Rugby Bc Touchtone,£156.78,People,15/03/2022
975,Rugby Register Office,£11.00,People,28/03/2022
978,Rugby Register Office,£11.00,People,28/03/2022
2161,Sai Global,£477.15,Fire and Rescue,11/03/2022
2171,Sai Global,£477.15,Fire and Rescue,11/03/2022
34812,Sainsburys - Smkts,£44.17,Communities,28/03/2022
42801,Sainsburys Nuneato,£10.25,People,01/03/2022
46378,Sainsburys Nuneato,£31.95,People,09/03/2022
36683,Sainsburys Nuneato,£3.40,People,11/03/2022
36425,Sainsburys Nuneato,£23.30,People,21/03/2022
44947,Sainsburys S/mkt,£2.85,People,29/03/2022
44959,Sainsburys S/mkt,£4.50,People,29/03/2022
46390,Sainsburys S/mkt,£56.34,People,30/03/2022
42775,Sainsburys S/mkts,£14.10,Communities,02/03/2022
41016,Sainsburys S/mkts,£2.50,Communities,03/03/2022
8818,Sainsburys S/mkts,£24.25,Communities,06/03/2022
42347,Sainsburys S/mkts,£20.38,People,08/03/2022
4741,Sainsburys S/mkts,£12.00,Communities,12/03/2022
42642,Sainsburys S/Mkts,£3.33,People,15/03/2022
42622,Sainsburys S/mkts,£56.23,People,15/03/2022
45570,Sainsburys S/Mkts,£10.25,People,16/03/2022
41254,Sainsburys S/mkts,£7.50,People,17/03/2022
10239,Sainsburys S/mkts,£19.00,Communities,20/03/2022
30903,Sainsburys S/mkts,£10.20,People,25/03/2022
28189,Sainsburys Smkts,£95.00,Communities,03/03/2022
29576,Sainsburys.Co.Uk,£32.25,People,24/03/2022
23097,Sainsburys.Co.Uk,£44.60,Communities,25/03/2022
49714,Saketos,£7.82,Communities,01/03/2022
20891,Scan Computers Int Ltd,£80.40,Communities,15/03/2022
18359,Scan Computers Int Ltd,£16.43,Communities,21/03/2022
32609,Scarman,£229.17,Communities,01/03/2022
8035,Schoolhire* B866934,£402.00,People,11/03/2022
27254,Screwfix Dir Ltd,£9.15,People,11/03/2022
37201,Screwfix Dir Ltd,£18.73,People,22/03/2022
31633,Screwfix Direct,£124.99,Communities,01/03/2022
31669,Screwfix Direct,£283.32,Communities,01/03/2022
29259,Screwfix Direct,£422.02,Communities,02/03/2022
17792,Secure A Field,£285.72,Communities,11/03/2022
17789,Secure A Field,£308.60,Communities,11/03/2022
33951,Selecta U.K. Limited,£2.00,People,04/03/2022
9066,Seton,£55.94,Communities,21/03/2022
48039,Severn Trent Water,£155.34,Resources,01/03/2022
15687,Short Stays,£491.56,People,07/03/2022
17280,Short Stays,£491.56,People,22/03/2022
17284,Short Stays,£491.56,People,22/03/2022
18417,Short Stays,£491.56,People,29/03/2022
21214,Silentnight Group,£31.25,Resources,17/03/2022
43528,Simply Local Bedworth,£3.79,People,09/03/2022
48754,Simply Local Bedworth,£2.99,People,23/03/2022
7511,Smyths Toys Coventry,£13.30,People,13/03/2022
24638,Smythstoys.Com,£109.98,People,01/03/2022
24728,Smythstoys.Com,£20.82,People,24/03/2022
15018,Snap Inc Snap Snap Ads,£13.84,Resources,01/03/2022
9924,Snap Inc Snap Snap Ads,£13.85,Resources,02/03/2022
2158,Snap Inc Snap Snap Ads,£13.82,Resources,03/03/2022
1841,Snap Inc Snap Snap Ads,£15.95,Resources,04/03/2022
2293,Snap Inc Snap Snap Ads,£16.61,Resources,05/03/2022
2813,Snap Inc Snap Snap Ads,£18.54,Resources,06/03/2022
8295,Snap Inc Snap Snap Ads,£16.60,Resources,07/03/2022
7021,Snap Inc Snap Snap Ads,£12.18,Resources,08/03/2022
4969,Snap Inc Snap Snap Ads,£7.74,Resources,09/03/2022
435,Snap Inc Snap Snap Ads,£8.55,Resources,10/03/2022
1680,Snap Inc Snap Snap Ads,£16.03,Resources,11/03/2022
2215,Snap Inc Snap Snap Ads,£23.71,Resources,12/03/2022
