Trans No,Supplier,Amount,Directorate,Pay Date
9491,Wp-Warwickshire Co,£9.17,Resources,04/10/2021
14588,Wp-Warwickshire Co,£11.00,Resources,05/10/2021
14605,Wp-Warwickshire Co,£11.00,People,06/10/2021
14601,Wp-Warwickshire Co,£11.00,People,06/10/2021
14609,Wp-Warwickshire Co,£11.00,People,06/10/2021
13961,Wp-Warwickshire Co,£11.00,People,13/10/2021
13965,Wp-Warwickshire Co,£22.00,People,13/10/2021
13945,Wp-Warwickshire Co,£11.00,Resources,14/10/2021
10531,Wp-Warwickshire Co,£11.00,Resources,18/10/2021
14477,Wp-Warwickshire Co,£11.00,Resources,20/10/2021
13193,Wp-Warwickshire Co,£11.00,People,21/10/2021
12703,Wp-Warwickshire Co,£22.00,People,21/10/2021
10298,Wp-Warwickshire Co,£11.00,Resources,22/10/2021
10479,Wp-Warwickshire Co,£11.00,Resources,26/10/2021
10483,Wp-Warwickshire Co,£11.00,Resources,26/10/2021
10487,Wp-Warwickshire Co,£11.00,Resources,26/10/2021
11727,Wp-Warwickshire Co,£11.00,People,27/10/2021
38959,Www Anyvan Com,£160.00,People,04/10/2021
35177,Www Anyvan Com,£71.67,People,28/10/2021
16020,Www.Aat-Org.Uk,£142.00,Resources,04/10/2021
16683,Www.Aat-Org.Uk,£179.00,Resources,07/10/2021
17165,Www.Aat-Org.Uk,£105.00,Resources,15/10/2021
17168,Www.Aat-Org.Uk,£167.00,Resources,15/10/2021
35004,Www.Actia.Co.Uk,£240.00,Communities,20/10/2021
19753,Www.Aleretoxicology.Co,£140.00,People,13/10/2021
901,Www.Anyvan.Com,£359.88,People,04/10/2021
33864,Www.Cambridgeasses,£57.90,People,08/10/2021
18762,Www.Cgpbooks.Co.Uk,£9.65,Communities,12/10/2021
34059,Www.Cimaglobal.Com,£123.00,Resources,14/10/2021
32241,Www.Cipfa.Org.Uk,£220.00,Resources,21/10/2021
31368,Www.Cips.Org,£187.00,Communities,28/10/2021
31301,Www.Coventry.Gov.Uk,£11.00,Resources,04/10/2021
30785,Www.Coventry.Gov.Uk,£433.22,People,05/10/2021
28157,Www.Coventry.Gov.Uk,£11.00,People,18/10/2021
34890,Www.Coventry.Gov.Uk,£11.00,People,21/10/2021
34896,Www.Coventry.Gov.Uk,-£11.00,People,21/10/2021
23399,Www.Coventry.Gov.Uk,£11.00,Resources,25/10/2021
23402,Www.Coventry.Gov.Uk,£11.00,Resources,25/10/2021
23415,Www.Coventry.Gov.Uk,£77.03,People,26/10/2021
23337,Www.Coventry.Gov.Uk,£11.00,Resources,26/10/2021
23340,Www.Coventry.Gov.Uk,£11.00,Resources,26/10/2021
27625,Www.Coventry.Gov.Uk,£11.00,Resources,27/10/2021
27628,Www.Coventry.Gov.Uk,£11.00,Resources,27/10/2021
14978,Www.Cscs.Uk.Com,£30.00,Communities,28/10/2021
8898,Www.Escapereality.Com,£120.00,People,25/10/2021
19513,Www.Eventexfurniture.C,£84.00,Communities,11/10/2021
17825,Www.Fashionwallpaper.C,£3.33,Resources,19/10/2021
13275,Www.Fenlandleisure.Co.,£26.33,Communities,25/10/2021
35730,Www.Gov.Uk,£1.50,Resources,04/10/2021
24833,Www.Gov.Uk,£1.50,Resources,11/10/2021
36941,Www.Gov.Uk,£1.50,Resources,12/10/2021
37009,Www.Gov.Uk,£1.50,Resources,12/10/2021
34976,Www.Gov.Uk,£1.50,Resources,20/10/2021
35012,Www.Gov.Uk,£1.50,Resources,20/10/2021
20977,Www.Hall-Fast.Com,£97.70,Communities,12/10/2021
20457,Www.Ico.Org.Uk,£60.00,Resources,28/10/2021
31233,Www.Instantprint.C,£33.33,Communities,07/10/2021
34873,Www.Instantprint.C,£36.66,Communities,13/10/2021
22526,Www.Keycraftuk.Com,£299.99,Communities,29/10/2021
16881,Www.Mitaxis.Com,£55.00,People,15/10/2021
16884,Www.Mitaxis.Com,£360.00,People,15/10/2021
16887,Www.Mitaxis.Com,£333.33,People,15/10/2021
16890,Www.Mitaxis.Com,£381.67,People,15/10/2021
2182,Www.Moneyclaim.Gov,£205.00,Resources,01/10/2021
2190,Www.Moneyclaim.Gov,£50.00,Resources,01/10/2021
24849,Www.Moneyclaim.Gov,£80.00,Resources,11/10/2021
24853,Www.Moneyclaim.Gov,£70.00,Resources,11/10/2021
24865,Www.Moneyclaim.Gov,£80.00,Resources,11/10/2021
24869,Www.Moneyclaim.Gov,£70.00,Resources,11/10/2021
24877,Www.Moneyclaim.Gov,£762.07,Resources,11/10/2021
24889,Www.Moneyclaim.Gov,£558.87,Resources,11/10/2021
33594,Www.Moneyclaim.Gov,£205.00,Resources,18/10/2021
29158,Www.Moneyclaim.Gov,£80.00,Resources,21/10/2021
31501,Www.Moneyclaim.Gov,£83.00,Resources,22/10/2021
32129,Www.Moneyclaim.Gov,£70.00,Resources,27/10/2021
31792,Www.Moneyclaim.Gov,£50.00,Resources,28/10/2021
34485,Www.Nisbets.Com,£60.35,Communities,13/10/2021
26258,Www.Nisbets.Com,£9.57,Communities,27/10/2021
9073,Www.Nuneatonandbedwort,£845.00,People,18/10/2021
11821,Www.Nuneatonandbedwort,£84.56,People,22/10/2021
11775,Www.Nuneatonandbedwort,£102.00,People,29/10/2021
15796,Www.Qbicheating.Co.Uk,£115.80,Communities,08/10/2021
16750,Www.Qualsafe.Com,£420.00,Fire and Rescue,04/10/2021
19695,Www.Reddrivingschool.C,£320.89,People,20/10/2021
15806,Www.Registry-Trust.Org,£8.33,Resources,22/10/2021
1490,Www.Risedm* Diamond Bu,£680.00,Communities,25/10/2021
22848,Www.Russum.Co.Uk,£191.40,People,13/10/2021
32778,Www.Schoolshopsale,£27.84,Resources,12/10/2021
27701,Www.Studio.Co.Uk,£299.42,People,19/10/2021
34972,Www.Studio.Co.Uk,-£91.64,People,20/10/2021
35000,Www.Studio.Co.Uk,£283.62,People,20/10/2021
23788,Www.Studio.Co.Uk,£299.98,People,21/10/2021
13169,Www.Thelawsociety.Org,£156.00,Resources,15/10/2021
42891,Www.Therange.Co.Uk,£98.32,People,05/10/2021
37090,Www.Therange.Co.Uk,£20.71,Communities,11/10/2021
42970,Www.Therange.Co.Uk,£21.54,Communities,13/10/2021
16153,Www.Tudorenvironmental,£341.42,Communities,07/10/2021
16156,Www.Tudorenvironmental,£192.56,Communities,07/10/2021
19756,Www.Tudorenvironmental,£159.47,Communities,13/10/2021
12807,Www.Tudorenvironmental,£78.82,Communities,29/10/2021
4982,Www.Uksafetyfootwear.C,£79.95,Communities,03/10/2021
21732,Www.Ukvendingltd.Co.Uk,£40.04,Communities,20/10/2021
31238,Www.Utilita.Co.Uk,£20.00,People,06/10/2021
18825,Www.Voucherexpress.Co.,£10.00,Resources,12/10/2021
30655,Yell Limited,£391.75,Communities,14/10/2021
9916,Yell Limited,£391.75,Communities,22/10/2021
2792105429,,£0.42,Communities,06/10/2021
2802105391,,£0.41,Resources,07/10/2021
2842108311,,£0.20,Communities,11/10/2021
2852105579,,£0.68,Communities,12/10/2021
2912114104,,£4.00,Resources,18/10/2021
3012106336,,£0.30,Resources,28/10/2021
3012106346,,£0.12,Resources,28/10/2021
3012104451,,£5.34,Communities,28/10/2021
3022105145,,£0.24,Resources,29/10/2021
