Trans No,Supplier,Amount,Directorate,Pay Date
6941,123 Reg Ltd,£1.00,Resources,15/10/2021
12840,123 Reg Ltd,£23.98,Resources,25/10/2021
12843,123 Reg Ltd,£15.99,Resources,25/10/2021
22550,2maa027606356 Td E-Pmt,£75.00,People,11/10/2021
45745,Ab* Abebooks.Uk J277hr,£20.00,Communities,19/10/2021
49408,Ab* Abebooks.Uk J2ykvr,£15.93,Communities,20/10/2021
35869,Ab* Abebooks.Uk Jxbbze,£58.95,Communities,01/10/2021
45824,Ab* Abebooks.Uk Jxhp47,£9.20,Communities,05/10/2021
45988,Ab* Abebooks.Uk Jxsj9q,£6.19,Communities,12/10/2021
43200,Acraarn20211026121042,£10.84,Resources,27/10/2021
10198,Adobe Dw Creative Cld,£12.64,Resources,31/10/2021
15219,Agora Publications,£48.39,Communities,16/10/2021
15219,Agora Publications,£24.20,Communities,16/10/2021
15219,Agora Publications,£24.19,Communities,16/10/2021
4107,Airbnb * Hmpmbf4aqy,"£2,986.13",People,01/10/2021
867,Airbnb * Hmscyra8hq,£605.00,People,25/10/2021
42899,Aldi 13 772,£7.41,People,12/10/2021
43307,Aldi 13 772,£1.33,Resources,20/10/2021
43307,Aldi 13 772,£1.61,Resources,20/10/2021
30222,Aldi 17 772,£14.92,People,25/10/2021
34173,Aldi 17 772,£26.40,People,27/10/2021
38139,Aldi 40 772,£33.98,People,18/10/2021
33777,Aldi 61 772,£23.06,People,28/10/2021
32477,Aldi 89 772,£4.23,People,26/10/2021
32481,Aldi 89 772,£7.95,People,26/10/2021
32481,Aldi 89 772,£7.12,People,26/10/2021
6641,All Sofas,£401.40,People,26/10/2021
26033,Allpay *citizen Housin,£403.00,People,06/10/2021
7853,Alt Twrs Food Bev,£7.00,People,13/10/2021
8186,Alton Towers,£808.50,People,06/10/2021
7633,Amalfi Pizza,£22.49,People,27/10/2021
3522,Amazon Prime*bd5w09lp5,£6.66,Communities,11/10/2021
2721,Amazon Prime*fd7yd9j65,£7.99,Communities,08/10/2021
5692,Amazon Prime*hs8pg69l5,£7.99,People,27/10/2021
2486,Amazon Prime*py3l94z15,£7.99,Communities,03/10/2021
2533,Amazon.Co.Uk*057b13jq5,£38.95,Communities,02/10/2021
4079,Amazon.Co.Uk*110tc7815,£15.67,Communities,20/10/2021
38274,Amazon.Co.Uk*142by0bg5,£5.66,Fire and Rescue,01/10/2021
1284,Amazon.Co.Uk*224dz54f5,£27.27,Resources,17/10/2021
43027,Amazon.Co.Uk*2w88g1y44,£4.05,Communities,15/10/2021
336,Amazon.Co.Uk*2z5qr2vj5,£307.50,Communities,13/10/2021
3310,Amazon.Co.Uk*3710w4r55,£11.51,Communities,20/10/2021
17341,Amazon.Co.Uk*3c5521855,£4.08,Communities,11/10/2021
14305,Amazon.Co.Uk*3e7459nm5,£10.80,Resources,07/10/2021
1159,Amazon.Co.Uk*3f2ch41m5,£21.01,People,03/10/2021
13068,Amazon.Co.Uk*4u9ef7n35,£10.48,People,19/10/2021
15896,Amazon.Co.Uk*4v4kn47o5,£10.98,Communities,28/10/2021
16181,Amazon.Co.Uk*5p8zf6es5,£15.99,Communities,12/10/2021
1264,Amazon.Co.Uk*5r3o235i5,£13.32,Communities,30/10/2021
16826,Amazon.Co.Uk*5x63c9215,£85.44,Resources,19/10/2021
2277,Amazon.Co.Uk*615it3uu5,£19.02,Communities,03/10/2021
43417,Amazon.Co.Uk*701h07a05,£30.38,People,15/10/2021
3506,Amazon.Co.Uk*885c017d5,£15.67,Communities,17/10/2021
4051,Amazon.Co.Uk*8c0qc1lj5,£12.99,Communities,15/10/2021
17400,Amazon.Co.Uk*8i55t9dd5,£4.05,Communities,14/10/2021
3005,Amazon.Co.Uk*av2jt0845,£15.78,Resources,20/10/2021
4080,Amazon.Co.Uk*ax3xb3s25,£29.04,Fire and Rescue,05/10/2021
33253,Amazon.Co.Uk*ca1oy2m85,£6.29,Communities,16/10/2021
17055,Amazon.Co.Uk*cf4id6b55,£37.42,Communities,12/10/2021
18215,Amazon.Co.Uk*dr5th3zn5,£5.94,Communities,14/10/2021
7361,Amazon.Co.Uk*dy80j2q65,£29.04,Fire and Rescue,04/10/2021
43536,Amazon.Co.Uk*e52rm0fh5,£41.66,Resources,15/10/2021
22516,Amazon.Co.Uk*e69ej8kv5,£23.94,People,07/10/2021
4400,Amazon.Co.Uk*em0x383q5,£24.99,People,08/10/2021
1550,Amazon.Co.Uk*ev2ai2d95,£16.97,People,06/10/2021
3293,Amazon.Co.Uk*ez0j38hf5,£9.36,Communities,03/10/2021
25531,Amazon.Co.Uk*f19pw8985,£272.79,Communities,13/10/2021
1385,Amazon.Co.Uk*fp68i63t5,£61.78,People,31/10/2021
3838,Amazon.Co.Uk*go8yr0ld5,£26.66,People,07/10/2021
3056,Amazon.Co.Uk*hu7lq4hn5,£36.76,Fire and Rescue,17/10/2021
181,Amazon.Co.Uk*j11qi90a5,£20.97,Communities,21/10/2021
8782,Amazon.Co.Uk*j74le6iq5,£7.60,Communities,19/10/2021
14748,Amazon.Co.Uk*jh2h55gy5,£16.28,Communities,11/10/2021
14748,Amazon.Co.Uk*jh2h55gy5,£4.16,Communities,11/10/2021
11752,Amazon.Co.Uk*ju0i71be5,£13.73,Communities,26/10/2021
420,Amazon.Co.Uk*jw69375m5,£187.47,Communities,21/10/2021
7040,Amazon.Co.Uk*kj0872845,£69.37,Resources,06/10/2021
37158,Amazon.Co.Uk*kl2569k15,£108.68,Resources,12/10/2021
801,Amazon.Co.Uk*l26hp8gz5,£39.38,Resources,07/10/2021
950,Amazon.Co.Uk*lz00i50a5,£11.72,Resources,21/10/2021
1236,Amazon.Co.Uk*m01i821y5,£13.73,Communities,24/10/2021
4424,Amazon.Co.Uk*md2yl8075,£29.04,Fire and Rescue,01/10/2021
138,Amazon.Co.Uk*mu5vg9h95,£15.99,Communities,20/10/2021
19597,Amazon.Co.Uk*nu4yi65l5,£22.42,Communities,13/10/2021
24179,Amazon.Co.Uk*nv3pn4r65,£63.90,People,19/10/2021
2857,Amazon.Co.Uk*o724162u5,£33.33,Communities,30/10/2021
2242,Amazon.Co.Uk*od50o9my5,£7.57,Communities,20/10/2021
2970,Amazon.Co.Uk*pb4qh7jq5,£21.01,People,03/10/2021
18025,Amazon.Co.Uk*pn3wz6mz5,£133.32,Resources,14/10/2021
3486,Amazon.Co.Uk*pt5d41815,£20.88,Communities,21/10/2021
17849,Amazon.Co.Uk*pu1r26lq5,£29.84,People,06/10/2021
4278,Amazon.Co.Uk*qy2fl37i5,£24.99,People,08/10/2021
16929,Amazon.Co.Uk*r05g22nc5,£4.05,Communities,14/10/2021
13112,Amazon.Co.Uk*rc8ji9vw5,£17.31,Fire and Rescue,20/10/2021
7896,Amazon.Co.Uk*rl56p6gj5,£33.33,Communities,25/10/2021
2266,Amazon.Co.Uk*rv9tw9i95,£29.04,Fire and Rescue,14/10/2021
5471,Amazon.Co.Uk*s38x71a95,£24.99,People,17/10/2021
21740,Amazon.Co.Uk*sk3614vb5,£13.82,Communities,07/10/2021
14933,Amazon.Co.Uk*so9ov0ta5,£47.49,People,22/10/2021
12348,Amazon.Co.Uk*t153691d5,£8.80,Fire and Rescue,18/10/2021
4814,Amazon.Co.Uk*t170q6ac5,£10.84,Communities,03/10/2021
1355,Amazon.Co.Uk*tq0tj7l35,£106.80,Resources,18/10/2021
13439,Amazon.Co.Uk*u82t15d55,£5.25,Communities,07/10/2021
24107,Amazon.Co.Uk*uz7ei7x95,£58.32,Communities,06/10/2021
15169,Amazon.Co.Uk*ve9dp4245,£29.04,Fire and Rescue,07/10/2021
5638,Amazon.Co.Uk*w23kn6dc5,£19.98,Communities,14/10/2021
39121,Amazon.Co.Uk*xb36v5hc5,£7.65,Communities,21/10/2021
9644,Amazon.Co.Uk*xd0tv4475,£29.04,Fire and Rescue,13/10/2021
10872,Amazon.Co.Uk*xd0z07jl5,£671.82,Communities,18/10/2021
537,Amazon.Co.Uk*xe9lf4zw5,£23.76,Communities,31/10/2021
10986,Amazon.Co.Uk*xs8m55tk5,£234.96,Resources,18/10/2021
4047,Amazon.Co.Uk*y442q3nb5,£52.98,People,02/10/2021
4774,Amazon.Co.Uk*y985r38k5,£23.68,Communities,09/10/2021
3171,Amazon.Co.Uk*yg0lz9ih5,£21.01,People,03/10/2021
3357,Amazon.Co.Uk*yj7494g25,£24.99,People,08/10/2021
38852,Amazon.Co.Uk*z02bj4cf5,£224.73,Resources,21/10/2021
2621,Amz*amazon.Co.Uk,-£29.04,Fire and Rescue,07/10/2021
9450,Amz*amazon.Co.Uk,-£106.80,Resources,20/10/2021
2554,Amz*amazon.Co.Uk,-£34.85,Fire and Rescue,20/10/2021
2953,Amz*amazon.Co.Uk,-£69.70,Fire and Rescue,20/10/2021
1693,Amz*dependable Trading,-£17.70,Communities,14/10/2021
7957,Amz*green Eu,-£23.24,Resources,01/10/2021
12,Amz*kidzmotion Ltd,-£41.66,Fire and Rescue,08/10/2021
9841,Amzn Digital*an0307925,£7.91,Communities,29/10/2021
38139,Amznmktplace,£20.73,People,01/10/2021
3460,Amznmktplace,£1.32,Communities,01/10/2021
8113,Amznmktplace,£2.73,Communities,01/10/2021
8937,Amznmktplace,£24.99,Resources,01/10/2021
8165,Amznmktplace,£19.98,People,01/10/2021
2517,Amznmktplace,£36.88,Resources,01/10/2021
3899,Amznmktplace,£3.99,Communities,02/10/2021
4218,Amznmktplace,£39.15,Communities,03/10/2021
4297,Amznmktplace,£27.97,Resources,04/10/2021
2675,Amznmktplace,£349.98,People,04/10/2021
12198,Amznmktplace,£223.73,Communities,05/10/2021
4385,Amznmktplace,£99.11,Communities,05/10/2021
3618,Amznmktplace,£12.58,Resources,05/10/2021
477,Amznmktplace,£241.62,People,05/10/2021
1536,Amznmktplace,£17.67,Resources,05/10/2021
3324,Amznmktplace,£20.80,Resources,05/10/2021
7919,Amznmktplace,£51.99,Communities,06/10/2021
4406,Amznmktplace,£20.79,Communities,06/10/2021
2019,Amznmktplace,£9.11,People,06/10/2021
17751,Amznmktplace,£18.18,Fire and Rescue,06/10/2021
15571,Amznmktplace,£18.56,Communities,06/10/2021
6080,Amznmktplace,£39.98,Communities,07/10/2021
7487,Amznmktplace,£4.99,People,07/10/2021
7528,Amznmktplace,£4.58,People,07/10/2021
8382,Amznmktplace,£6.91,People,07/10/2021
8161,Amznmktplace,£55.82,People,07/10/2021
8267,Amznmktplace,£111.65,People,07/10/2021
5936,Amznmktplace,£70.97,Resources,07/10/2021
6227,Amznmktplace,£17.07,Resources,07/10/2021
6998,Amznmktplace,£8.12,Resources,07/10/2021
19665,Amznmktplace,£17.49,Communities,08/10/2021
40052,Amznmktplace,£26.63,Resources,08/10/2021
4302,Amznmktplace,£20.94,People,08/10/2021
5556,Amznmktplace,£16.99,Communities,08/10/2021
2483,Amznmktplace,£17.07,Communities,09/10/2021
357,Amznmktplace,£24.97,Resources,09/10/2021
4108,Amznmktplace,£31.20,Communities,10/10/2021
1387,Amznmktplace,£4.79,Resources,10/10/2021
2217,Amznmktplace,£19.95,Resources,10/10/2021
940,Amznmktplace,£47.40,Resources,10/10/2021
10015,Amznmktplace,£21.66,Resources,11/10/2021
301,Amznmktplace,£11.57,Fire and Rescue,11/10/2021
15411,Amznmktplace,£10.57,Communities,11/10/2021
3973,Amznmktplace,£30.09,Communities,11/10/2021
5133,Amznmktplace,£13.32,People,11/10/2021
7914,Amznmktplace,£54.02,Communities,12/10/2021
3485,Amznmktplace,£117.48,Fire and Rescue,12/10/2021
2913,Amznmktplace,£444.95,Communities,12/10/2021
1603,Amznmktplace,£14.50,Fire and Rescue,12/10/2021
23767,Amznmktplace,£11.66,Resources,12/10/2021
2414,Amznmktplace,£3.05,Communities,12/10/2021
15536,Amznmktplace,£11.38,Communities,12/10/2021
15536,Amznmktplace,£8.99,Communities,12/10/2021
15536,Amznmktplace,£9.15,Communities,12/10/2021
8343,Amznmktplace,£127.49,Communities,13/10/2021
8535,Amznmktplace,£13.33,Communities,13/10/2021
16378,Amznmktplace,£9.67,Communities,13/10/2021
4987,Amznmktplace,£17.70,Communities,13/10/2021
7643,Amznmktplace,£24.98,Resources,13/10/2021
4173,Amznmktplace,£68.00,Communities,13/10/2021
765,Amznmktplace,£10.45,People,13/10/2021
1481,Amznmktplace,£17.75,Communities,14/10/2021
7709,Amznmktplace,£137.50,Communities,14/10/2021
25195,Amznmktplace,£23.71,Communities,14/10/2021
5985,Amznmktplace,£10.42,Communities,15/10/2021
7412,Amznmktplace,£13.50,Resources,15/10/2021
21456,Amznmktplace,£37.49,Communities,15/10/2021
3260,Amznmktplace,£14.00,Communities,15/10/2021
144,Amznmktplace,£86.41,Fire and Rescue,15/10/2021
440,Amznmktplace,£40.72,Communities,16/10/2021
2207,Amznmktplace,£17.48,Fire and Rescue,16/10/2021
7952,Amznmktplace,£16.62,Fire and Rescue,17/10/2021
6620,Amznmktplace,£6.66,Resources,18/10/2021
12393,Amznmktplace,£21.99,Communities,18/10/2021
5751,Amznmktplace,£15.12,Resources,18/10/2021
4183,Amznmktplace,£6.46,Communities,18/10/2021
5731,Amznmktplace,£86.66,Resources,18/10/2021
27137,Amznmktplace,£28.23,People,18/10/2021
6632,Amznmktplace,£6.99,Communities,19/10/2021
1278,Amznmktplace,£7.91,Communities,19/10/2021
1278,Amznmktplace,£4.99,Communities,19/10/2021
4508,Amznmktplace,£29.92,People,19/10/2021
332,Amznmktplace,£4.99,Resources,19/10/2021
1065,Amznmktplace,£9.62,Communities,19/10/2021
15159,Amznmktplace,£17.98,Resources,19/10/2021
36364,Amznmktplace,£9.65,Resources,19/10/2021
605,Amznmktplace,£20.83,People,19/10/2021
652,Amznmktplace,£25.00,People,19/10/2021
5570,Amznmktplace,£25.47,Resources,19/10/2021
2125,Amznmktplace,£58.32,Resources,19/10/2021
10074,Amznmktplace,£33.29,People,20/10/2021
8615,Amznmktplace,£389.62,People,20/10/2021
9185,Amznmktplace,£14.49,Resources,20/10/2021
9185,Amznmktplace,£16.63,Resources,20/10/2021
9185,Amznmktplace,£7.49,Resources,20/10/2021
10005,Amznmktplace,£18.44,Communities,20/10/2021
5355,Amznmktplace,£147.87,Communities,20/10/2021
11752,Amznmktplace,£9.57,Resources,20/10/2021
13027,Amznmktplace,£7.80,Resources,20/10/2021
7994,Amznmktplace,£93.33,Resources,20/10/2021
13398,Amznmktplace,£58.32,Communities,20/10/2021
6438,Amznmktplace,£290.83,Communities,20/10/2021
5428,Amznmktplace,£6.00,Communities,21/10/2021
4545,Amznmktplace,£15.98,Communities,21/10/2021
5200,Amznmktplace,£23.72,Communities,21/10/2021
23559,Amznmktplace,£24.96,People,21/10/2021
4504,Amznmktplace,£3.19,People,21/10/2021
4509,Amznmktplace,£37.49,People,21/10/2021
31742,Amznmktplace,£8.40,Communities,21/10/2021
2103,Amznmktplace,£27.99,Fire and Rescue,21/10/2021
3304,Amznmktplace,£18.03,Fire and Rescue,21/10/2021
6855,Amznmktplace,£15.99,People,21/10/2021
6437,Amznmktplace,£21.07,People,22/10/2021
2837,Amznmktplace,£88.14,Resources,22/10/2021
2506,Amznmktplace,£102.20,Communities,22/10/2021
5511,Amznmktplace,£129.16,Communities,22/10/2021
2518,Amznmktplace,£8.32,Fire and Rescue,22/10/2021
4743,Amznmktplace,£29.15,Communities,23/10/2021
4947,Amznmktplace,£27.57,Communities,23/10/2021
5070,Amznmktplace,£59.97,Fire and Rescue,23/10/2021
5249,Amznmktplace,£21.64,Communities,24/10/2021
3778,Amznmktplace,£32.49,Communities,24/10/2021
1828,Amznmktplace,£9.67,Communities,25/10/2021
2768,Amznmktplace,£12.47,Communities,25/10/2021
93,Amznmktplace,£14.99,Communities,25/10/2021
10726,Amznmktplace,£349.75,Communities,25/10/2021
27420,Amznmktplace,£47.67,Resources,26/10/2021
1021,Amznmktplace,£111.95,Communities,26/10/2021
27344,Amznmktplace,£32.42,Resources,26/10/2021
6113,Amznmktplace,£16.66,Resources,26/10/2021
22505,Amznmktplace,£19.58,Communities,26/10/2021
5047,Amznmktplace,£9.99,Communities,26/10/2021
16026,Amznmktplace,£11.97,Communities,27/10/2021
5565,Amznmktplace,£64.07,Resources,27/10/2021
3195,Amznmktplace,£8.97,People,27/10/2021
4366,Amznmktplace,£57.68,People,27/10/2021
9033,Amznmktplace,£9.16,Communities,28/10/2021
14869,Amznmktplace,£40.93,Resources,28/10/2021
9106,Amznmktplace,£4.16,Resources,28/10/2021
9106,Amznmktplace,£12.99,Resources,28/10/2021
7425,Amznmktplace,£9.92,Resources,28/10/2021
8948,Amznmktplace,£15.31,Communities,28/10/2021
1181,Amznmktplace,£8.78,Communities,28/10/2021
2612,Amznmktplace,£9.62,Communities,28/10/2021
6591,Amznmktplace,£17.49,Communities,29/10/2021
2665,Amznmktplace,£13.99,Communities,29/10/2021
3663,Amznmktplace,£9.95,Communities,30/10/2021
942,Amznmktplace,£5.82,Fire and Rescue,30/10/2021
4786,Amznmktplace,£26.99,Communities,31/10/2021
421,Amznmktplace,£32.95,Communities,31/10/2021
5791,Amznmktplace Amazon.Co,£14.08,People,01/10/2021
8859,Amznmktplace Amazon.Co,£5.86,People,01/10/2021
8883,Amznmktplace Amazon.Co,£41.62,People,01/10/2021
2184,Amznmktplace Amazon.Co,£16.49,People,03/10/2021
3727,Amznmktplace Amazon.Co,£41.37,People,03/10/2021
3759,Amznmktplace Amazon.Co,£112.84,People,03/10/2021
5904,Amznmktplace Amazon.Co,£5.82,Communities,05/10/2021
5705,Amznmktplace Amazon.Co,£10.42,Communities,06/10/2021
6117,Amznmktplace Amazon.Co,£20.82,People,06/10/2021
6129,Amznmktplace Amazon.Co,£15.75,People,06/10/2021
4508,Amznmktplace Amazon.Co,£10.78,Fire and Rescue,06/10/2021
5689,Amznmktplace Amazon.Co,£179.93,Resources,06/10/2021
5991,Amznmktplace Amazon.Co,£18.74,People,07/10/2021
5143,Amznmktplace Amazon.Co,-£41.66,Fire and Rescue,08/10/2021
3515,Amznmktplace Amazon.Co,£13.91,People,08/10/2021
5147,Amznmktplace Amazon.Co,-£3.47,Communities,08/10/2021
8506,Amznmktplace Amazon.Co,£18.15,Communities,12/10/2021
5566,Amznmktplace Amazon.Co,£33.32,People,13/10/2021
10964,Amznmktplace Amazon.Co,£6.65,Communities,14/10/2021
9194,Amznmktplace Amazon.Co,£3.32,Fire and Rescue,15/10/2021
7493,Amznmktplace Amazon.Co,£2.90,Fire and Rescue,18/10/2021
10202,Amznmktplace Amazon.Co,£46.65,People,19/10/2021
10537,Amznmktplace Amazon.Co,£15.82,Communities,19/10/2021
11260,Amznmktplace Amazon.Co,£66.96,People,20/10/2021
6490,Amznmktplace Amazon.Co,£7.88,Communities,20/10/2021
1677,Amznmktplace Amazon.Co,£24.83,Communities,21/10/2021
8897,Amznmktplace Amazon.Co,£13.36,People,22/10/2021
8490,Amznmktplace Amazon.Co,£41.58,Fire and Rescue,22/10/2021
7775,Amznmktplace Amazon.Co,£12.48,Fire and Rescue,25/10/2021
7814,Amznmktplace Amazon.Co,£53.31,Communities,26/10/2021
3954,Amznmktplace Amazon.Co,£35.00,Communities,28/10/2021
3565,Amznmktplace Amazon.Co,£31.96,Communities,28/10/2021
3862,Amznmktplace Amazon.Co,-£17.77,Communities,29/10/2021
2006,Amznmktplace Amazon.Co,£23.32,People,29/10/2021
31667,Anyvan Storage,£171.00,People,25/10/2021
26297,Ao Retail Limited,£215.83,People,04/10/2021
34489,Ao Retail Limited,£182.50,People,13/10/2021
26720,Ao Retail Limited,£218.33,People,21/10/2021
26740,Ao Retail Limited,£149.17,People,21/10/2021
26230,Ao Retail Limited,£309.00,People,27/10/2021
26246,Ao Retail Limited,£447.00,People,27/10/2021
9454,Apple.Com/Bill,£2.07,Resources,30/10/2021
19289,Arc Media (Midlands) L,£120.00,Communities,05/10/2021
38256,Arches Flooring And Be,£827.77,Resources,12/10/2021
9345,Archives And Records,£50.00,Communities,18/10/2021
22976,Arco Limited (Ahpp),£5.60,Communities,25/10/2021
31506,Arco Limited (Sap),£6.35,Communities,01/10/2021
31506,Arco Limited (Sap),£11.28,Communities,01/10/2021
31506,Arco Limited (Sap),£21.17,Communities,01/10/2021
31506,Arco Limited (Sap),£4.71,Communities,01/10/2021
9116,Arco Limited (Sap),£17.28,Communities,03/10/2021
9116,Arco Limited (Sap),£17.35,Communities,03/10/2021
36269,Arco Limited (Sap),£13.49,Fire and Rescue,19/10/2021
31463,Arco Limited (Sap),-£21.17,Communities,20/10/2021
29475,Arco Ltd,£399.67,Fire and Rescue,13/10/2021
25254,Argos Ltd,£286.62,Resources,04/10/2021
25258,Argos Ltd,£333.32,Resources,04/10/2021
25306,Argos Ltd,£270.83,People,04/10/2021
25310,Argos Ltd,£253.29,People,04/10/2021
32563,Argos Ltd,£151.62,Resources,06/10/2021
32473,Argos Ltd,£36.66,People,07/10/2021
31701,Argos Ltd,£12.45,Communities,07/10/2021
7331,Argos Ltd,£219.99,Resources,08/10/2021
7335,Argos Ltd,£93.94,Resources,08/10/2021
7867,Argos Ltd,£21.99,People,08/10/2021
25608,Argos Ltd,£183.32,Resources,11/10/2021
25612,Argos Ltd,£37.45,Resources,11/10/2021
31822,Argos Ltd,£333.32,Resources,12/10/2021
30886,Argos Ltd,£30.00,Resources,12/10/2021
31802,Argos Ltd,£219.99,Resources,12/10/2021
31850,Argos Ltd,£29.95,Communities,12/10/2021
33131,Argos Ltd,-£24.99,People,13/10/2021
33135,Argos Ltd,-£3.29,People,13/10/2021
33037,Argos Ltd,£128.28,People,13/10/2021
33025,Argos Ltd,£123.29,Resources,13/10/2021
3242,Argos Ltd,£241.67,People,14/10/2021
33159,Argos Ltd,£60.00,People,14/10/2021
1683,Argos Ltd,£183.32,Resources,15/10/2021
1687,Argos Ltd,£94.95,Resources,15/10/2021
1707,Argos Ltd,£214.12,Resources,15/10/2021
2168,Argos Ltd,£141.66,People,15/10/2021
33326,Argos Ltd,£117.45,Resources,18/10/2021
32228,Argos Ltd,£40.79,People,19/10/2021
32176,Argos Ltd,£77.46,People,19/10/2021
38199,Argos Ltd,£60.00,People,19/10/2021
27421,Argos Ltd,£247.49,People,19/10/2021
32120,Argos Ltd,£149.99,People,19/10/2021
29459,Argos Ltd,£274.98,People,21/10/2021
29539,Argos Ltd,£129.12,People,21/10/2021
29551,Argos Ltd,£86.62,People,21/10/2021
29483,Argos Ltd,£101.62,People,21/10/2021
29515,Argos Ltd,£179.90,People,21/10/2021
29555,Argos Ltd,£358.32,People,21/10/2021
8016,Argos Ltd,£52.46,People,22/10/2021
26567,Argos Ltd,£111.62,People,25/10/2021
25481,Argos Ltd,£64.17,People,25/10/2021
26619,Argos Ltd,£115.37,People,25/10/2021
26559,Argos Ltd,£91.44,People,25/10/2021
26635,Argos Ltd,£294.12,People,26/10/2021
26679,Argos Ltd,£418.29,People,26/10/2021
29640,Argos Ltd,£15.00,People,27/10/2021
29764,Argos Ltd,£159.99,Resources,27/10/2021
31693,Argos Marshall Lake,£12.00,Resources,07/10/2021
40294,Arnold Machin,£12.08,People,05/10/2021
40978,Aryan Garages,£6.04,People,19/10/2021
36195,Asda George Com Leeds,£12.46,Communities,06/10/2021
11432,Asda Groceries Online,-£0.04,People,18/10/2021
11452,Asda Groceries Online,£86.65,People,18/10/2021
13172,Asda Groceries Online,-£1.50,People,18/10/2021
13188,Asda Groceries Online,£44.29,People,18/10/2021
15366,Asda Groceries Online,-£8.46,People,20/10/2021
17755,Asda Groceries Online,£132.35,People,20/10/2021
12062,Asda Groceries Online,£54.54,People,28/10/2021
10684,Asda Groceries Online,-£1.17,People,29/10/2021
6389,Asda Petrol 5126,£12.54,People,23/10/2021
25816,Asda Stores,£85.52,People,06/10/2021
26507,Asda Stores 5757,£60.00,People,19/10/2021
26511,Asda Stores 5757,£41.62,People,19/10/2021
14958,Asda Stores Ltd,£25.00,People,06/10/2021
9919,Asda Stores Ltd,£53.28,Communities,11/10/2021
16399,Asda Stores Ltd,£20.83,People,20/10/2021
10641,Asda Stores Ltd,£16.67,People,25/10/2021
22822,Asda Superstore,£6.12,Communities,01/10/2021
25163,Asda Superstore,£26.55,People,06/10/2021
24147,Asda Superstore,£8.00,Fire and Rescue,07/10/2021
23170,Asda Superstore,£12.49,Communities,11/10/2021
20759,Asda Superstore,£14.65,People,22/10/2021
19972,Asda Superstore,£53.23,People,26/10/2021
21033,Asda Superstore,£10.16,People,27/10/2021
21037,Asda Superstore,£4.27,People,27/10/2021
6379,Aspolice Dfp-Rav2k,£100.00,Resources,29/10/2021
5036,Atherstone Carpets And,£330.92,Resources,01/10/2021
35502,Atlassian,£7.29,Resources,28/10/2021
26413,B & Q 1092,£32.47,Communities,25/10/2021
30333,B & Q 1258,£19.42,Communities,05/10/2021
8660,B & Q 1258,£4.17,Communities,23/10/2021
8660,B & Q 1258,£2.50,Communities,23/10/2021
8660,B & Q 1258,£4.17,Communities,23/10/2021
8660,B & Q 1258,£6.67,Communities,23/10/2021
8660,B & Q 1258,£6.67,Communities,23/10/2021
8660,B & Q 1258,£10.00,Communities,23/10/2021
8660,B & Q 1258,£3.30,Communities,23/10/2021
8660,B & Q 1258,£0.83,Communities,23/10/2021
8660,B & Q 1258,£7.50,Communities,23/10/2021
8660,B & Q 1258,£7.50,Communities,23/10/2021
8660,B & Q 1258,£1.00,Communities,23/10/2021
8660,B & Q 1258,£0.83,Communities,23/10/2021
8660,B & Q 1258,£1.67,Communities,23/10/2021
8660,B & Q 1258,£2.00,Communities,23/10/2021
8660,B & Q 1258,£4.00,Communities,23/10/2021
27443,B&a Daries Ltd,£10.00,Communities,22/10/2021
24176,B&m 031 - Airport,£13.22,People,14/10/2021
23763,B&m 031 - Airport,£8.00,Communities,19/10/2021
22351,B&m 247 - Sheldon,£8.15,Communities,12/10/2021
18767,B&m 279 - Rugby,£6.66,People,04/10/2021
18044,B&m 468 - Hs Nuneaton,£40.05,People,08/10/2021
18048,B&m 468 - Hs Nuneaton,£25.00,People,08/10/2021
19331,B&m 468 - Hs Nuneaton,£7.91,People,27/10/2021
19323,B&m 468 - Hs Nuneaton,£60.07,People,27/10/2021
20092,B&m 517 - Brockhill,£37.47,People,21/10/2021
8400,Batsford Timber Ltd,£826.17,Communities,01/10/2021
23981,Belgrade Theatre,£45.33,People,20/10/2021
38782,Birmingham Register,£14.50,People,05/10/2021
38786,Birmingham Register,£14.50,Resources,05/10/2021
30357,Birmingham Register,£14.50,Resources,26/10/2021
1866,Birmingham Register,£14.50,People,29/10/2021
40041,Bolts Co Uk,£20.42,Communities,07/10/2021
41229,Booker Limited Nuneato,£46.49,Fire and Rescue,12/10/2021
30363,Booker Limited Nuneato,£146.72,Communities,26/10/2021
12791,Booker Limited Rugby,£33.72,Fire and Rescue,02/10/2021
41250,Booker Limited Tamwort,£62.60,Communities,12/10/2021
41250,Booker Limited Tamwort,£38.15,Communities,12/10/2021
41332,Booker Limited Warwick,£80.73,Communities,06/10/2021
12800,Bookerecomm,£84.91,Communities,02/10/2021
9922,Bookerecomm,£162.27,Communities,09/10/2021
34722,Bookerecomm,£246.61,Communities,11/10/2021
33196,Bookerecomm,£110.71,Communities,15/10/2021
33202,Bookerecomm,£119.87,Communities,15/10/2021
33202,Bookerecomm,£35.05,Communities,15/10/2021
8213,Bookerecomm,£11.96,Communities,16/10/2021
8213,Bookerecomm,£42.62,Communities,16/10/2021
29962,Bookerecomm,£204.57,Communities,22/10/2021
29965,Bookerecomm,£208.94,Communities,22/10/2021
29959,Bookerecomm,£2.99,Communities,22/10/2021
29959,Bookerecomm,£116.40,Communities,22/10/2021
29959,Bookerecomm,£8.00,Communities,22/10/2021
6991,Bookerecomm,£78.37,Communities,30/10/2021
