Trans No,Supplier,Amount,Directorate,Pay Date
11876,Ikea Ltd Shop Online,362.50,People,09/08/2021
4153,Ikea Ltd Shop Online,77.29,People,19/08/2021
8965,Interlevin Refrigerati,499.00,Communities,10/08/2021
6267,Intramark Limited,93.93,Fire and Rescue,12/08/2021
31051,Istock Com,8.40,Communities,26/08/2021
26218,Iz *dwfloorsnuneat,305.00,People,26/08/2021
14702,Jewson Ltd,12.54,Communities,03/08/2021
14702,Jewson Ltd,66.00,Communities,03/08/2021
14702,Jewson Ltd,21.31,Communities,03/08/2021
14702,Jewson Ltd,9.99,Communities,03/08/2021
14702,Jewson Ltd,96.00,Communities,03/08/2021
14637,Jewson Ltd,17.28,Communities,05/08/2021
14637,Jewson Ltd,257.00,Communities,05/08/2021
14637,Jewson Ltd,15.40,Communities,05/08/2021
1154,Just Eat,16.71,People,14/08/2021
1163,Just Eat,12.73,People,14/08/2021
3853,Kenilworth Carpets,166.67,Resources,27/08/2021
17877,Kfc Nuneaton North Dt,11.65,People,04/08/2021
1674,Kompan Limited,36.00,Communities,16/08/2021
12270,Kunis Coffee,3.90,People,04/08/2021
4944,Landmarkinf,8.32,Communities,23/08/2021
8264,Laserquest,198.00,People,04/08/2021
9885,Leic City Council,63.00,People,13/08/2021
7381,Linkedin Ireland,44.33,Resources,01/08/2021
31775,Linkedin Ireland,122.11,Resources,05/08/2021
12163,Love Brownies Rocheste,5.50,People,26/08/2021
25470,M6 Toll,5.83,People,02/08/2021
25474,M6 Toll,5.83,People,02/08/2021
22783,Magsubcriptions Com,168.00,Communities,02/08/2021
31000,Mailchimp,593.92,Resources,17/08/2021
26507,Marshall Fleet,250.00,Communities,18/08/2021
18139,Matalan.Co.Uk,95.00,People,05/08/2021
18142,Matalan.Co.Uk,61.00,People,05/08/2021
18145,Matalan.Co.Uk,23.95,People,05/08/2021
19059,Max Spielmann Ltd,9.16,People,25/08/2021
19062,Max Spielmann Ltd,7.00,People,25/08/2021
23581,McDonalds,4.08,People,02/08/2021
27283,McDonalds,3.89,People,03/08/2021
28645,McDonalds,2.17,People,11/08/2021
30448,McDonalds,3.48,People,19/08/2021
31259,McDonalds,10.84,People,19/08/2021
29895,McDonalds,5.82,People,24/08/2021
29484,McDonalds,2.18,People,25/08/2021
28912,McDonalds 1565,5.23,People,11/08/2021
28975,McDonalds 1620 / Warwi,3.05,People,05/08/2021
24633,McDonalds 521,6.28,People,13/08/2021
8646,Metcalf Timber And Bui,411.18,Communities,12/08/2021
9553,Metcalf Timber And Bui,113.00,Communities,16/08/2021
9357,Metcalf Timber And Bui,56.18,Communities,19/08/2021
3520,Midpac,94.52,Communities,12/08/2021
2800,Midpac,208.62,Communities,31/08/2021
15264,Milneroffroad.Com,14.10,Fire and Rescue,06/08/2021
32767,Mollie *praxisdienst G,175.29,Fire and Rescue,11/08/2021
4550,Montague Storage,75.00,Resources,20/08/2021
22828,Mosaic,3.40,People,05/08/2021
17416,Mrw Skip Hire,185.00,People,18/08/2021
19812,Mrw Skip Hire,222.00,People,27/08/2021
17244,Ncs*citb Exam,22.00,Communities,17/08/2021
9557,Net World Sports,58.33,People,31/08/2021
23385,Nhbs Ltd,28.49,Communities,16/08/2021
19946,Nuneaton & Bedworth Bc,267.00,People,02/08/2021
21784,Nuneaton Hose And,15.62,Communities,16/08/2021
18598,Nuneaton Stn T/O,7.60,People,23/08/2021
24053,Odeon Cinemas,25.00,People,03/08/2021
31324,Optimal Workshop,143.93,Resources,17/08/2021
17018,Parcel2go.Com Ltd,6.49,Communities,10/08/2021
17383,Parcel2go.Com Ltd,6.49,Communities,11/08/2021
16298,Parcel2go.Com Ltd,6.70,Communities,12/08/2021
14766,Parcel2go.Com Ltd,6.49,Communities,16/08/2021
16881,Parcel2go.Com Ltd,39.78,Communities,17/08/2021
16403,Parcel2go.Com Ltd,6.49,Communities,26/08/2021
13200,Parcel2go.Com Ltd,34.35,Communities,27/08/2021
13203,Parcel2go.Com Ltd,6.49,Communities,27/08/2021
28039,Park Convenience Store,3.54,People,12/08/2021
28002,Parking Fee,3.00,People,25/08/2021
14417,Pass Portable Applian,74.89,Resources,23/08/2021
3324,Pasthorizon,28.65,Communities,25/08/2021
384,Paypal *999 Day,269.82,Fire and Rescue,06/08/2021
886,Paypal *centralbuil,137.50,People,27/08/2021
4033,Paypal *joleefabric,19.64,People,11/08/2021
5283,Paypal *lgcomms2018,250.00,Resources,23/08/2021
7441,Paypal *mishcondere,1700.00,Resources,26/08/2021
35113,Paypal *wenshuai Onbuy,7.99,Communities,17/08/2021
5093,Pet Spectrum Group,128.67,Communities,30/08/2021
26809,Piero Lounge,5.20,People,10/08/2021
6441,Post Office Counter,2.25,Communities,04/08/2021
6219,Post Office Counter,7.65,Communities,10/08/2021
6865,Post Office Counter,2.69,Communities,12/08/2021
650,Post Office Counter,9.70,Communities,17/08/2021
6663,Post Office Counter,0.85,People,25/08/2021
2423,Postsaver,207.15,Communities,25/08/2021
28582,Poundland,35.17,Communities,05/08/2021
21637,Poundland Ltd,23.00,People,25/08/2021
18301,Ppoint_*costcutter Rug,1.98,People,04/08/2021
11983,Premier Inn 44531705,633.94,Fire and Rescue,04/08/2021
12529,Premier Inn Hu49637280,135.24,People,18/08/2021
12532,Premier Inn Hu49637280,49.05,People,18/08/2021
12473,Premier Inn44014350,431.35,Fire and Rescue,23/08/2021
14187,Premier Inn44029180,98.09,People,31/08/2021
12526,Premier Inn44521080,88.57,People,18/08/2021
12530,Premier Inn44524320,214.29,Fire and Rescue,23/08/2021
4467,Premier Inn44529450,55.42,People,20/08/2021
13934,Preservation Equip,145.75,Communities,09/08/2021
11360,Prestige Bouncy Ca,57.50,People,03/08/2021
26958,Property Link Midlands,1.50,Communities,19/08/2021
33221,Pyd*cafe Roj,3.39,People,03/08/2021
32453,Pyd*cafe Roj,9.33,People,10/08/2021
31607,R B Skips,165.00,People,04/08/2021
8739,Railway Sleepers Ltd,32.00,Communities,03/08/2021
11372,Rochester Castle,7.20,People,26/08/2021
17654,Rock Awnings,484.99,Communities,19/08/2021
9656,Rugby Bc Internet,1103.07,People,06/08/2021
8908,Rugby Bc Internet,1005.60,People,25/08/2021
14049,S & K Supermarket,8.07,People,03/08/2021
14609,S & K Supermarket,5.07,People,10/08/2021
26141,Sainsburys S/mkt,3.15,People,03/08/2021
26254,Sainsburys S/mkt,37.67,Communities,05/08/2021
16524,Sainsburys S/mkt,53.57,People,06/08/2021
23890,Sainsburys S/mkt,2.80,People,10/08/2021
6352,Sainsburys S/mkt,45.08,Communities,21/08/2021
6352,Sainsburys S/mkt,62.00,Communities,21/08/2021
20342,Sainsburys S/Mkts,14.95,People,27/08/2021
24047,Screwfix Dir Ltd,15.82,Communities,11/08/2021
21279,Screwfix Direct,279.46,Communities,04/08/2021
19993,Screwfix Direct,20.00,Communities,05/08/2021
20105,Screwfix Direct,49.98,Communities,05/08/2021
5551,Screwfix Direct,119.96,Communities,08/08/2021
23164,Screwfix Direct,20.82,People,09/08/2021
24815,Screwfix Direct,278.65,Communities,10/08/2021
21289,Screwfix Direct,60.00,Communities,19/08/2021
21345,Screwfix Direct,20.00,Communities,19/08/2021
18358,Screwfix Direct,94.95,Communities,31/08/2021
16135,Sdc Contact Centre,1913.46,People,16/08/2021
14601,Seaton Hire Ltd,85.56,Communities,02/08/2021
22500,Seaton Hire Ltd,57.04,Communities,04/08/2021
22500,Seaton Hire Ltd,14.99,Communities,04/08/2021
15271,Seaton Hire Ltd,59.89,Communities,06/08/2021
16652,Seaton Hire Ltd,57.05,Communities,09/08/2021
19066,Seaton Hire Ltd,49.92,Communities,11/08/2021
14816,Seaton Hire Ltd,24.96,Communities,27/08/2021
30103,Sfl Mobile Radio Limit,188.99,Communities,05/08/2021
22820,Simply Local Bedworth,6.78,People,27/08/2021
5841,Sp * Hollands Clothing,169.87,Communities,03/08/2021
26173,Sportsdirect 265,10.10,People,25/08/2021
24981,Sq *strive To Succeed,150.00,People,25/08/2021
24985,Sq *strive To Succeed,150.00,People,25/08/2021
23859,Sq *strive To Succeed,150.00,People,26/08/2021
23863,Sq *strive To Succeed,150.00,People,26/08/2021
23867,Sq *strive To Succeed,150.00,People,26/08/2021
23871,Sq *strive To Succeed,120.00,People,26/08/2021
23879,Sq *strive To Succeed,120.00,People,26/08/2021
23883,Sq *strive To Succeed,120.00,People,26/08/2021
25719,St John Ambulance,315.00,Communities,03/08/2021
29801,St John Ambulance,150.00,Communities,04/08/2021
15397,Stagecoach Bus,5.00,People,09/08/2021
9921,Stagecoach Service,66.80,People,06/08/2021
8153,Stagecoach Service,186.00,People,23/08/2021
8181,Stagecoach Service,186.00,People,23/08/2021
11363,Stagecoach Service,267.20,People,25/08/2021
11367,Stagecoach Service,330.00,People,25/08/2021
11371,Stagecoach Service,267.20,People,25/08/2021
8998,Stagecoach Service,267.20,People,31/08/2021
29282,Stamps Direct Ltd,41.20,Communities,26/08/2021
15359,Starbucks,3.79,People,05/08/2021
15695,Starbucks,4.11,People,11/08/2021
14916,Starbucks,7.30,People,12/08/2021
13737,Starbucks,4.24,People,16/08/2021
18065,Starbucks,6.37,People,19/08/2021
16015,Starbucks,10.92,People,19/08/2021
15004,Starbucks,8.08,People,26/08/2021
28648,Starbucks Budbrooke,7.65,People,10/08/2021
5315,Sthern Stronghold,92.25,Communities,05/08/2021
16988,Streetwise Couriers Mi,9.28,Communities,02/08/2021
14608,Subway 61955 Bermuda P,10.07,People,31/08/2021
19322,Sumup *tas Taxis And C,119.00,Communities,12/08/2021
9833,Superdrug Stores Plc,1.24,Communities,19/08/2021
9944,Tcl Tool Hire Limited,10.80,Communities,09/08/2021
23085,Tenpin.Co.Uk,25.61,People,31/08/2021
6953,Tesco Gift Card,16.67,People,09/08/2021
7697,Tesco Gift Card,20.00,People,09/08/2021
9614,Tesco Gift Card,20.00,People,10/08/2021
7712,Tesco Store 2836,8.28,Communities,10/08/2021
9996,Tesco Store 3212,30.75,People,25/08/2021
3681,Tesco Store 3370,66.45,Communities,07/08/2021
9554,Tesco Store 3370,40.50,Communities,10/08/2021
9469,Tesco Store 3370,13.92,People,31/08/2021
8111,Tesco Stores 2325,64.75,People,27/08/2021
2134,Tesco Stores 2325,12.00,People,29/08/2021
2138,Tesco Stores 2325,68.00,People,29/08/2021
11071,Tesco Stores 2974,2.30,Communities,04/08/2021
7326,Tesco-Stores 6473,4.70,People,31/08/2021
25246,The Garden Shed Cafe,6.80,People,26/08/2021
9131,The Light House,20.00,People,18/08/2021
28778,The Play Hub,24.00,People,03/08/2021
9353,The Poppy House (Tea R,57.14,People,24/08/2021
8507,The Poppy House (Tea R,-57.14,People,25/08/2021
22829,The Post Office,6.37,People,11/08/2021
25481,The Range,22.06,People,19/08/2021
309,Theory Test Pro,7.50,Fire and Rescue,23/08/2021
17217,Theplasticshop.Co.Uk,38.07,Communities,24/08/2021
1804,Thetrainline.Com,36.97,People,03/08/2021
11606,Thetrainline.Com,9.86,People,04/08/2021
4079,Thetrainline.Com,36.97,People,10/08/2021
5229,Thetrainline.Com,20.34,People,12/08/2021
6253,Thetrainline.Com,11.59,People,16/08/2021
6966,Thetrainline.Com,12.81,People,17/08/2021
6243,Thetrainline.Com,20.34,People,19/08/2021
2681,Thetrainline.Com,26.04,People,20/08/2021
3558,Thetrainline.Com,11.59,People,23/08/2021
1827,Thetrainline.Com,36.97,People,24/08/2021
11999,Thetrainline.Com,11.59,People,25/08/2021
2622,Thetrainline.Com,11.59,People,27/08/2021
10705,Thetrainline.Com,30.61,People,31/08/2021
41,Thetrainline.Com,8.54,People,31/08/2021
15335,Toolstation Uk,39.98,Communities,09/08/2021
26250,Top Dry Cleaners,25.00,Fire and Rescue,04/08/2021
22343,Torrys Hardware,5.62,Communities,03/08/2021
8186,Trading Standards Inst,895.00,Communities,19/08/2021
5401,Trainline,11.35,People,09/08/2021
7109,Trainline.Com,20.34,People,05/08/2021
5348,Trainline.Com,95.75,People,06/08/2021
5360,Trainline.Com,8.54,People,06/08/2021
5372,Trainline.Com,7.93,People,06/08/2021
6495,Trainline.Com,-19.10,People,10/08/2021
6623,Trainline.Com,11.59,People,11/08/2021
6627,Trainline.Com,8.03,People,11/08/2021
4506,Trainline.Com,25.02,People,13/08/2021
346,Trainline.Com,8.54,People,17/08/2021
6876,Trainline.Com,11.59,People,18/08/2021
5105,Trainline.Com,114.36,People,20/08/2021
5117,Trainline.Com,28.48,People,20/08/2021
5417,Trainline.Com,8.54,People,24/08/2021
7401,Trainline.Com,-4.60,People,25/08/2021
7385,Trainline.Com,13.32,People,26/08/2021
7389,Trainline.Com,20.34,People,26/08/2021
5187,Trainline.Com,132.46,People,31/08/2021
13048,Trip.Com,10.80,People,02/08/2021
22736,Trophystore.Co.Uk Limi,48.49,People,17/08/2021
22748,Trophystore.Co.Uk Limi,1696.99,People,17/08/2021
9941,Tudor Environmental,150.00,Communities,09/08/2021
10318,Tv Cases,1264.29,Resources,23/08/2021
5952,Tvlicensing.Co.Uk,159.00,Communities,23/08/2021
26648,Udemy,10.82,Communities,13/08/2021
6898,Uk Lifting Store,26.40,Communities,11/08/2021
14478,Ultra Secure Ltd,1690.10,Communities,06/08/2021
23700,Utility Warehouse,100.00,People,16/08/2021
14561,Very,172.48,People,19/08/2021
14702,Viking Uk,383.92,Communities,13/08/2021
15270,Viking Uk,53.97,Communities,23/08/2021
37785,Virtualinout.Com,17.25,Communities,12/08/2021
32876,Vistaprint,17.99,Communities,04/08/2021
26159,Vms - Roadchef,6.78,People,19/08/2021
8638,Vwg Coventry Tps G,69.14,Communities,12/08/2021
827,Wagstaffshop.Co.Uk,238.00,People,19/08/2021
8331,Warwick District Counc,498.50,People,18/08/2021
10133,Warwick Glass And Glaz,48.00,Communities,09/08/2021
7699,Web Wiz Ltd,53.34,Communities,07/08/2021
6307,Web Wiz Ltd,6.95,Communities,28/08/2021
139,Western Computer Group,70.00,Resources,19/08/2021
20353,Westminster Forum Proj,380.00,Communities,24/08/2021
22561,Wickes Rugby,23.33,People,19/08/2021
19840,Wickes Tamworth,31.60,Communities,09/08/2021
3766,Wilko Retail Limited,2.08,People,21/08/2021
3770,Wilko Retail Limited,2.50,People,21/08/2021
3774,Wilko Retail Limited,2.50,People,21/08/2021
3778,Wilko Retail Limited,2.50,People,21/08/2021
27719,Wilmington Shared Serv,274.00,People,17/08/2021
6046,Wm Morrisons Store,3.00,People,07/08/2021
25605,Wm Morrisons Store,24.10,Communities,25/08/2021
7736,Wp-Warwickshire Co,11.00,Resources,02/08/2021
10383,Wp-Warwickshire Co,22.00,Resources,03/08/2021
10251,Wp-Warwickshire Co,11.00,Resources,03/08/2021
9993,Wp-Warwickshire Co,11.00,Resources,06/08/2021
11406,Wp-Warwickshire Co,11.00,People,18/08/2021
7960,Wp-Warwickshire Co,11.00,People,23/08/2021
8301,Wp-Warwickshire Co,22.00,People,23/08/2021
11135,Wp-Warwickshire Co,11.00,Resources,25/08/2021
23807,Www Anyvan Com,224.00,People,27/08/2021
6386,Www Anyvan Com,-224.00,People,29/08/2021
7872,Www Stringsdirect Co U,112.66,Communities,20/08/2021
12143,Www.Aat-Org.Uk,105.00,Resources,03/08/2021
10312,Www.Aat-Org.Uk,167.00,Resources,23/08/2021
10315,Www.Aat-Org.Uk,101.00,Resources,23/08/2021
1260,Www.Anyvan.Com,239.92,People,09/08/2021
1111,Www.Anyvan.Com,119.96,People,10/08/2021
13986,Www.Britishfossils.Co.,328.56,Communities,24/08/2021
28111,Www.Britishgas.Co.,396.67,People,18/08/2021
29513,Www.Britishgas.Co.,332.17,People,19/08/2021
12225,Www.Cipd.Co.Uk,163.00,Resources,25/08/2021
5476,Www.Cips.Org,206.00,Resources,13/08/2021
5480,Www.Cips.Org,206.00,Resources,13/08/2021
23762,Www.Cips.Org,206.00,Resources,16/08/2021
12006,Www.Cleaningproducts.N,22.59,Communities,12/08/2021
8604,Www.Coram.Org.Uk,21.95,People,25/08/2021
21772,Www.Coventry.Gov.Uk,-11.00,People,05/08/2021
19018,Www.Coventry.Gov.Uk,11.00,Resources,06/08/2021
22196,Www.Coventry.Gov.Uk,66.71,People,12/08/2021
5640,Www.Coventry.Gov.Uk,11.00,Resources,27/08/2021
19295,Www.Coventry.Gov.Uk,150.63,People,31/08/2021
12371,Www.Fenlandleisure.Co.,56.33,Communities,11/08/2021
4729,Www.Fenlandleisure.Co.,22.08,Communities,30/08/2021
21503,Www.Gov.Uk,1.50,Resources,03/08/2021
20903,Www.Gov.Uk,1.50,Resources,04/08/2021
26615,Www.Gov.Uk,1.50,Resources,18/08/2021
20038,Www.Gov.Uk,1.50,Resources,20/08/2021
23915,Www.Gov.Uk,1.50,Resources,26/08/2021
14043,Www.Icfm.Com,60.00,Communities,31/08/2021
21767,Www.Instantprint.C,74.70,Communities,18/08/2021
2796,Www.Ipsea.Org.Uk,324.00,Resources,25/08/2021
26171,Www.Johnlewis.Com,399.17,People,17/08/2021
25807,Www.Master-Ropemakers.,287.53,Communities,19/08/2021
10509,Www.Mitaxis.Com,10.80,People,06/08/2021
10512,Www.Mitaxis.Com,10.56,People,06/08/2021
17296,Www.Moneyclaim.Gov,83.00,Resources,13/08/2021
25325,Www.Moneyclaim.Gov,83.00,Resources,23/08/2021
25329,Www.Moneyclaim.Gov,83.00,Resources,23/08/2021
19109,Www.Moneyclaim.Gov,455.00,Resources,26/08/2021
2430,Www.Moneyclaim.Gov,70.00,Resources,31/08/2021
2438,Www.Moneyclaim.Gov,80.00,Resources,31/08/2021
9324,Www.Nuneatonandbedwort,1095.06,People,11/08/2021
9256,Www.Nuneatonandbedwort,462.56,People,11/08/2021
9245,Www.Nuneatonandbedwort,583.82,People,12/08/2021
8315,Www.Nuneatonandbedwort,121.39,People,16/08/2021
8459,Www.Nuneatonandbedwort,102.00,People,17/08/2021
27111,Www.Papajohns.Co.Uk,13.79,People,17/08/2021
13812,Www.Peymans.Uk,550.00,People,04/08/2021
16778,Www.Preservationequipm,352.99,Resources,26/08/2021
11133,Www.Railwaysleepers.Co,359.20,Communities,02/08/2021
14081,Www.Railwaysleepers.Co,292.40,Communities,03/08/2021
863,Www.Risedm* Diamond Bu,17000.00,Communities,24/08/2021
8100,Www.Samsltd.Co.Uk,16.20,People,10/08/2021
12865,Www.Sarabec.Co.Uk,78.45,People,23/08/2021
12752,Www.Scs.Co.Uk,306.67,People,19/08/2021
13103,Www.Swiftfix.Co.Uk,70.05,Communities,09/08/2021
7865,Www.Thelawsociety.Org,100.00,Resources,20/08/2021
23100,Www.Thorne.Co.Uk,29.17,Communities,12/08/2021
9576,Www.Tudorenvironmental,244.08,Communities,02/08/2021
11684,Www.Tudorenvironmental,45.00,Communities,12/08/2021
9905,Www.Tudorenvironmental,328.92,Communities,13/08/2021
13026,Www.Uk.Edensprings.Com,45.40,Communities,12/08/2021
6561,Www.Ukwristbands.Com,66.66,Communities,09/08/2021
17938,Www.Warkscol.Ac.Uk,75.00,Communities,12/08/2021
26019,Www.Weatherwriter.Com,79.02,Communities,04/08/2021
19881,Wwwreinforcedbedscouk,-274.83,People,31/08/2021
19267,Yell Limited,391.75,Communities,24/08/2021
2172108248,,0.42,Communities,05/08/2021
2212105334,,0.40,Resources,09/08/2021
2242105287,,0.47,Communities,12/08/2021
2292104511,,3.96,Resources,17/08/2021
2432108176,,0.24,Resources,31/08/2021
2432108108,,1.99,Resources,31/08/2021
