Transaction,Supplier,Net,Directorate,Date
Number,,Amount,,
31891,Www.Cipfa.Org.Uk,£343.50,Resources,25/11/2021
31894,Www.Cipfa.Org.Uk,£166.50,Resources,25/11/2021
31897,Www.Cipfa.Org.Uk,£343.50,Resources,25/11/2021
31900,Www.Cipfa.Org.Uk,£343.50,Resources,25/11/2021
25587,Amznmktplace,£20.82,Communities,15/11/2021
45646,St John Ambulance,£230.00,Communities,16/11/2021
3377,Amazon.Co.Uk*gk96n4045,£32.66,Communities,22/11/2021
35172,Www.Coventry.Gov.Uk,£11.00,People,11/11/2021
13810,Hotel At Booking.Com,"-£1,353.33",People,14/11/2021
11553,Artsanauklt,£40.00,People,16/11/2021
50343,Hotel At Booking.Com,£758.27,People,17/11/2021
41059,Argos Ltd,£58.33,People,18/11/2021
17470,Hm Passport Office,£54.00,People,19/11/2021
12472,Amazon.Co.Uk*ca90r55w5,£34.98,People,22/11/2021
8553,Trainline.Com,£74.19,People,29/11/2021
40758,The Garden Shed Cafe,£6.50,People,10/11/2021
23029,Starbucks,£6.44,People,15/11/2021
50910,Adobe Dw Creative Cld,£12.64,Resources,30/11/2021
14860,Amazon.Co.Uk*a201k6u95,£26.17,Communities,10/11/2021
16267,Ashorne Hill Mgt Colle,£224.00,Communities,15/11/2021
49914,Facebk *rjw289bep2,£450.00,Resources,09/11/2021
39868,Snap Inc Snap Snap Ads,£23.35,Resources,10/11/2021
6718,Snap Inc Snap Snap Ads,£2.78,Resources,10/11/2021
1390,Snap Inc Snap Snap Ads,£25.83,Resources,11/11/2021
2931,Snap Inc Snap Snap Ads,£30.99,Resources,12/11/2021
2726,Snap Inc Snap Snap Ads,£29.70,Resources,13/11/2021
3281,Snap Inc Snap Snap Ads,£35.85,Resources,14/11/2021
43899,Facebk *b5e6rafep2,£450.00,Resources,15/11/2021
7582,Snap Inc Snap Snap Ads,£36.30,Resources,15/11/2021
75,Paypal *lgcomms2018,£500.00,Resources,16/11/2021
8722,Snap Inc Snap Snap Ads,£24.35,Resources,16/11/2021
11130,Snap Inc Snap Snap Ads,£30.82,Resources,17/11/2021
11133,Snap Inc Snap Snap Ads,£27.20,Resources,17/11/2021
11745,Snap Inc Snap Snap Ads,£19.88,Resources,17/11/2021
11787,Snap Inc Snap Snap Ads,£30.44,Resources,17/11/2021
7362,Snap Inc Snap Snap Ads,£16.99,Resources,17/11/2021
43062,Google Ads2789853021,£400.00,Resources,22/11/2021
2404,Snap Inc Snap Snap Ads,£7.74,Resources,24/11/2021
2524,Snap Inc Snap Snap Ads,£19.90,Resources,25/11/2021
3641,Snap Inc Snap Snap Ads,£25.63,Resources,26/11/2021
1804,Snap Inc Snap Snap Ads,£18.90,Resources,27/11/2021
4292,Snap Inc Snap Snap Ads,£21.94,Resources,28/11/2021
6678,Snap Inc Snap Snap Ads,£25.10,Resources,29/11/2021
1839,Snap Inc Snap Snap Ads,£20.21,Resources,30/11/2021
51125,Facebk *jf7yq9xep2,£274.27,Resources,30/11/2021
51548,Apple.Com/Bill,£2.07,Resources,30/11/2021
29480,M6 Toll,£5.83,People,09/11/2021
40053,M6 Toll,£5.83,People,10/11/2021
40032,Www.Britishgas.Co.,£333.33,People,15/11/2021
43142,Www.Britishgas.Co.,£83.32,People,17/11/2021
43150,Www.Britishgas.Co.,£129.27,People,17/11/2021
44934,Ikea Ltd 142 Birmingha,£104.17,People,23/11/2021
23113,Asda Superstore,£25.34,People,26/11/2021
18224,Stagecoach Bus,£6.83,People,29/11/2021
8605,Trainline.Com,£25.81,People,29/11/2021
17748,Tesco Stores 2328,£9.44,People,30/11/2021
28395,Asda Superstore,£6.82,People,30/11/2021
28399,Asda Superstore,£6.67,People,30/11/2021
11831,Amazon.Co.Uk*s68k91jd5,£22.48,People,15/11/2021
26830,Cilip,£30.00,People,23/11/2021
11878,Paypal *amseduc,£30.75,People,30/11/2021
15413,Amazon.Co.Uk*oi1pb1605,£16.92,People,30/11/2021
45669,Pts,£118.00,People,30/11/2021
7819,Mpd - Birmingham 81,£33.57,Communities,09/11/2021
32785,Marshall Fleet,£111.99,Communities,15/11/2021
19314,123 Reg Ltd,£1.00,Resources,15/11/2021
3212104381,,£4.08,Resources,17/11/2021
55403,Mailchimp,£526.22,Resources,17/11/2021
56324,Optimal Workshop,£148.47,Resources,17/11/2021
13602,Atlassian,£7.53,Resources,28/11/2021
3332218411,,£0.25,Resources,29/11/2021
11228,Amznmktplace Amazon.Co,£12.46,People,30/11/2021
42911,Hilton Hotels,-£92.65,Resources,15/11/2021
3162118306,,£0.70,Communities,12/11/2021
58117,Virtualinout.Com,£25.31,Communities,12/11/2021
7885,Amz*evaq8 Co Uk,£220.00,Resources,26/11/2021
4509,Amazon.Co.Uk*kg9mn9ls5,£63.17,Resources,30/11/2021
4804,Amazon.Co.Uk*429mk1cc5,£63.17,Resources,30/11/2021
4839,Amazon.Co.Uk*hk7cj23g5,£63.17,Resources,30/11/2021
3895,Central Taxis Warks,£27.07,People,27/11/2021
12334,Costa Coffee Rugby 2,£6.58,People,10/11/2021
36451,Argos Ltd,£102.46,People,11/11/2021
21196,B&m 074 - Newbold,£16.67,People,12/11/2021
14619,Rugby Bc Telpay,£333.33,People,16/11/2021
22807,Costa Coffee,£6.54,People,17/11/2021
31210,"Moto Rugby, Costa",£7.08,People,18/11/2021
15007,Tesco-Stores 6473,£3.50,People,22/11/2021
24283,Asda Superstore,£37.98,People,22/11/2021
34286,British Gas Otp,£124.92,People,25/11/2021
30990,Nuneaton Stn Sst,£5.17,People,26/11/2021
4943,Amazon.Co.Uk*1g71k5jc5,£195.80,Communities,26/11/2021
13712,Amznmktplace,£17.47,Communities,29/11/2021
44,Amznmktplace,£11.24,Communities,29/11/2021
6359,Amznmktplace,£22.49,Communities,29/11/2021
11154,Liverpool University P,£58.33,Communities,25/11/2021
36989,Dvla Driver Online,£20.00,People,16/11/2021
40694,Sainsburys S/Mkts,£1.00,Communities,09/11/2021
36341,Party Creations,£5.98,Communities,22/11/2021
21412,Tesco Store 3370,£2.00,Communities,24/11/2021
16788,Asda Groceries Online,£43.13,People,09/11/2021
18475,Asda George Com Leeds,£93.75,People,10/11/2021
28011,Www.Johnlewis.Com,£166.66,People,12/11/2021
8197,Www.Johnlewis.Com,£166.66,People,12/11/2021
10090,Www.Johnlewis.Com,£166.66,People,18/11/2021
27159,Ao Retail Limited,£602.50,People,19/11/2021
11919,Amazon.Co.Uk*hq6ih3s95,£17.56,People,28/11/2021
13497,Www Anyvan Com,£196.67,People,28/11/2021
10591,Amznmktplace Amazon.Co,£22.47,People,30/11/2021
22385,Www.Connevans.Com,£149.17,People,30/11/2021
26921,Currys Online,£16.66,People,30/11/2021
1528,Puregym Limited,£67.49,People,22/11/2021
11112,Hm Passport Office,£80.50,People,29/11/2021
19498,Www.Hxpayments.Com,£45.82,People,30/11/2021
45779,Easyjet 000k2r9s8z,£159.96,People,30/11/2021
17199,Canva Pty Limited,£99.99,People,20/11/2021
4538,Ncs*cima Vue Exam,£195.00,Resources,22/11/2021
12314,Amznmktplace,£59.17,Fire and Rescue,10/11/2021
11480,Www.Armstrongaviationc,£186.00,Fire and Rescue,22/11/2021
11278,Amznmktplace,£33.32,Fire and Rescue,29/11/2021
22690,Www.Plasticsheets.Com,£41.36,Communities,12/11/2021
4012,Safetysuppl,£355.35,Communities,12/11/2021
4634,Sp * Decoridea.Co.Uk,£23.50,Communities,12/11/2021
4411,Amznmktplace,£16.65,Communities,13/11/2021
7817,Safetysuppl,£329.00,Communities,18/11/2021
9915,Safetysuppl,-£2.85,Communities,19/11/2021
5707,Amznmktplace,£6.66,Communities,25/11/2021
12484,The University Of Shef,£140.00,Communities,26/11/2021
17212,Parcel2go.Com Ltd,£23.15,Communities,26/11/2021
7523,Amznmktplace,£25.63,Communities,28/11/2021
19118,Parcel2go.Com Ltd,£15.50,Communities,29/11/2021
35749,Wm Morrisons Store,£31.00,Fire and Rescue,12/11/2021
35753,Wm Morrisons Store,£6.30,Fire and Rescue,12/11/2021
18656,Www.Qualsafe.Com,£240.00,Fire and Rescue,25/11/2021
23600,The Garden Shed Cafe,£2.67,People,18/11/2021
31677,The Garden Shed Cafe,£2.67,People,25/11/2021
4444,Amazon.Co.Uk*yk8085s15,£17.71,People,13/11/2021
49531,Sq *strive To Succeed,£150.00,People,11/11/2021
41867,Amznmktplace,£24.66,Communities,12/11/2021
6514,Amazon.Co.Uk*d754r9pv5,£4.37,Communities,30/11/2021
37509,Tamworth Co-Op,£0.59,People,16/11/2021
45417,Wm Morrisons Store,£6.70,People,24/11/2021
35733,Wm Morrisons Store,£5.03,Fire and Rescue,12/11/2021
29529,Jacksons Of Old Arley,£66.65,Fire and Rescue,16/11/2021
43534,Www.Theworks.Co.Uk,£24.99,Fire and Rescue,17/11/2021
8436,Amznmktplace Amazon.Co,£33.95,Fire and Rescue,18/11/2021
19342,One Stop 1517,£1.35,Fire and Rescue,26/11/2021
47322,McDonalds 1565,£3.09,People,25/11/2021
9227,Amz*the Entertainer,£19.29,People,11/11/2021
21550,Saunders Club,£90.00,Fire and Rescue,17/11/2021
23213,Lidl Gb Nuneaton,£11.67,Fire and Rescue,22/11/2021
4873,Amznmktplace,£55.30,Fire and Rescue,23/11/2021
5398,Amznmktplace,£55.93,Fire and Rescue,23/11/2021
31806,Amznmktplace,£49.98,Fire and Rescue,24/11/2021
5811,Amz*vcry,-£55.93,Fire and Rescue,26/11/2021
12332,Trainline.Com,£10.36,People,09/11/2021
3854,Amznmktplace,£45.82,People,12/11/2021
40331,Hotel At Booking.Com,£149.33,People,12/11/2021
37589,Argos Ltd,£119.95,People,15/11/2021
30710,Travelodge Gb0000,£46.90,People,18/11/2021
412,Argos Ltd,£204.95,People,26/11/2021
866,Thetrainline.Com,£18.81,People,30/11/2021
12300,Trainline.Com,£37.01,People,09/11/2021
11082,Trainline.Com,£12.19,People,10/11/2021
11114,Trainline.Com,£11.69,People,10/11/2021
16804,Thetrainline.Com,£106.27,People,10/11/2021
37895,Argos Ltd,£144.12,People,10/11/2021
37899,Argos Ltd,£45.83,People,10/11/2021
11058,Trainline.Com,£40.97,People,11/11/2021
9344,Trainline.Com,-£5.70,People,14/11/2021
238,Thetrainline.Com,£11.70,People,15/11/2021
29530,Asda Stores 5757,£23.33,People,15/11/2021
11149,Thetrainline.Com,£50.24,People,17/11/2021
13894,Trainline.Com,£36.97,People,17/11/2021
7136,Thetrainline.Com,£141.01,People,18/11/2021
30585,Www.Planning.Co,£462.00,Resources,18/11/2021
30585,Www.Planning.Co,£23.33,Resources,18/11/2021
29768,Www.Cipfa.Org.Uk,£343.50,Resources,22/11/2021
35984,Acca,£270.00,Resources,22/11/2021
22658,Www.Aat-Org.Uk,£167.00,Resources,23/11/2021
22661,Www.Aat-Org.Uk,£167.00,Resources,23/11/2021
37531,Www.Cipfa.Org.Uk,£343.50,Resources,23/11/2021
43514,Grants Online,£15.00,Resources,23/11/2021
32515,Acca,£270.00,Resources,29/11/2021
14584,Amznmktplace,£8.16,Resources,23/11/2021
21349,Cartridgepeople.Com,£276.50,Resources,23/11/2021
30969,Cartridgepeople.Com,-£276.50,Resources,23/11/2021
20654,Cartridgepeople.Com,£67.42,Resources,25/11/2021
20660,Cartridgepeople.Com,£23.39,Resources,25/11/2021
17830,Cartridgepeople.Com,£276.50,Resources,26/11/2021
17836,Cartridgepeople.Com,£377.67,Resources,26/11/2021
7183,Paypal *nationalbio,£120.00,Communities,10/11/2021
43027,Hotel On Booking.Com,£64.89,Communities,13/11/2021
5957,Warwick Sports Limited,£22.49,Communities,13/11/2021
29779,Arco Limited (Ahpp),£56.49,Communities,16/11/2021
29779,Arco Limited (Ahpp),£17.20,Communities,16/11/2021
29779,Arco Limited (Ahpp),£21.17,Communities,16/11/2021
29779,Arco Limited (Ahpp),£18.24,Communities,16/11/2021
32046,Arco Limited (Ahpp),£49.49,Communities,22/11/2021
22752,Citrus Hotel Coventry,£220.00,Communities,09/11/2021
24046,Citrus Hotel Coventry,£293.33,Communities,30/11/2021
32722,Citrus Hotel Coventry,-£78.22,Communities,30/11/2021
45345,Booker Limited Tamwort,£64.89,Communities,09/11/2021
45345,Booker Limited Tamwort,£38.62,Communities,09/11/2021
37942,Bookerecomm,£61.08,Communities,19/11/2021
37942,Bookerecomm,£43.25,Communities,19/11/2021
46531,Booker Limited Tamwort,£35.74,Communities,24/11/2021
46531,Booker Limited Tamwort,£56.34,Communities,24/11/2021
34635,Bookerecomm,£86.15,Communities,26/11/2021
34635,Bookerecomm,£8.99,Communities,26/11/2021
18714,David Musson Fencing,£397.20,Communities,30/11/2021
26135,Www.Fta.Co.Uk,£63.09,Communities,11/11/2021
362,Autodata Ltd,"£1,428.00",Communities,12/11/2021
1934,My Car Keys,£195.00,Communities,15/11/2021
4233,Amznmktplace,£124.92,Communities,19/11/2021
284,Replacement Keys Ltd,£7.46,Communities,22/11/2021
23824,Www.Fta.Co.Uk,£258.50,Communities,24/11/2021
2693,Arbury Skoda,£123.09,Communities,29/11/2021
34376,Www.Cimaglobal.Com,£123.00,Resources,24/11/2021
34384,Www.Cimaglobal.Com,£306.00,Resources,24/11/2021
38839,Www.Cipfa.Org.Uk,£166.50,Resources,24/11/2021
32481,Www.Cipfa.Org.Uk,£166.50,Resources,30/11/2021
717,Theory Test Pro,£7.50,Fire and Rescue,23/11/2021
33571,Argos Ltd,£24.12,Resources,22/11/2021
3929,Amznmktplace,£16.66,Resources,25/11/2021
8022,Amznmktplace,£83.33,Communities,19/11/2021
4307,Amazon.Co.Uk*4d3z372m5,£123.28,Communities,20/11/2021
6996,Safetysuppl,£43.55,Communities,23/11/2021
41398,Sainsburys S/mkts,£10.85,Resources,09/11/2021
16246,Amznmktplace,£128.28,Resources,23/11/2021
6259,Amznmktplace,£12.46,Fire and Rescue,09/11/2021
4801,Amazon.Co.Uk*x026n38j5,£10.82,Fire and Rescue,19/11/2021
24194,Richards Hose Limited,£70.00,Fire and Rescue,24/11/2021
15166,Amazon.Co.Uk*ei2ce04a5,£129.15,Fire and Rescue,25/11/2021
35036,Hmcourts-Service.G,£81.00,People,26/11/2021
35076,Hmcourts-Service.G,£81.00,People,26/11/2021
3405,Simple Storage Solutio,£140.00,People,10/11/2021
39636,Surveymonkey,£372.00,People,12/11/2021
466,Www.Anyvan.Com,£359.88,People,29/11/2021
3440,Central Buildings And,£137.50,Communities,10/11/2021
17621,Asda Stores Ltd,£20.00,Communities,16/11/2021
49466,Www Anyvan Com,£95.83,Communities,17/11/2021
51258,Www Anyvan Com,£21.64,Communities,18/11/2021
4020,Amznmktplace Amazon.Co,£13.79,Communities,21/11/2021
19412,Www.Printerinks.Com,£49.57,Communities,12/11/2021
23203,The Royal British Lego,£18.50,Communities,18/11/2021
29861,The Makaton Charit,£97.22,People,09/11/2021
19302,Epay.Ed.Ac.Uk,£30.00,People,16/11/2021
34440,Gnresound.Co.Uk,£183.33,People,16/11/2021
29978,The Makaton Charit,£66.67,People,23/11/2021
10147,Paypal *schooldevel,£79.17,People,30/11/2021
16417,Thetrainline.Com,£131.96,Communities,10/11/2021
31453,Coventry Car Park,£10.00,Communities,10/11/2021
32366,Sumup *abdi Taxi,£22.55,Communities,16/11/2021
30474,Gear4music,£249.17,Resources,09/11/2021
10976,Amznmktplace Amazon.Co,£15.75,Resources,10/11/2021
15896,Amznmktplace,£216.67,Resources,10/11/2021
23953,Nearway Driver Trainin,£452.50,Resources,11/11/2021
23953,Nearway Driver Trainin,£152.00,Resources,11/11/2021
7148,Amznmktplace,£4.75,Resources,19/11/2021
21434,C2e798700692g Ukvi,"£3,199.00",Resources,12/11/2021
48488,"Formstack, Llc",£79.78,Resources,29/11/2021
3342105156,,£2.19,Resources,30/11/2021
50126,Apple.Com/Uk,£44.83,Resources,09/11/2021
14211,Apple.Com/Uk,-£44.83,Resources,20/11/2021
29687,Co-Op Group Food,£19.24,People,19/11/2021
35225,Homebase Ltd,£11.25,People,30/11/2021
18232,Amazon.Co.Uk*9u8jz5pf5,£196.27,Communities,29/11/2021
26892,Higham Lane Food & Win,£2.76,People,22/11/2021
7636,Post Office Counter,£4.85,People,22/11/2021
29677,Asda Stores 5757,£16.67,People,10/11/2021
5235,Caffe Nero Nuneaton,£2.62,People,30/11/2021
7567,Amznmktplace,£17.41,Communities,12/11/2021
37534,Robert Dyas Holdng Ltd,£16.66,Communities,23/11/2021
12602,Amazon.Co.Uk*629ds57n5,£12.32,Communities,29/11/2021
24462,Halfords On Line,£285.71,People,11/11/2021
24466,Halfords On Line,£28.57,People,11/11/2021
3614,Post Office Counter,£2.25,People,14/11/2021
48066,Hotel At Booking.Com,£59.11,People,23/11/2021
34375,Www.Nisbets.Com,£129.98,Communities,11/11/2021
34384,Www.Instantprint.C,£88.05,Communities,23/11/2021
35117,Www.Coventry.Gov.Uk,-£11.00,Resources,09/11/2021
26499,Gen Register Office,£11.00,Resources,10/11/2021
33505,Www.Coventry.Gov.Uk,£11.00,Resources,10/11/2021
19487,Wp-Warwickshire Co,£11.00,Resources,11/11/2021
35148,Www.Coventry.Gov.Uk,£11.00,Resources,11/11/2021
40377,Westminster City Counc,£16.00,Resources,11/11/2021
13111,Wp-Warwickshire Co,£11.00,Resources,12/11/2021
22547,Gen Register Office,£22.00,Resources,15/11/2021
29219,Www.Coventry.Gov.Uk,£11.00,Resources,15/11/2021
29222,Www.Coventry.Gov.Uk,£11.00,Resources,15/11/2021
29225,Www.Coventry.Gov.Uk,£11.00,Resources,15/11/2021
25700,Gen Register Office,£11.00,Resources,17/11/2021
26069,Gen Register Office,£44.00,Resources,18/11/2021
26073,Gen Register Office,£11.00,Resources,18/11/2021
14243,Wp-Warwickshire Co,£11.00,Resources,19/11/2021
13011,Wp-Warwickshire Co,£11.00,Resources,23/11/2021
37500,City Of Wolverhampton,£16.00,Resources,23/11/2021
10950,Wp-Warwickshire Co,£11.00,Resources,26/11/2021
10151,Wp-Warwickshire Co,£11.00,Resources,29/11/2021
22531,Gen Register Office,£11.00,Resources,29/11/2021
7156,Gen Register Office,-£11.00,Resources,29/11/2021
46017,The Institution Of Fir,£136.00,Fire and Rescue,17/11/2021
30213,Regency Taxis,£65.00,People,10/11/2021
19220,Hm Passport Office,£75.50,People,25/11/2021
2491,Puregym Limited,£165.99,People,25/11/2021
31599,Www.Coventry.Gov.Uk,£11.00,People,25/11/2021
6766,Www.Beds.Co.Uk,£190.83,People,30/11/2021
24575,Travelodge Gb0000,£114.20,People,19/11/2021
19932,Enterprise Rent A Car,£60.28,People,11/11/2021
17402,Enterprise Rent A Car,£37.73,People,12/11/2021
17405,Enterprise Rent A Car,£54.84,People,12/11/2021
17422,Enterprise Rent A Car,£54.84,People,12/11/2021
11305,Thetrainline.Com,£12.20,People,17/11/2021
20790,De Vere Staverton Esta,£79.11,People,17/11/2021
19873,Enterprise Rent,£28.92,People,18/11/2021
30579,Travelodge Gb0000,£213.30,People,18/11/2021
30579,Travelodge Gb0000,£3.99,People,18/11/2021
5253,Enterprise Rent A Car,£25.22,People,20/11/2021
7101,Thetrainline.Com,£79.48,People,22/11/2021
8021,Trainline.Com,£10.78,People,22/11/2021
19903,Enterprise Rent A Car,£24.55,People,23/11/2021
19906,Enterprise Rent A Car,£32.19,People,23/11/2021
20834,Enterprise Rent A Car,-£24.32,People,23/11/2021
23806,Premier Inn44028215,£37.33,People,23/11/2021
20837,Enterprise Rent A Car,£29.67,People,24/11/2021
15828,Enterprise Rent A Car,£27.72,People,26/11/2021
6967,Thetrainline.Com,£13.93,People,26/11/2021
9790,Premier Inn44015160,£53.33,People,26/11/2021
6048,Enterprise Rent A Car,£76.10,People,27/11/2021
6051,Enterprise Rent A Car,-£37.62,People,27/11/2021
6087,Enterprise Rent A Car,£49.34,People,27/11/2021
8577,Trainline.Com,£10.78,People,29/11/2021
3526,Thetrainline.Com,£79.48,People,30/11/2021
5091,Intelligence Analysis,£227.00,Communities,24/11/2021
392,Argos Ltd,£127.45,Communities,26/11/2021
24447,Arco Limited (Ahpp),£14.99,Communities,11/11/2021
18987,Www.Aat-Org.Uk,£167.00,Communities,22/11/2021
26242,Coventry T/O,£6.90,People,15/11/2021
37601,Argos Ltd,£119.96,People,15/11/2021
17835,Tesco Gift Card,£15.00,People,16/11/2021
44433,City Cars Glasgow,£500.00,People,16/11/2021
11388,Post Office Counter,£21.12,People,17/11/2021
36176,Www.Ucas.Com,£26.50,People,17/11/2021
47881,McDonalds 931,£9.68,People,17/11/2021
22751,Costa Coffee 43040635,£3.20,People,23/11/2021
28578,Adsa Stores Ltd 4231,£28.97,People,23/11/2021
3302,Amazon Prime*l51oa9ee5,£7.99,People,27/11/2021
33715,Kfc Nuneaton North Dt,£0.27,People,09/11/2021
33719,Kfc Nuneaton North Dt,£6.30,People,09/11/2021
103,Kings Will Dream Order,£69.12,People,13/11/2021
7644,Www.Wmca.Org.Uk,£92.00,People,13/11/2021
22169,Amznmktplace,£36.64,People,24/11/2021
37553,Argos Ltd,£234.12,People,15/11/2021
4530,Silver Street Cafe,£8.18,People,18/11/2021
27067,Marks&spencer Plc,£3.76,People,24/11/2021
14637,Disclosure & Barring,£13.00,Communities,11/11/2021
14641,Disclosure & Barring,£13.00,Communities,11/11/2021
15985,Tesco Store 3370,£35.69,Communities,19/11/2021
12862,Disclosure & Barring,£13.00,Communities,23/11/2021
15181,Amznmktplace,£21.57,Communities,11/11/2021
21848,Cartridge Save,£28.89,Communities,11/11/2021
34070,Picturesque,£65.00,Communities,12/11/2021
5482,Posturite Ltd,£104.10,Communities,12/11/2021
5287,Amznmktplace,£58.32,Communities,14/11/2021
20378,Amazon.Co.Uk*ai7ly29l5,£11.51,Communities,16/11/2021
5331,Amznmktplace,£7.49,Communities,18/11/2021
2603,Amznmktplace,£20.98,Communities,22/11/2021
14835,Amznmktplace,£12.99,Communities,23/11/2021
38862,Www.Theworks.Co.Uk,£15.00,Communities,29/11/2021
13207,Boohoo.Com,£88.32,Resources,09/11/2021
26422,Currys Online,£166.66,Resources,09/11/2021
32542,Jd Sports Internet,£35.82,Resources,09/11/2021
12680,Stagecoach Service,£93.00,Resources,10/11/2021
36407,Argos Ltd,£158.32,Resources,11/11/2021
10431,Amazon.Co.Uk*3c6zo6wy5,£21.56,Resources,15/11/2021
10431,Amazon.Co.Uk*3c6zo6wy5,£3.90,Resources,15/11/2021
10431,Amazon.Co.Uk*3c6zo6wy5,£5.81,Resources,15/11/2021
22615,Marks&spencer Plc,£70.00,Resources,15/11/2021
35370,Argos Ltd,£57.45,Resources,16/11/2021
5907,Blacks Outdoor Retail,£28.49,Resources,16/11/2021
12979,Rugby Bareboards Trust,£90.00,Resources,23/11/2021
37044,Argos Ltd,£58.32,Resources,24/11/2021
17483,T K Maxx,£49.99,Resources,25/11/2021
25306,Matalan.Co.Uk,£55.83,Resources,26/11/2021
18706,Next Directory,£57.49,Resources,30/11/2021
3614,Paradise Carpets Furni,£250.00,Resources,30/11/2021
3041,Amznmktplace Amazon.Co,£9.90,Resources,12/11/2021
3574,Amazon.Co.Uk*5h8vr3f85,£15.86,Resources,13/11/2021
9515,Amznmktplace Amazon.Co,£9.17,Resources,15/11/2021
8997,Nuneaton Carpet Centre,£245.83,Resources,23/11/2021
35722,Www.Cipfa.Org.Uk,£343.50,Resources,10/11/2021
15140,Www.Local.Gov.Uk,£495.00,Resources,23/11/2021
23741,Premier Inn44034360,-£89.33,Resources,29/11/2021
15771,Amazon.Co.Uk*ms7zc3u75,£12.48,Resources,23/11/2021
1292,Amznmktplace,£183.48,Resources,24/11/2021
12728,Amznmktplace,£34.99,Resources,26/11/2021
7977,Amznmktplace,£83.32,Resources,26/11/2021
1044,Amazon.Co.Uk*ql4sv9wz5,£87.49,Resources,30/11/2021
19842,Www.Cgpbooks.Co.Uk,£80.00,Communities,15/11/2021
19845,Www.Cgpbooks.Co.Uk,£9.65,Communities,15/11/2021
27598,Royal Mail Online Shop,£376.00,Communities,17/11/2021
15110,Amznmktplace,£25.00,Communities,18/11/2021
4365,Amznmktplace,£35.82,Communities,22/11/2021
12935,Amznmktplace Amazon.Co,£13.12,Communities,23/11/2021
26678,Royal Mail Online Shop,£99.50,Communities,23/11/2021
25237,Amznmktplace,£19.13,Communities,29/11/2021
52372,Etsy,£41.74,Resources,24/11/2021
25559,Amznmktplace,£12.14,Resources,29/11/2021
17714,Www.Local.Gov.Uk,£990.00,Fire and Rescue,09/11/2021
6568,Paypal *silverbirch,£43.71,Fire and Rescue,23/11/2021
7771,Amznmktplace,£33.90,Fire and Rescue,26/11/2021
10666,Hobbycraft Trading Lim,£114.31,Communities,19/11/2021
10669,Hobbycraft Trading Lim,£406.52,Communities,19/11/2021
14863,Amazon.Co.Uk*ul6c79sj5,£146.79,Communities,11/11/2021
15135,Amazon.Co.Uk*oj7i13lb5,£5.94,Communities,11/11/2021
15237,Amazon.Co.Uk*3t0o73tm5,£20.30,Communities,11/11/2021
15498,Amazon.Co.Uk*rf0aq6hq5,£70.28,Communities,11/11/2021
5311,Amazon.Co.Uk*bm17y3rn5,£5.99,Communities,12/11/2021
12702,Amznmktplace,£12.33,Communities,16/11/2021
14629,Amazon.Co.Uk*gd2m91cp5,£9.99,Communities,18/11/2021
3306,Amazon.Co.Uk*eh3ru98d5,£14.99,Communities,18/11/2021
44953,Ab* Abebooks.Uk Jxsj9q,-£8.94,Communities,19/11/2021
2009,Amazon.Co.Uk*9u9o200w5,£31.98,Communities,20/11/2021
1360,Amazon.Co.Uk*p79fv7g85,£32.61,Communities,21/11/2021
1961,Amazon.Co.Uk*2b10c6m15,£107.91,Communities,21/11/2021
16095,Amazon.Co.Uk*fm2gk38m5,£23.99,Communities,23/11/2021
5850,Paypal *austinmacau,£82.48,Communities,23/11/2021
12546,Amazon.Co.Uk*rv41j4nn5,£17.28,Communities,25/11/2021
13619,Amazon.Co.Uk*0a7yi6ot5,£22.98,Communities,25/11/2021
3249,Amznmktplace,£18.94,Communities,30/11/2021
6043,Amznmktplace,£29.22,Communities,30/11/2021
12628,Plantool Hire Centres,"£2,099.40",Communities,30/11/2021
13514,Tesco Stores 2325,£7.55,Resources,26/11/2021
19392,T K Maxx,£19.98,Resources,26/11/2021
28845,Www.Roseandcrownwarwic,£145.78,People,18/11/2021
24207,Travelodge Gb0000,£48.04,People,19/11/2021
24942,The Rose And Crown,£71.11,People,25/11/2021
45293,Holiday Inn,£367.47,People,25/11/2021
48557,McDonalds,£0.99,People,10/11/2021
158,Amznmktplace,£50.67,Communities,17/11/2021
22050,Arc Media (Midlands) L,£95.00,Communities,23/11/2021
3304,Building & Plumb Supp,£92.42,Communities,16/11/2021
6975,Building & Plumb Supp,£357.52,Communities,22/11/2021
10560,Building & Plumb Supp,£165.26,Communities,24/11/2021
6870,Building & Plumb Supp,£103.48,Communities,25/11/2021
1194,Building & Plumb Supp,£28.50,Communities,30/11/2021
10347,Paypal *weldinggase,£106.49,Communities,25/11/2021
20498,Www.Worldofpower.Co.Uk,£81.42,Communities,25/11/2021
12432,St John Ambulance,£240.00,Communities,14/11/2021
1186,Angling Trust Ltd,£35.00,Communities,29/11/2021
14908,The Old Tool Store,£240.83,Communities,16/11/2021
15259,The Old Tool Store,£157.50,Communities,19/11/2021
24396,Arco Limited (Ahpp),£46.43,Communities,17/11/2021
26302,Arco Limited (Ahpp),£11.40,Communities,29/11/2021
119,Sportsdirect.Com,£96.99,People,30/11/2021
45384,Bookerecomm,£44.50,Communities,09/11/2021
41284,Aws Emea,£23.20,Communities,12/11/2021
41305,Aws Emea,£24.12,Communities,12/11/2021
41326,Aws Emea,£24.12,Communities,12/11/2021
41331,Aws Emea,£24.12,Communities,12/11/2021
41336,Aws Emea,£23.20,Communities,12/11/2021
