Transaction,Supplier,Net,Directorate,Date
Number,,Amount,,
9030,Www.Keycraftuk.Com,£197.64,Communities,12/11/2021
11762,Bookerecomm,£58.28,Communities,13/11/2021
8424,Amazon.Co.Uk*v35ld1l95,£18.51,Communities,14/11/2021
29434,Lyme Bay Cider Co,£426.96,Communities,15/11/2021
3192205270,,£0.64,Communities,15/11/2021
3192205280,,£0.66,Communities,15/11/2021
3192205290,,£0.66,Communities,15/11/2021
3192205300,,£0.66,Communities,15/11/2021
3192205310,,£0.64,Communities,15/11/2021
44709,Bookerecomm,£432.86,Communities,16/11/2021
16033,Tesco Store 3370,£6.00,Communities,19/11/2021
2870,Amznmktplace Amazon.Co,£29.90,Communities,19/11/2021
11371,Bookerecomm,£124.06,Communities,20/11/2021
11672,Bookerecomm,£92.40,Communities,27/11/2021
26725,Lyme Bay Cider Co,-£128.09,Communities,29/11/2021
18979,Costa Leamington Spa D,£4.50,People,30/11/2021
34307,Ao Retail Limited,£367.00,People,11/11/2021
11005,Amznmktplace,£73.96,People,12/11/2021
4642,Amznmktplace,£16.73,People,12/11/2021
38792,Dvla Driver Online,£34.00,People,25/11/2021
10596,Puregym Limited,£152.99,People,19/11/2021
26438,Lidl Gb Nuneaton,£9.86,People,09/11/2021
30270,Coventry City Council,£6.00,People,09/11/2021
45139,Metropolis,£2.95,People,09/11/2021
18886,Stagecoach Bus,£15.00,People,15/11/2021
17757,Stagecoach Bus,£15.00,People,22/11/2021
28034,Lidl Gb Nuneaton,£5.78,People,23/11/2021
31334,Asda Stores 5757,£21.72,People,24/11/2021
47748,Parking Fee,£2.00,People,24/11/2021
21516,Stagecoach Bus,£15.00,People,30/11/2021
