Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
206314,Total Gas & Power Ltd,51420102,R2102,Energy Costs,670.24,08/08/2018,Schools
206314,Total Gas & Power Ltd,51420009,R2102,Energy Costs,685.70,10/08/2018,Schools
206314,Total Gas & Power Ltd,51426567,R2102,Energy Costs,704.91,21/08/2018,Resources
206314,Total Gas & Power Ltd,51421262,R2102,Energy Costs,710.55,10/08/2018,Resources
206314,Total Gas & Power Ltd,51426562,R2102,Energy Costs,715.47,20/08/2018,Resources
206314,Total Gas & Power Ltd,51418896,R2102,Energy Costs,743.46,10/08/2018,Communities
206314,Total Gas & Power Ltd,51425144,R2102,Energy Costs,747.77,10/08/2018,Resources
206314,Total Gas & Power Ltd,51426565,R2102,Energy Costs,754.15,21/08/2018,Resources
206314,Total Gas & Power Ltd,51422275,R2102,Energy Costs,761.39,10/08/2018,Schools
206314,Total Gas & Power Ltd,51426566,R2102,Energy Costs,782.91,21/08/2018,Resources
206314,Total Gas & Power Ltd,51426559,R2102,Energy Costs,810.28,21/08/2018,Resources
206314,Total Gas & Power Ltd,51418644,R2102,Energy Costs,827.71,10/08/2018,Schools
206314,Total Gas & Power Ltd,51426563,R2102,Energy Costs,837.57,21/08/2018,Resources
206314,Total Gas & Power Ltd,51421310,R2102,Energy Costs,859.92,10/08/2018,Resources
206314,Total Gas & Power Ltd,51426568,R2102,Energy Costs,863.88,21/08/2018,Resources
206314,Total Gas & Power Ltd,51421300,R2102,Energy Costs,904.26,10/08/2018,Resources
206314,Total Gas & Power Ltd,51418606,R2102,Energy Costs,937.29,10/08/2018,Schools
206314,Total Gas & Power Ltd,51418894,R2102,Energy Costs,1024.72,10/08/2018,Communities
206314,Total Gas & Power Ltd,51426561,R2102,Energy Costs,1075.28,21/08/2018,Resources
206314,Total Gas & Power Ltd,51421264,R2102,Energy Costs,1128.15,10/08/2018,Resources
206314,Total Gas & Power Ltd,51421288,R2102,Energy Costs,1181.57,10/08/2018,Resources
206314,Total Gas & Power Ltd,51420637,R2102,Energy Costs,1186.31,10/08/2018,Schools
206314,Total Gas & Power Ltd,51426560,R2102,Energy Costs,1196.01,21/08/2018,Resources
206314,Total Gas & Power Ltd,51421260,R2102,Energy Costs,1347.50,10/08/2018,Resources
206314,Total Gas & Power Ltd,51422854,R2102,Energy Costs,1857.83,10/08/2018,People Group
206314,Total Gas & Power Ltd,51421298,R2102,Energy Costs,1896.84,10/08/2018,Resources
206314,Total Gas & Power Ltd,51424132,R5702,Payments to External Contractors,2488.13,10/08/2018,Communities
206314,Total Gas & Power Ltd,51421276,R2102,Energy Costs,2507.01,10/08/2018,Resources
206314,Total Gas & Power Ltd,51421313,R2102,Energy Costs,2783.88,10/08/2018,Resources
206314,Total Gas & Power Ltd,51421361,R2102,Energy Costs,2942.93,10/08/2018,Resources
206314,Total Gas & Power Ltd,51420070,R2102,Energy Costs,5638.44,14/08/2018,Communities
206314,Total Gas & Power Ltd,51424131,R5702,Payments to External Contractors,13454.89,10/08/2018,Communities
206314,Total Gas & Power Ltd,51421267,R2102,Energy Costs,13874.10,10/08/2018,Resources
206292,Traffic Management & Safety Ltd t/a TMS Consultancy,51424096,R1601,Training,570.00,24/08/2018,Communities
206354,Trend Control Systems Ltd,51430193,R2023,Property Services Mechanical (LM),700.40,31/08/2018,Resources
206354,Trend Control Systems Ltd,51429573,R2023,Property Services Mechanical (LM),702.30,31/08/2018,Resources
206354,Trend Control Systems Ltd,51429538,R2023,Property Services Mechanical (LM),994.13,31/08/2018,Resources
206354,Trend Control Systems Ltd,51428384,R2023,Property Services Mechanical (LM),1116.78,31/08/2018,Resources
206354,Trend Control Systems Ltd,51430178,R2023,Property Services Mechanical (LM),1519.39,31/08/2018,Resources
206354,Trend Control Systems Ltd,51426197,C1030,"New Construction, Conversion & Renovation",1714.20,29/08/2018,Capital
206354,Trend Control Systems Ltd,51430188,R2023,Property Services Mechanical (LM),1928.42,31/08/2018,Resources
213006,Trinity Court Surgery,51431772,R5702,Payments to External Contractors,700.00,30/08/2018,Communities
213006,Trinity Court Surgery,51431765,R5702,Payments to External Contractors,1224.02,30/08/2018,Communities
232178,TS Healthcare Ltd,51415516,R5459,Leaving Care Accommodation,5855.66,02/08/2018,People Group
221745,Tudor Grange Academies Trust,51430474,R6107,SEN Statements Funding,1021.00,21/08/2018,Communities
206391,Turner & Townsend Project Management Ltd,51417147,R2002,Building Maintenance,4576.00,08/08/2018,Resources
100211,Turning Point Services Ltd *TPS* (****5581)(VAT),51415599,R5807,Social Care Block Contracts,10664.00,03/08/2018,People Group
228911,Twinkl Ltd,51417035,R4030,Materials,583.30,08/08/2018,Schools
228911,Twinkl Ltd,51417486,R4702,Subscriptions To Organisations,583.30,08/08/2018,Schools
236834,Tyler Grange,51425718,R4409,Consultancy,775.00,30/08/2018,Resources
210566,Ucall Telecom Ltd,51420059,R4008,Equipment,1220.00,10/08/2018,Schools
227282,UK Fostering Ltd,51425568,R5822,Foster Care Payments - External Provision,2261.16,09/08/2018,People Group
230749,UKROEd Ltd,51417802,R4441,Professional Fees,66192.00,09/08/2018,Communities
230819,U-Neek Learning Ltd,51418802,R5702,Payments to External Contractors,665.00,10/08/2018,Communities
230819,U-Neek Learning Ltd,51418801,R5702,Payments to External Contractors,910.00,10/08/2018,Communities
230819,U-Neek Learning Ltd,51418796,R5702,Payments to External Contractors,1680.00,10/08/2018,Communities
230819,U-Neek Learning Ltd,51425098,R5702,Payments to External Contractors,1700.00,07/08/2018,Communities
230819,U-Neek Learning Ltd,51420849,R5702,Payments to External Contractors,4695.00,16/08/2018,Communities
230819,U-Neek Learning Ltd,51418530,R5702,Payments to External Contractors,8390.00,10/08/2018,Communities
208284,Uninterruptible Power Supplies Ltd,51421209,R2002,Building Maintenance,3680.00,17/08/2018,Fire and Rescue
220554,Unique Senior Care,51428980,R5843,Extra Care,1388.05,15/08/2018,People Group
220554,Unique Senior Care,51417037,R5807,Social Care Block Contracts,10084.95,03/08/2018,People Group
234295,Unison Integrated Technology Ltd,51432429,R2001,For use by schools only - Building Maintenance,2600.00,29/08/2018,Schools
235190,Unity MAT - Brooke School,51430007,R6107,SEN Statements Funding,726.00,20/08/2018,Communities
235190,Unity MAT - Brooke School,51430006,R6107,SEN Statements Funding,1814.00,20/08/2018,Communities
235190,Unity MAT - Brooke School,51418254,R4441,Professional Fees,3999.32,09/08/2018,Communities
235190,Unity MAT - Brooke School,51429815,R6106,Early Years Funding (PVIs and LA),6697.19,17/08/2018,Schools
235190,Unity MAT - Brooke School,51430003,R6107,SEN Statements Funding,140966.00,20/08/2018,Communities
235188,Unity MAT - Woodlands,51429817,R6106,Early Years Funding (PVIs and LA),2298.03,17/08/2018,Schools
235188,Unity MAT - Woodlands,51419408,R1102,Staffing / Secondment recharges,7364.54,10/08/2018,Communities
235188,Unity MAT - Woodlands,51430004,R6107,SEN Statements Funding,110805.00,20/08/2018,Communities
206436,Universal Care Services (UK) Ltd,51422757,R5805,Homecare - External Domiciliary,1182.48,14/08/2018,People Group
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51421425,R5702,Payments to External Contractors,565.00,03/08/2018,Communities
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51430974,R5702,Payments to External Contractors,673.33,22/08/2018,Communities
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51430977,R5702,Payments to External Contractors,861.00,22/08/2018,Communities
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51421422,R5702,Payments to External Contractors,920.00,03/08/2018,Communities
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51430979,R5702,Payments to External Contractors,2094.33,22/08/2018,Communities
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51421426,R5702,Payments to External Contractors,2268.00,03/08/2018,Communities
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51430978,R5702,Payments to External Contractors,2374.33,22/08/2018,Communities
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51421424,R5702,Payments to External Contractors,2973.00,03/08/2018,Communities
225003,University Hospitals Birmingham NHS Foundation Trust(****0236),51421427,R5702,Payments to External Contractors,5295.00,03/08/2018,Communities
206438,University Hospitals Coventry & Warwickshire NHS Trust,51426081,R4615,Coroner/Mortuary/Pathology Fees,20422.80,24/08/2018,Other Services
209302,University Of Warwick Science Park Ltd,51422994,R5702,Payments to External Contractors,2155.85,17/08/2018,Communities
209302,University Of Warwick Science Park Ltd,51427616,R5702,Payments to External Contractors,2171.15,31/08/2018,Communities
227894,Vectos (Microsim) Ltd,51420309,C1050,External Fees,1121.25,16/08/2018,Capital
227894,Vectos (Microsim) Ltd,51420309,C1050,External Fees,1587.50,16/08/2018,Capital
227894,Vectos (Microsim) Ltd,51420309,R4409,Consultancy,6941.00,16/08/2018,Communities
227894,Vectos (Microsim) Ltd,51420309,R4409,Consultancy,16194.01,16/08/2018,Communities
235349,Ventureserve Ltd,51431724,R5702,Payments to External Contractors,1420.00,31/08/2018,Communities
235349,Ventureserve Ltd,51431618,R5702,Payments to External Contractors,1750.00,31/08/2018,Communities
235349,Ventureserve Ltd,51431739,R2751,Grounds Maintenance,3120.00,31/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51425239,R5702,Payments to External Contractors,537.29,16/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51418840,R5702,Payments to External Contractors,567.16,01/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51424687,R5702,Payments to External Contractors,611.99,10/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51431617,R5702,Payments to External Contractors,729.72,30/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51425240,R5702,Payments to External Contractors,734.28,23/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51424464,R5702,Payments to External Contractors,870.96,16/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51419534,R5702,Payments to External Contractors,900.55,01/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51423359,R5702,Payments to External Contractors,1186.63,16/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51424446,R5702,Payments to External Contractors,1215.96,10/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51428069,R5702,Payments to External Contractors,1216.49,30/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51426396,R5702,Payments to External Contractors,1225.82,23/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51418839,R5702,Payments to External Contractors,1266.60,01/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51418841,R5702,Payments to External Contractors,1345.77,01/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51428382,R5702,Payments to External Contractors,1384.19,21/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51423374,R5702,Payments to External Contractors,1386.79,16/08/2018,Communities
