Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Directorate
999982,2nd Warwick Sea Scouts,51508954,R5501,Grants / Donations to External Organisations,"2,500.00",09/04/2019,Communities
207852,4imprint Direct Ltd,51499177,R4301,"Advertising, Publicity & Promotion","1,100.15",05/04/2019,People 
,A Line Coaches,15352,,,625.00,15/04/2019,Communites
237056,A2b Removals,51510878,R4607,Client Expenses,600.00,12/04/2019,People 
238269,AAT (GB) Ltd,51498367,R4008,Equipment - Access To Work,"5,391.00",05/04/2019,Communities
223099,Abacus Training Centre Ltd,51509186,R1601,Training,575.00,11/04/2019,Communities
223099,Abacus Training Centre Ltd,51509184,R1601,Training,"1,150.00",11/04/2019,Communities
223099,Abacus Training Centre Ltd,51509183,R1601,Training,"1,150.00",11/04/2019,Communities
223099,Abacus Training Centre Ltd,51504183,R4008,Equipment - Access To Work,690.00,18/04/2019,Communities
231359,Abbey Offices Park Ltd,51497826,R4015,Equipment Repair & Maintenance,"2,270.00",04/04/2019,Communities
209852,ABC Teachers Ltd,51505371,R1101,Agency Staff Pay,585.00,18/04/2019,Schools
201875,About Interiors Ltd t/a E & M Services,51505143,R2002,Building Maintenance,"2,057.50",18/04/2019,Communities
201875,About Interiors Ltd t/a E & M Services,51503920,R2002,Building Maintenance,669.50,18/04/2019,Communities
201875,About Interiors Ltd t/a E & M Services,51503916,R2002,Building Maintenance,"1,570.00",18/04/2019,Communities
201875,About Interiors Ltd t/a E & M Services,51505144,R2002,Building Maintenance,"3,910.00",18/04/2019,Communities
,Accident Express,4055,,,659.87,18/04/2019,Communites
236890,Acorn Children's Home (Branston) Ltd,51503133,R5806,Residential Care,"-19,906.43",03/04/2019,People 
200152,Action 21 (2010) Ltd t/a Action 21,51508780,R5208,Recycling/re-use Credits,"3,240.30",10/04/2019,Communities
200168,ADCS / The Association of Directors of Children's Services Ltd,51501067,R4702,Subscriptions To Organisations,"3,135.00",11/04/2019,Other Services
200169,Addaction - Henley House,51506685,R5702,Payments to External Contractors,"1,295.16",25/04/2019,Communities
200169,Addaction - Henley House,51507472,R5702,Payments to External Contractors,"1,332.64",26/04/2019,Communities
200169,Addaction - Henley House,51507483,R5702,Payments to External Contractors,"1,458.07",26/04/2019,Communities
226666,Advance Trust T/A The Kingfisher School,51488465,R6107,SEN Statements Funding,850.00,01/04/2019,Communities
226666,Advance Trust T/A The Kingfisher School,51488462,R6107,SEN Statements Funding,"5,350.00",01/04/2019,Communities
226666,Advance Trust T/A The Kingfisher School,51506692,R6107,SEN Statements Funding,"12,346.00",01/04/2019,Communities
226666,Advance Trust T/A The Kingfisher School,51448253,R6107,SEN Statements Funding,"-9,054.00",01/04/2019,Communities
226666,Advance Trust T/A The Kingfisher School,51488461,R6107,SEN Statements Funding,"1,400.00",01/04/2019,Communities
226666,Advance Trust T/A The Kingfisher School,51488464,R6107,SEN Statements Funding,850.00,01/04/2019,Communities
200188,Advanced Health & Care Ltd,51505976,R4513,Telephones & Broadband,-500.00,30/04/2019,People 
200188,Advanced Health & Care Ltd,51505959,R4513,Telephones & Broadband,500.00,30/04/2019,People 
200188,Advanced Health & Care Ltd,51515904,R4513,Telephones & Broadband,904.00,30/04/2019,People 
209397,AECOM Ltd,51505179,R4409,Consultancy,"42,968.43",18/04/2019,Communities
209397,AECOM Ltd,51507519,C1050,External Fees,"31,935.33",26/04/2019,Capital
234328,AFFPRO Solutions Ltd,51511910,R4409,Consultancy,"9,000.00",15/04/2019,People 
234328,AFFPRO Solutions Ltd,51511908,R4409,Consultancy,"9,000.00",15/04/2019,People 
200201,Age UK Warwickshire,51499613,R5807,Social Care Block Contracts,"12,916.66",05/04/2019,People 
200201,Age UK Warwickshire,51499106,R5807,Social Care Block Contracts,"1,846.00",05/04/2019,People 
200201,Age UK Warwickshire,51499118,R5807,Social Care Block Contracts,"4,615.00",05/04/2019,People 
200201,Age UK Warwickshire,51499108,R5807,Social Care Block Contracts,"4,615.00",05/04/2019,People 
200201,Age UK Warwickshire,51499111,R5807,Social Care Block Contracts,"1,907.69",05/04/2019,People 
200201,Age UK Warwickshire,51499107,R5807,Social Care Block Contracts,"1,907.69",05/04/2019,People 
231993,Aim Educational Ltd,51505183,R5702,Payments to External Contractors,800.00,18/04/2019,Communities
231993,Aim Educational Ltd,51507531,R5702,Payments to External Contractors,"6,600.00",26/04/2019,Communities
231993,Aim Educational Ltd,51507533,R5702,Payments to External Contractors,"6,600.00",26/04/2019,Communities
231993,Aim Educational Ltd,51513777,R5702,Payments to External Contractors,-875.00,26/04/2019,Communities
231993,Aim Educational Ltd,51507532,R5702,Payments to External Contractors,"1,320.00",26/04/2019,Communities
231993,Aim Educational Ltd,51507535,R5702,Payments to External Contractors,"1,320.00",26/04/2019,Communities
231993,Aim Educational Ltd,51507539,R5702,Payments to External Contractors,"3,625.00",26/04/2019,Communities
231993,Aim Educational Ltd,51507540,R5702,Payments to External Contractors,"6,600.00",26/04/2019,Communities
231993,Aim Educational Ltd,51507537,R5702,Payments to External Contractors,"4,125.00",26/04/2019,Communities
231993,Aim Educational Ltd,51507538,R5702,Payments to External Contractors,"10,197.00",26/04/2019,Communities
208797,Alcester Academy (ACAD) School,51514396,R6107,SEN Statements Funding,"4,980.00",26/04/2019,Communities
207814,Alcester Grammar School (Academy),51514430,R6107,SEN Statements Funding,"1,429.00",26/04/2019,Communities
200238,Alcium Software Ltd,51511210,R5702,Payments to External Contractors,"3,832.50",12/04/2019,Communities
238712,Aldi Stores Ltd - Corporate Bank Account,51515642,R5702,Payments to External Contractors,"1,500.00",29/04/2019,Communities
200252,A-Line Coaches Coventry Ltd,51511709,R3204,Home To School / College Transport,750.00,26/04/2019,Communities
200266,Aljac Fuelling Components Ltd,51507501,R4015,Equipment Repair & Maintenance,591.56,26/04/2019,Communities
235897,All Saints Leek Wootton - Coventry Diocese MAT,51514417,R6107,SEN Statements Funding,"1,388.00",26/04/2019,Communities
207709,Allen Ford,51513270,R4030,Materials,674.05,23/04/2019,Communities
230581,Alliantist Ltd,51508752,R4512,Software,"40,000.00",12/04/2019,People 
207773,Allstar Business Solutions Ltd,51507822,R3004,Repair & Maintenance Of Vehicles,"36,044.55",04/04/2019,Communities
200287,Alsters Kelley Solicitors Ltd,51512461,R4441,Professional Fees,"1,465.00",26/04/2019,People 
228595,Amelio Utilities (Gloucester) Ltd,51509236,R5702,Payments to External Contractors,"1,520.00",09/04/2019,Communities
228595,Amelio Utilities (Gloucester) Ltd,51509237,R5702,Payments to External Contractors,"5,083.20",09/04/2019,Communities
235474,Ameo Professional Services Ltd,51497645,R4409,Consultancy,"19,000.00",03/04/2019,Other Services
238135,Ancient Craft,51503956,R4030,Materials,820.00,18/04/2019,Communities
238271,Anjali Dance Company Ltd,51501021,R5702,Payments to External Contractors,"3,600.00",11/04/2019,Communities
238271,Anjali Dance Company Ltd,51502512,R5702,Payments to External Contractors,600.00,12/04/2019,Communities
200389,Apetito Ltd,51498146,R5807,Social Care Block Contracts,"14,529.90",04/04/2019,People 
237799,Apex Acoustics Ltd,51501555,C1050,External Fees,"2,460.00",12/04/2019,Capital
,Appian Trading Limited,33050,,,"2,820.00",12/04/2019,Communites
234649,Appoint Us Services (Midlands) CIC,51502819,R4441,Professional Fees,"1,012.50",17/04/2019,People 
234649,Appoint Us Services (Midlands) CIC,51502810,R4441,Professional Fees,517.05,17/04/2019,People 
235393,Aquobex,51507773,C1030,"New Construction, Conversion & Renovation","6,822.98",03/04/2019,Capital
235393,Aquobex,51507832,C1030,"New Construction, Conversion & Renovation","6,721.00",03/04/2019,Capital
235393,Aquobex,51507771,C1030,"New Construction, Conversion & Renovation","2,524.14",03/04/2019,Capital
235393,Aquobex,51507768,C1030,"New Construction, Conversion & Renovation",750.00,04/04/2019,Capital
235393,Aquobex,51515725,C1030,"New Construction, Conversion & Renovation","2,387.69",29/04/2019,Capital
235393,Aquobex,51515401,C1030,"New Construction, Conversion & Renovation","8,079.93",30/04/2019,Capital
233488,Arbour Cross Associates Ltd,51497659,R5702,Payments to External Contractors,"4,397.73",03/04/2019,Communities
213826,Arbury Medical Centre,51515013,R5702,Payments to External Contractors,532.00,30/04/2019,Communities
235309,Arc Electrical (Design and Installations) Ltd (****0168),51503943,R2002,Building Maintenance,616.66,18/04/2019,Communities
200419,Arden Construction Ltd,51504791,R2022,Property Services Building (LB),"13,155.23",02/04/2019,Resources
200419,Arden Construction Ltd,51504949,C1030,"New Construction, Conversion & Renovation","1,293.83",03/04/2019,Capital
200419,Arden Construction Ltd,51506072,C1030,"New Construction, Conversion & Renovation","38,696.77",05/04/2019,Capital
200419,Arden Construction Ltd,51508766,C1030,"New Construction, Conversion & Renovation","20,814.51",09/04/2019,Capital
200419,Arden Construction Ltd,51508770,C1030,"New Construction, Conversion & Renovation","3,317.73",10/04/2019,Capital
200419,Arden Construction Ltd,51508765,R2022,Property Services Building (LB),"-5,753.47",10/04/2019,Resources
200419,Arden Construction Ltd,51508767,R2022,Property Services Building (LB),"2,106.50",10/04/2019,Resources
200419,Arden Construction Ltd,51508771,R2022,Property Services Building (LB),"5,753.47",10/04/2019,Resources
200419,Arden Construction Ltd,51508768,R2022,Property Services Building (LB),"1,345.33",10/04/2019,Resources
200419,Arden Construction Ltd,51508769,R2022,Property Services Building (LB),"5,734.93",12/04/2019,Resources
200419,Arden Construction Ltd,51511217,C1030,"New Construction, Conversion & Renovation","16,581.40",23/04/2019,Capital
200419,Arden Construction Ltd,51512096,C1030,"New Construction, Conversion & Renovation","84,197.29",25/04/2019,Capital
200419,Arden Construction Ltd,51513798,C1030,"New Construction, Conversion & Renovation","64,000.00",26/04/2019,Capital
200419,Arden Construction Ltd,51513803,C1030,"New Construction, Conversion & Renovation","47,676.50",30/04/2019,Capital
200419,Arden Construction Ltd,51513801,C1030,"New Construction, Conversion & Renovation","28,345.81",30/04/2019,Capital
200419,Arden Construction Ltd,51513802,R2022,Property Services Building (LB),"3,386.25",30/04/2019,Resources
200419,Arden Construction Ltd,51513785,C1030,"New Construction, Conversion & Renovation","17,321.15",30/04/2019,Capital
236288,Arden Fields School (Academy),51512132,R6107,SEN Statements Funding,"38,696.00",16/04/2019,Communities
200429,Argos Business Solutions Ltd (****9518),51497477,R4008,Equipment - Access To Work,"1,393.23",03/04/2019,Resources
200429,Argos Business Solutions Ltd (****9518),51500287,R4008,Equipment - Access To Work,"1,312.62",10/04/2019,Resources
200429,Argos Business Solutions Ltd (****9518),51502888,R4008,Equipment - Access To Work,"1,388.36",17/04/2019,Resources
200429,Argos Business Solutions Ltd (****9518),51505890,R4008,Equipment - Access To Work,"2,105.79",24/04/2019,Resources
200441,Arriva Midlands North Ltd (****4814),51515101,R5704,Public Transport,"22,210.00",25/04/2019,Communities
219768,Art of Brilliance Ltd,51512434,R1601,Training,"4,721.00",18/04/2019,Resources
219768,Art of Brilliance Ltd,51512437,R1601,Training,"3,517.00",18/04/2019,Resources
219768,Art of Brilliance Ltd,51507218,R1601,Training,"1,500.00",30/04/2019,Resources
213431,Ash Green School & Arts College (Academy),51514437,R6107,SEN Statements Funding,"1,551.00",26/04/2019,Communities
236184,Ashby and Croft Manufacturing Ltd,51499243,C1030,"New Construction, Conversion & Renovation","1,168.70",04/04/2019,Capital
236184,Ashby and Croft Manufacturing Ltd,51499257,C1030,"New Construction, Conversion & Renovation","5,408.24",05/04/2019,Capital
208346,Ashe Construction Ltd,51504950,C1030,"New Construction, Conversion & Renovation","329,873.18",03/04/2019,Capital
208346,Ashe Construction Ltd,51508758,C1030,"New Construction, Conversion & Renovation","9,343.00",08/04/2019,Capital
209807,Ashlawn School Academy Trust,51514378,R6107,SEN Statements Funding,"8,609.00",26/04/2019,Communities
237417,Asian Fire Service Association,51503506,R1401,Professional Subscriptions,900.00,12/04/2019,Communities
200472,Aspire People Ltd,51499546,R1101,Agency Staff Pay,"1,813.00",05/04/2019,Schools
200472,Aspire People Ltd,51502504,R1101,Agency Staff Pay,"1,515.00",12/04/2019,Schools
200472,Aspire People Ltd,51505414,R1101,Agency Staff Pay,"1,247.00",18/04/2019,Schools
214538,Aspire Sports Health & Fitness Ltd,51499054,R4441,Professional Fees,540.00,05/04/2019,Schools
214538,Aspire Sports Health & Fitness Ltd,51501681,R4441,Professional Fees,"1,181.45",12/04/2019,Schools
227903,Asset Utilities Ltd,51498740,R4409,Consultancy,"1,000.00",04/04/2019,Resources
208492,Atkins Ltd,51505920,C1050,External Fees,"18,078.56",08/04/2019,Capital
200502,Atkins Ltd  t/a Faithful Gould,51501770,R1101,Agency Staff Pay,"3,317.06",04/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51499749,R4409,Consultancy,"1,603.67",05/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51499221,R4409,Consultancy,"1,700.00",05/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51501771,R1101,Agency Staff Pay,"2,165.44",12/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51502077,R4409,Consultancy,"7,160.56",12/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51502069,R4409,Consultancy,"5,850.00",12/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51502154,R4409,Consultancy,"6,013.35",12/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51502070,R4409,Consultancy,"4,100.00",12/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51501772,R4409,Consultancy,"3,113.97",12/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51514451,R4409,Consultancy,"6,815.00",24/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51506280,R4409,Consultancy,"1,390.00",24/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51514450,R4409,Consultancy,"29,500.00",24/04/2019,Communities
200502,Atkins Ltd  t/a Faithful Gould,51506980,C1050,External Fees,"28,609.42",26/04/2019,Capital
200502,Atkins Ltd  t/a Faithful Gould,51507750,R4409,Consultancy,520.74,26/04/2019,Communities
200505,ATS Euromaster Ltd,51510766,R3004,Repair & Maintenance Of Vehicles,"5,235.70",30/04/2019,Communities
235611,Authors Aloud UK Ltd,51503593,R4441,Professional Fees,649.00,08/04/2019,Schools
213655,Automation Experts Ltd,51506984,R4030,Materials,844.06,01/04/2019,Other Services
213655,Automation Experts Ltd,51513960,R4030,Materials,844.06,24/04/2019,Other Services
216249,Avonside Health Centre,51515033,R5702,Payments to External Contractors,961.73,30/04/2019,Communities
233756,AXCIS Education,51498488,R1101,Agency Staff Pay,758.05,05/04/2019,Communities
233756,AXCIS Education,51499012,R1101,Agency Staff Pay,590.00,05/04/2019,Communities
233756,AXCIS Education,51500579,R1101,Agency Staff Pay,606.44,11/04/2019,Communities
233756,AXCIS Education,51504625,R1101,Agency Staff Pay,549.50,18/04/2019,Communities
213427,Aylesford School And Sixth Form College (Academy),51514424,R6107,SEN Statements Funding,"3,685.00",26/04/2019,Communities
200554,B H M Compak Radiators,51500927,R4030,Materials,625.00,03/04/2019,Communities
209620,B Line Plant Ltd,51500179,R4409,Consultancy,"1,760.00",05/04/2019,Communities
209620,B Line Plant Ltd,51505646,R4008,Equipment - Access To Work,"6,200.00",18/04/2019,Communities
200576,Badenoch & Clark Ltd,51507786,R1101,Agency Staff Pay,"2,445.00",04/04/2019,Resources
200576,Badenoch & Clark Ltd,51507784,R1101,Agency Staff Pay,"2,445.00",04/04/2019,Resources
200576,Badenoch & Clark Ltd,51507778,R1101,Agency Staff Pay,"2,445.00",04/04/2019,Resources
200576,Badenoch & Clark Ltd,51507799,R1101,Agency Staff Pay,"1,959.75",04/04/2019,People 
200576,Badenoch & Clark Ltd,51507796,R1101,Agency Staff Pay,"2,110.50",04/04/2019,People 
200576,Badenoch & Clark Ltd,51507792,R1101,Agency Staff Pay,"1,206.00",04/04/2019,People 
200576,Badenoch & Clark Ltd,51510025,R1101,Agency Staff Pay,"2,445.00",10/04/2019,Resources
200576,Badenoch & Clark Ltd,51510022,R1101,Agency Staff Pay,"2,445.00",10/04/2019,Resources
200576,Badenoch & Clark Ltd,51510031,R1101,Agency Staff Pay,"1,959.75",17/04/2019,People 
200576,Badenoch & Clark Ltd,51512607,R1101,Agency Staff Pay,"2,445.00",17/04/2019,Resources
200576,Badenoch & Clark Ltd,51512604,R1101,Agency Staff Pay,"2,445.00",17/04/2019,Resources
200576,Badenoch & Clark Ltd,51512598,R1101,Agency Staff Pay,"1,507.50",17/04/2019,People 
200576,Badenoch & Clark Ltd,51512031,R4409,Consultancy,603.00,25/04/2019,People 
200576,Badenoch & Clark Ltd,51514347,R4409,Consultancy,"1,206.00",25/04/2019,People 
200576,Badenoch & Clark Ltd,51515662,R1101,Agency Staff Pay,875.00,29/04/2019,Resources
212397,Baginton Fields School,51498199,R6107,SEN Statements Funding,"5,731.62",04/04/2019,Communities
222865,Balfour Beatty Civil Engineering Ltd (****6726),51497653,C1030,"New Construction, Conversion & Renovation","30,499.84",01/04/2019,Capital
,Balfour Beatty Living Places,,DP dealt with coding,,"3,375,205.56",15/04/2019,Communities
200589,Balfour Beatty Living Places Ltd (****2460),51511612,R5702,Payments to External Contractors,"3,444,568.80",15/04/2019,Communities
221969,Band Hatton Button LLP,51515126,R4928,Other Insurance Claims,"10,905.00",25/04/2019,Other Services
233407,Bang the Drum Productions Ltd,51498913,R4301,"Advertising, Publicity & Promotion","1,975.00",05/04/2019,Resources
205913,Banner Group Ltd,51497474,R2704,"Cleaning, Domestic & Caretaking Services / Supplies","1,090.00",01/04/2019,Resources
205913,Banner Group Ltd,51498700,R4313,Stationery & Paper,616.86,03/04/2019,Communities
205913,Banner Group Ltd,51505153,R2704,"Cleaning, Domestic & Caretaking Services / Supplies",512.90,18/04/2019,Resources
200609,Barjane Ltd,51507894,R2201,Rents & Lettings,"9,125.00",03/04/2019,Resources
200612,Barnardo's (****9215),51502336,R1601,Training,995.00,12/04/2019,People 
229039,Bauer Radio Ltd (****2068),51506881,R5802,Substitute Care,"1,166.66",24/04/2019,People 
999982,Bedworth Cricket Club,51508955,R5501,Grants / Donations to External Organisations,525.00,09/04/2019,Communities
200655,Bedworth Rugby and Nuneaton Citizens Advice Bureau,51497635,R5702,Payments to External Contractors,"30,000.00",03/04/2019,Communities
208848,Beeline Community Transport,51511713,R3206,Client/Customer/Pupil Travel,"2,545.00",26/04/2019,Communities
207802,Best Practice Network Ltd,51504223,R1601,Training,"2,250.00",18/04/2019,Schools
230921,BID Services,51503200,R4441,Professional Fees,696.00,12/04/2019,People 
221218,Bidford Health Centre,51515032,R5702,Payments to External Contractors,756.00,30/04/2019,Communities
221218,Bidford Health Centre,51515064,R5702,Payments to External Contractors,612.01,30/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51508675,R5206,Excess / Bulk haulage,-810.12,05/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51508695,R5206,Excess / Bulk haulage,-581.55,05/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51501518,R5702,Payments to External Contractors,"21,270.31",05/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51502856,R5702,Payments to External Contractors,"22,567.91",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51502861,R5702,Payments to External Contractors,"27,779.71",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51503177,R5206,Excess / Bulk haulage,"5,424.14",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51503182,R5206,Excess / Bulk haulage,"4,548.33",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51504822,R4010,Equipment Hire,"1,131.86",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51504827,R4010,Equipment Hire,985.60,12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51503174,R5206,Excess / Bulk haulage,"2,016.34",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51503179,R5206,Excess / Bulk haulage,"4,580.96",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51503173,R5206,Excess / Bulk haulage,"1,498.67",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51504826,R4010,Equipment Hire,"1,232.00",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51503187,R5206,Excess / Bulk haulage,"2,850.77",12/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51510696,R4010,Equipment Hire,"1,215.66",15/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51512382,R4010,Equipment Hire,-606.12,26/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51512380,R4010,Equipment Hire,"-1,155.77",26/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51512370,R4010,Equipment Hire,783.06,26/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51507798,R5702,Payments to External Contractors,"20,348.58",26/04/2019,Communities
210919,Biffa Municipal Ltd (****2821),51513828,R3001,Vehicle Operating Costs,"2,620.00",26/04/2019,Communities
200707,Biffa Waste Services Ltd  ****6375,51509495,R5702,Payments to External Contractors,"77,832.48",10/04/2019,Communities
228390,BikeRight! Ltd,51502998,R4301,"Advertising, Publicity & Promotion","8,560.00",17/04/2019,Communities
213422,Bilton School - Stowe Valley M.A.T.,51506082,R5702,Payments to External Contractors,"8,460.00",24/04/2019,Communities
213422,Bilton School - Stowe Valley M.A.T.,51514443,R6107,SEN Statements Funding,"4,883.00",26/04/2019,Communities
224575,Bionical Solutions Ltd,51510912,R5702,Payments to External Contractors,"4,830.00",15/04/2019,Communities
224575,Bionical Solutions Ltd,51510915,R5702,Payments to External Contractors,"1,930.00",15/04/2019,Communities
218042,Birchwood Primary School (Academy),51507762,R2201,Rents & Lettings,"2,421.85",04/04/2019,Communities
218042,Birchwood Primary School (Academy),51514440,R6107,SEN Statements Funding,891.00,26/04/2019,Communities
211737,Birmingham City Council,51506118,R6107,SEN Statements Funding,"11,875.00",01/04/2019,Communities
211737,Birmingham City Council,51500581,R6107,SEN Statements Funding,"2,586.00",05/04/2019,Communities
211737,Birmingham City Council,51500578,R6107,SEN Statements Funding,"3,093.00",05/04/2019,Communities
211737,Birmingham City Council,51502365,R6107,SEN Statements Funding,"3,422.12",09/04/2019,Communities
211737,Birmingham City Council,51500568,R6107,SEN Statements Funding,"1,437.00",11/04/2019,Communities
211737,Birmingham City Council,51507846,R6107,SEN Statements Funding,"4,564.69",17/04/2019,Communities
219752,Birmingham Telecommunications Ltd,51510640,R4506,IT Support & Maintenance,555.00,11/04/2019,Communities
236673,Bishops Itchington Primary - Stowe Valley Trust M.A.T.,51514370,R6107,SEN Statements Funding,747.00,26/04/2019,Communities
200750,Bizzy Tots Day Nursery Ltd (Long Itchington),51507194,R5702,Payments to External Contractors,"1,124.00",02/04/2019,Communities
200767,Blue Arrow Ltd,51499153,R1101,Agency Staff Pay,"2,457.70",05/04/2019,Resources
200767,Blue Arrow Ltd,51499226,R1101,Agency Staff Pay,"1,966.16",05/04/2019,Resources
200767,Blue Arrow Ltd,51505328,R1101,Agency Staff Pay,"1,966.16",18/04/2019,Resources
200767,Blue Arrow Ltd,51505382,R1101,Agency Staff Pay,"2,457.70",18/04/2019,Resources
208354,Blue Diamond Plumbing & Heating Ltd,51500614,R2023,Property Services Mechanical (LM),572.31,05/04/2019,Resources
,Bob Beck Fuel Injectio,2838,,,570.24,30/04/2019,Communites
213979,Boots UK Ltd,51499159,R1408,Other Staffing Costs,"2,616.00",05/04/2019,People 
213979,Boots UK Ltd,51510063,R5702,Payments to External Contractors,"1,000.50",16/04/2019,Communities
225236,Bournemouth Convention Bureau Ltd,51504819,R4608,Member's Expenses,"1,087.50",18/04/2019,Other Services
237731,Brandish Ltd (Vauxhall Coventry),51512820,R4030,Materials,630.92,30/04/2019,Communities
237731,Brandish Ltd (Vauxhall Coventry),51495516,R4030,Materials,517.34,30/04/2019,Communities
200837,Bredon School,51500197,R6107,SEN Statements Funding,750.00,05/04/2019,Communities
200837,Bredon School,51499663,R6107,SEN Statements Funding,"6,397.50",05/04/2019,Communities
200837,Bredon School,51505195,R6107,SEN Statements Funding,"6,260.00",18/04/2019,Communities
200837,Bredon School,51505319,R6107,SEN Statements Funding,"8,055.00",18/04/2019,Communities
200837,Bredon School,51505320,R6107,SEN Statements Funding,"14,035.00",18/04/2019,Communities
200837,Bredon School,51505321,R6107,SEN Statements Funding,"5,725.00",18/04/2019,Communities
200837,Bredon School,51505333,R6107,SEN Statements Funding,"12,795.00",18/04/2019,Communities
200837,Bredon School,51505197,R6107,SEN Statements Funding,"9,105.00",18/04/2019,Communities
223052,Bright Pi Education Consultancy Ltd,51511990,R4441,Professional Fees,700.00,15/04/2019,Schools
200865,Brinklow Quarry Ltd,51499154,R2754,Waste Management,"1,158.36",05/04/2019,Communities
200867,Bristol Managed Services Ltd,51498561,R4015,Equipment Repair & Maintenance,"18,802.28",05/04/2019,Communities
224177,British Parking Association,51498263,R4702,Subscriptions To Organisations,"1,447.00",04/04/2019,Communities
218202,Broadreach House,51497706,R5702,Payments to External Contractors,"2,780.00",03/04/2019,Communities
219128,Broadway Lodge Ltd,51502174,R5702,Payments to External Contractors,"4,000.00",12/04/2019,Communities
200905,Brook Edgley Specialist Technical Services Ltd,51503944,R2002,Building Maintenance,775.00,10/04/2019,Communities
238395,Brythan House Ltd. t/a Clovelly House School,51507779,R6107,SEN Statements Funding,"2,660.00",09/04/2019,Communities
211497,BSI Assurance UK Ltd,51497466,R4702,Subscriptions To Organisations,"3,810.00",02/04/2019,Other Services
211497,BSI Assurance UK Ltd,51499751,R4512,Software,"2,960.00",05/04/2019,Communities
200931,Bt Global Services (****7351),51511165,R4503,Hardware,"1,937.32",15/04/2019,Communities
200931,Bt Global Services (****7351),51505443,R4513,Telephones & Broadband,"1,972.15",18/04/2019,Communities
200891,BT OneBillPlus (****5757),51513248,R4513,Telephones & Broadband,"8,909.88",01/04/2019,Communities
200891,BT OneBillPlus (****5757),51503041,R4513,Telephones & Broadband,826.24,05/04/2019,Resources
200891,BT OneBillPlus (****5757),51502940,R4513,Telephones & Broadband,"3,461.54",05/04/2019,Communities
200891,BT OneBillPlus (****5757),51511412,R4513,Telephones & Broadband,"1,207.46",12/04/2019,Resources
200891,BT OneBillPlus (****5757),51511415,R4513,Telephones & Broadband,992.82,12/04/2019,Resources
200891,BT OneBillPlus (****5757),51510194,R4513,Telephones & Broadband,"8,909.88",16/04/2019,Communities
200891,BT OneBillPlus (****5757),51508806,R4513,Telephones & Broadband,"5,643.95",26/04/2019,Communities
211683,BTS Holdings plc,51511441,R4506,IT Support & Maintenance,"1,385.70",18/04/2019,Resources
999982,Budbrooke Community Association,51515466,R5501,Grants / Donations to External Organisations,"2,000.00",26/04/2019,Communities
226833,Budbrooke Primary School (Academy),51514372,R6107,SEN Statements Funding,"2,122.00",26/04/2019,Communities
200947,Bulkington Village Centre,51503527,R4102,Catering Services & Supplies,809.94,18/04/2019,People 
200947,Bulkington Village Centre,51505900,R2201,Rents & Lettings,559.20,24/04/2019,Communities
200947,Bulkington Village Centre,51506867,R2201,Rents & Lettings,"1,376.26",26/04/2019,People 
200947,Bulkington Village Centre,51515953,R2201,Rents & Lettings,"1,163.43",30/04/2019,People 
201027,C T P Pension Scheme T/A Coventry Turned Part,51505659,R2201,Rents & Lettings,"8,750.00",03/04/2019,Resources
,Cadbury World Retail,29581,,,954.20,18/04/2019,Communites
233820,Cadent Gas (****7463),51506943,R4030,Materials,"3,750.00",01/04/2019,Other Services
201051,Call A Car - Rugby  Ltd,51501992,R3204,Home To School / College Transport,768.00,11/04/2019,Communities
201051,Call A Car - Rugby  Ltd,51501989,R3204,Home To School / College Transport,640.00,11/04/2019,Communities
201051,Call A Car - Rugby  Ltd,51506464,R3204,Home To School / College Transport,540.00,23/04/2019,Communities
