Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
205531,Shipston Pre-School,51574790,R6106,Early Years Funding (PVIs and LA),550.00,08/11/2019,Communities,
205531,Shipston Pre-School,51576472,R6106,Early Years Funding (PVIs and LA),"11,577.89",15/11/2019,Communities,
205531,Shipston Pre-School,51576891,R6106,Early Years Funding (PVIs and LA),"4,726.09",19/11/2019,Communities,
225094,Shipston Town Council-Shipston Area Flood Action Group (SAFAG) (****1360),51573441,R5702,Payments to External Contractors,"49,995.00",06/11/2019,Communities,
205546,Shropshire Council,51581989,R5203,Payments / Contributions to Public Sector Organisations,"2,672.00",27/11/2019,Communities,
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51570107,R5702,Payments to External Contractors,"43,307.85",14/11/2019,Communities,
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51568503,R4513,Telephones & Broadband,"1,382.64",15/11/2019,Communities,
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51569644,R5702,Payments to External Contractors,"2,160.18",25/11/2019,Communities,
223464,Simnir Ltd t/a Rocking Horse Kindergarten,51576423,R6106,Early Years Funding (PVIs and LA),"15,745.30",15/11/2019,Communities,
223464,Simnir Ltd t/a Rocking Horse Kindergarten,51576930,R6106,Early Years Funding (PVIs and LA),"1,888.53",19/11/2019,Communities,
205590,Skamps Pre-School,51576951,R6106,Early Years Funding (PVIs and LA),"1,999.62",19/11/2019,Communities,
